key,year,name,time,state,country,district,start_date,end_date,type,week,offseason,video,status,current_match,qual_matches,epa_max,epa_top8,epa_top24,epa_mean,epa_sd,epa_acc,epa_mse,rp_1_acc,rp_1_mse,rp_2_acc,rp_2_mse
2017mdbet,2017,CHS District - Greater DC Event sponsored by Accenture,1489122000,MD,USA,chs,2017-03-10,2017-03-12,1,2,f,NULL,Completed,96,78,111.93,83.44,47.2,56.73,23.17,0.7083,0.1868,1,0,1,0
2017mdedg,2017,CHS District - Central Maryland Event sponsored by Leidos,1490328000,MD,USA,chs,2017-03-24,2017-03-26,1,4,f,NULL,Completed,98,80,105.97,79.75,61.31,63.02,22.46,0.6735,0.1924,1,0,1,0
2017mdowi,2017,CHS District - Northern Maryland Event,1489723200,MD,USA,chs,2017-03-17,2017-03-19,1,3,f,NULL,Completed,96,78,103.56,89.72,48.85,61.06,26.49,0.6562,0.2069,0.9872,0.0128,1,0
2017melew,2017,NE District - Pine Tree Event,1490846400,ME,USA,ne,2017-03-30,2017-04-01,1,5,f,https://www.twitch.tv/nefirst_blue,Completed,98,80,124.18,99.33,73.79,77.63,22.11,0.6224,0.2373,0.975,0.0241,0.925,0.0576
2017mesh,2017,Summer Heat,1500091200,ME,USA,NULL,2017-07-15,2017-07-15,99,9,t,NULL,Completed,41,24,132.07,104.05,39.06,84.73,25.59,0.7317,0.2131,NULL,NULL,NULL,NULL
2017miann,2017,FIM District - Ann Arbor Pioneer Event,1489035600,MI,USA,fim,2017-03-09,2017-03-11,1,2,f,NULL,Completed,95,80,132.01,92.52,62.94,72.15,24.99,0.6,0.2206,1,0,1,0
2017mibro,2017,FIM District - Woodhaven Event,1490241600,MI,USA,fim,2017-03-23,2017-03-25,1,4,f,NULL,Completed,96,80,113.75,97.55,67.64,71.8,24.98,0.6354,0.1917,1,0,1,0
2017micen,2017,FIM District - Center Line Event,1489035600,MI,USA,fim,2017-03-09,2017-03-11,1,2,f,NULL,Completed,92,76,118.88,70.53,38.99,49.5,23.21,0.6848,0.1849,1,0,1,0
2017micmp,2017,Michigan State Championship,1492228800,MI,USA,fim,2017-04-15,2017-04-15,2,7,f,NULL,Completed,6,0,139.59,99.99,NULL,108.6,13.52,1,0.1404,NULL,NULL,NULL,NULL
2017micmp1,2017,Michigan State Championship - Consumers Energy Division,1491969600,MI,USA,fim,2017-04-12,2017-04-15,2,7,f,NULL,Completed,96,80,122.93,105.31,95.56,97.02,12.14,0.5729,0.2442,0.6813,0.2615,0.9938,0.0062
2017micmp2,2017,Michigan State Championship - Dow Division,1491969600,MI,USA,fim,2017-04-12,2017-04-15,2,7,f,NULL,Completed,96,80,136.73,110.61,92.31,97.02,15.37,0.6146,0.2393,0.6125,0.3001,0.9313,0.0373
2017micmp3,2017,Michigan State Championship - DTE Energy Foundation Division,1491969600,MI,USA,fim,2017-04-12,2017-04-15,2,7,f,NULL,Completed,99,80,129.84,107.96,89,94.94,12.98,0.6263,0.2232,0.6625,0.2691,0.95,0.029
2017micmp4,2017,Michigan State Championship - Ford Division,1491969600,MI,USA,fim,2017-04-12,2017-04-15,2,7,f,NULL,Completed,99,80,129.36,111.09,95.01,96.47,15.21,0.6162,0.2359,0.6125,0.3058,0.9313,0.0453
2017miesc,2017,FIM District - Escanaba Event,1489636800,MI,USA,fim,2017-03-16,2017-03-18,1,3,f,NULL,Completed,96,78,99.98,81.1,48.72,55.69,23.04,0.6875,0.1775,1,0,1,0
2017migay,2017,FIM District - Gaylord Event,1489636800,MI,USA,fim,2017-03-16,2017-03-18,1,3,f,NULL,Completed,97,80,138.91,90.83,62.53,68.45,26.18,0.701,0.2007,0.9875,0.0124,1,0
2017migrg,2017,Grand Rapids Girls Robotics Competition,1507348800,MI,USA,NULL,2017-10-07,2017-10-07,99,9,t,NULL,Completed,43,28,112.88,97.64,NULL,88.5,18.1,0.5116,0.2533,NULL,NULL,NULL,NULL
2017migul,2017,FIM District - Gull Lake Event,1489636800,MI,USA,fim,2017-03-16,2017-03-18,1,3,f,NULL,Completed,96,80,108.11,93.92,70.06,70.46,22.21,0.5938,0.2243,0.9875,0.0124,1,0
2017mihow,2017,FIM District - Howell Event,1490846400,MI,USA,fim,2017-03-30,2017-04-01,1,5,f,NULL,Completed,92,78,115.67,95.82,78.68,81.72,18.25,0.5978,0.2299,0.9936,0.0063,1,0
2017mike2,2017,FIM District - Kettering University Event #2,1489035600,MI,USA,fim,2017-03-09,2017-03-11,1,2,f,NULL,Completed,94,78,127.94,90.17,61.21,69.29,25.61,0.6383,0.2126,1,0,0.9872,0.0127
2017miken,2017,FIM District - East Kentwood Event,1490846400,MI,USA,fim,2017-03-30,2017-04-01,1,5,f,NULL,Completed,96,78,114.29,96.61,69.67,75.56,23.61,0.6458,0.2023,0.9936,0.0063,0.891,0.0974
2017miket,2017,FIM District - Kettering University Event #1,1488430800,MI,USA,fim,2017-03-02,2017-03-04,1,1,f,NULL,Completed,91,76,114.41,89.21,54.42,64.5,24.55,0.6813,0.1928,1,0,1,0
2017mikk,2017,Kettering Kickoff,1505448000,MI,USA,NULL,2017-09-15,2017-09-16,99,9,t,https://www.youtube.com/watch?v=cKgFYagWLao,Completed,54,37,145.55,113.5,99.11,98.75,17.59,0.537,0.2597,NULL,NULL,NULL,NULL
2017milak,2017,FIM District - Lakeview Event,1488430800,MI,USA,fim,2017-03-02,2017-03-04,1,1,f,NULL,Completed,96,80,109.42,77.51,36.39,50.51,26.93,0.6458,0.189,1,0,1,0
2017milan,2017,FIM District - Lansing Event,1490241600,MI,USA,fim,2017-03-23,2017-03-25,1,4,f,NULL,Completed,97,80,111.69,102.15,76.76,79.97,22.78,0.6598,0.2066,0.9375,0.0615,1,0
2017miliv,2017,FIM District - Livonia Event,1491451200,MI,USA,fim,2017-04-06,2017-04-08,1,6,f,NULL,Completed,98,82,106.76,94.69,61.01,68.53,23.02,0.602,0.2309,0.9939,0.0061,1,0
2017milsu,2017,FIM District - Lake Superior State University Event,1490846400,MI,USA,fim,2017-03-30,2017-04-01,1,5,f,NULL,Completed,95,78,114.75,94.43,69.04,71.92,21.98,0.7474,0.1638,0.9615,0.038,1,0
2017mimar,2017,FIM District - Marysville Event,1491451200,MI,USA,fim,2017-04-06,2017-04-08,1,6,f,NULL,Completed,96,80,115.03,104.82,81.39,83.45,19.46,0.6146,0.2222,0.8875,0.1079,1,0
2017mimid,2017,FIM District - Midland Event,1490241600,MI,USA,fim,2017-03-23,2017-03-25,1,4,f,https://www.twitch.tv/first_glbr,Completed,95,78,118.19,95.08,69.93,75.21,22.26,0.6737,0.1848,0.9808,0.0191,1,0
2017mishe,2017,FIM District - Shepherd Event,1491451200,MI,USA,fim,2017-04-06,2017-04-08,1,6,f,https://www.twitch.tv/first_glbr,Completed,97,80,136.14,95.04,74.74,78.74,21.56,0.6495,0.2069,0.9375,0.0615,0.9688,0.0285
2017misjo,2017,FIM District - St. Joseph Event,1489035600,MI,USA,fim,2017-03-09,2017-03-11,1,2,f,NULL,Completed,96,80,109.8,94.1,59.74,66.45,23.08,0.6875,0.1819,1,0,1,0
2017misou,2017,FIM District - Southfield Event,1488430800,MI,USA,fim,2017-03-02,2017-03-04,1,1,f,NULL,Completed,97,80,135.78,80.98,53.01,61.06,25.32,0.701,0.1852,1,0,1,0
2017mitry,2017,FIM District - Troy Event,1490846400,MI,USA,fim,2017-03-30,2017-04-01,1,5,f,NULL,Completed,98,82,122.84,99.72,63.64,71.22,27.96,0.7347,0.1862,0.9817,0.018,0.9756,0.0237
2017mitvc,2017,FIM District - Traverse City Event,1491451200,MI,USA,fim,2017-04-06,2017-04-08,1,6,f,NULL,Completed,95,78,116.82,93.92,71.41,75.47,21.84,0.6105,0.2439,0.9808,0.019,1,0
2017miwat,2017,FIM District - Waterford Event,1489636800,MI,USA,fim,2017-03-16,2017-03-18,1,3,f,NULL,Completed,97,80,129.3,94.04,63.87,69.33,27.68,0.7423,0.1662,0.9688,0.0307,1,0
2017miwmi,2017,FIM District - West Michigan Event,1490241600,MI,USA,fim,2017-03-23,2017-03-25,1,4,f,NULL,Completed,100,82,112.88,101.89,55.94,68.51,27.5,0.62,0.1983,0.9695,0.03,1,0
2017mncmp,2017,MSHSL FIRST State Robotics Championship,1495252800,MN,USA,NULL,2017-05-20,2017-05-20,99,9,t,NULL,Completed,55,48,124.05,109.83,85.43,94.3,17.14,0.6909,0.2117,NULL,NULL,NULL,NULL
2017mndu,2017,Lake Superior Regional,1488344400,MN,USA,NULL,2017-03-01,2017-03-04,0,1,f,https://www.twitch.tv/firstinspires1,Completed,101,84,121.04,89.61,69.12,63.81,24.06,0.6535,0.2192,0.994,0.0059,1,0
2017mndu2,2017,Northern Lights Regional,1488344400,MN,USA,NULL,2017-03-01,2017-03-04,0,1,f,https://www.twitch.tv/daredevils2512,Completed,97,80,116.5,95.08,64.5,61.89,24.25,0.6392,0.2146,0.9938,0.0061,1,0
2017mnemcc,2017,East Metro Collaborative Competition,1505534400,MN,USA,NULL,2017-09-16,2017-09-16,99,9,t,https://www.youtube.com/watch?v=g9_TrehCucA,Completed,54,48,124.28,94.02,57.58,86.09,21.46,0.6296,0.2605,NULL,NULL,NULL,NULL
2017mngggt,2017,Gitchi Gummi Get-Together,1500523200,MN,USA,NULL,2017-07-20,2017-07-22,99,9,t,https://www.twitch.tv/daredevils2512,Completed,51,44,124.02,91.58,NULL,83.89,20.1,0.5294,0.2507,NULL,NULL,NULL,NULL
2017mnmi,2017,Minnesota 10000 Lakes Regional,1491364800,MN,USA,NULL,2017-04-05,2017-04-08,0,6,f,https://www.twitch.tv/firstinspires1,Completed,101,84,129.8,96.65,82.6,71.74,26.13,0.7228,0.1783,0.9762,0.0236,0.994,0.0059
2017mnmi2,2017,Minnesota North Star Regional,1491364800,MN,USA,NULL,2017-04-05,2017-04-08,0,6,f,https://www.twitch.tv/fightingcalculators,Completed,97,80,121.24,103.38,83.6,74.47,26.07,0.6907,0.1903,0.975,0.0243,1,0
2017mnmn,2017,Minne Mini,1510894800,MN,USA,NULL,2017-11-17,2017-11-18,99,9,t,https://www.youtube.com/watch?v=1POJ4gjl4js,Completed,51,42,123.99,103.15,74.66,83.03,19.95,0.6078,0.2382,NULL,NULL,NULL,NULL
2017mnri,2017,Minnesota Robotics Invitational,1507953600,MN,USA,NULL,2017-10-14,2017-10-14,99,9,t,https://www.youtube.com/watch?v=owRyXa2Iu8c,Completed,49,42,124.05,96.33,71.57,84.3,20.36,0.5714,0.223,NULL,NULL,NULL,NULL
2017mokc,2017,Greater Kansas City Regional,1489550400,MO,USA,NULL,2017-03-15,2017-03-18,0,3,f,https://www.youtube.com/watch?v=UPFBwA7GEoQ,Completed,107,90,122.8,100.55,79.67,70.99,26.08,0.7009,0.1847,0.9778,0.022,0.9556,0.0427
2017mosl,2017,St. Louis Regional,1488949200,MO,USA,NULL,2017-03-08,2017-03-11,0,2,f,https://www.youtube.com/watch?v=2FDucQP0t4M,Completed,103,87,120.07,87.52,69.99,63.94,23.22,0.6796,0.1943,0.9885,0.0114,0.9713,0.0285
2017mrcmp,2017,FIRST Mid-Atlantic District Championship sponsored by Johnson & Johnson,1491364800,PA,USA,fma,2017-04-05,2017-04-08,2,6,f,https://www.youtube.com/watch?v=EZphG-e8OcM,Completed,136,120,133.27,113.54,100.25,95.62,13.78,0.5882,0.2272,0.5833,0.3112,0.9625,0.025
2017msbbb,2017,Beach Bot Battle,1500004800,MS,USA,NULL,2017-07-14,2017-07-15,99,9,t,NULL,Completed,32,24,123.43,71.41,NULL,82.32,20.66,0.5938,0.274,NULL,NULL,NULL,NULL
2017mttd,2017,MadTown Throwdown,1510290000,CA,USA,NULL,2017-11-10,2017-11-11,99,9,t,NULL,Completed,82,66,146.62,99.98,55.1,67.71,31.17,0.6707,0.2474,NULL,NULL,NULL,NULL
2017mvrc,2017,Mahoning Valley Robotics Challenge,1506139200,OH,USA,NULL,2017-09-23,2017-09-23,99,9,t,https://www.youtube.com/watch?v=ox2PazoUAj0,Completed,28,21,107.94,89.81,45.75,77.2,19.77,0.4286,0.3042,NULL,NULL,NULL,NULL
2017mxtl,2017,Toluca Regional,1488344400,NULL,Mexico,NULL,2017-03-01,2017-03-04,0,1,f,NULL,Completed,89,72,92.69,48.65,36.49,40.95,14.57,0.618,0.2325,1,0,1,0
2017mxto,2017,Laguna Regional,1490760000,NULL,Mexico,NULL,2017-03-29,2017-04-01,0,5,f,NULL,Completed,80,65,115.98,72.47,41.58,57.25,23.14,0.6125,0.212,1,0,0.9385,0.0598
2017ncash,2017,NC District - UNC Asheville Event,1489723200,NC,USA,fnc,2017-03-17,2017-03-19,1,3,f,https://www.twitch.tv/first_north_carolina,Completed,74,54,112.75,80.56,49.73,71.13,23.2,0.7027,0.1888,0.9537,0.0456,1,0
2017nccmp,2017,FIRST North Carolina State Championship,1490932800,NC,USA,fnc,2017-03-31,2017-04-02,2,5,f,https://www.twitch.tv/first_north_carolina,Completed,80,64,113.79,96.76,76.57,84.16,16.91,0.65,0.2303,0.875,0.1194,0.9375,0.0597
2017ncgre,2017,NC District - Greensboro Event,1489035600,NC,USA,fnc,2017-03-09,2017-03-11,1,2,f,https://www.twitch.tv/first_north_carolina,Completed,80,62,119.7,68.81,37.92,53.58,23.65,0.65,0.1839,1,0,1,0
2017ncral,2017,NC District - Raleigh Event,1490241600,NC,USA,fnc,2017-03-23,2017-03-25,1,4,f,https://www.twitch.tv/first_north_carolina,Completed,82,66,118.65,90.99,55.1,67.49,23.78,0.7561,0.1689,0.9848,0.0151,0.9924,0.0075
2017ncth,2017,THOR @ UNC Pembroke,1501905600,NC,USA,NULL,2017-08-05,2017-08-05,99,9,t,NULL,Completed,25,18,117.44,74.86,NULL,80.42,19.26,0.6,0.2285,NULL,NULL,NULL,NULL
2017ncth2,2017,THOR @ Raleigh,1509163200,NC,USA,NULL,2017-10-28,2017-10-28,99,9,t,NULL,Completed,46,30,117.44,91.59,51.95,75.72,23.75,0.587,0.2312,NULL,NULL,NULL,NULL
2017ncwin,2017,NC District - Pitt County Event,1488517200,NC,USA,fnc,2017-03-03,2017-03-05,1,1,f,https://www.twitch.tv/first_north_carolina,Completed,78,60,107.58,73.89,39.13,59.34,21.65,0.6154,0.1982,1,0,1,0
2017necmp,2017,New England District Championship,1491364800,NH,USA,ne,2017-04-05,2017-04-08,2,6,f,https://www.twitch.tv/nefirst_red,Completed,146,128,147.25,110.35,102.17,97.36,14.94,0.6164,0.2184,0.6953,0.2441,0.9102,0.0725
2017new,2017,Newton Division,1492574400,TX,USA,NULL,2017-04-19,2017-04-22,3,8,f,https://www.twitch.tv/FIRSTInspires_Newton,Completed,129,112,151.87,116.01,98.29,92.1,21.79,0.6899,0.1872,0.7634,0.1994,0.9062,0.0744
2017nhbb,2017,Battle Of the Bay,1510376400,NH,USA,NULL,2017-11-11,2017-11-11,99,9,t,https://www.twitch.tv/firstinspires1,Completed,40,24,132.07,104.01,73.84,93,18.92,0.475,0.2731,NULL,NULL,NULL,NULL
2017nhbed,2017,NE District - Southern NH Event,1490328000,NH,USA,ne,2017-03-24,2017-03-26,1,4,f,https://www.twitch.tv/nefirst_blue,Completed,96,82,118.75,96.32,71.04,74.63,24.75,0.6979,0.1807,0.9451,0.054,1,0
2017nhfoc,2017,FIRST Festival of Champions,1501300800,NH,USA,NULL,2017-07-29,2017-07-29,4,8,f,https://www.twitch.tv/firstinspires,Completed,5,0,167.99,NULL,NULL,122.62,23.44,0.6,0.2906,NULL,NULL,NULL,NULL
2017nhgrs,2017,NE District - Granite State Event,1488517200,NH,USA,ne,2017-03-03,2017-03-05,1,1,f,https://www.twitch.tv/nefirst_blue,Completed,88,72,112.38,88.07,62.25,69.28,22.6,0.6023,0.2229,0.9722,0.0274,1,0
2017nhrr,2017,RiverRage 21,1507953600,NH,USA,NULL,2017-10-14,2017-10-14,99,9,t,https://www.twitch.tv/firstinspires1,Completed,38,22,135.81,104.01,79.66,90.66,18.92,0.4737,0.2483,NULL,NULL,NULL,NULL
2017njbe,2017,Brunswick Eruption,1510376400,NJ,USA,NULL,2017-11-11,2017-11-11,99,9,t,https://www.youtube.com/watch?v=GsCLARUbHmE,Completed,48,33,131.68,104.61,78.41,83.46,23.11,0.6875,0.1871,NULL,NULL,NULL,NULL
2017njbri,2017,MAR District - Bridgewater-Raritan Event,1489723200,NJ,USA,fma,2017-03-17,2017-03-19,1,3,f,https://www.youtube.com/watch?v=yWGwfNmAgNI,Completed,90,74,124.77,97.78,52.29,69.96,26.99,0.6778,0.1864,0.9865,0.0133,1,0
2017njdd,2017,Duel on the Delaware,1508558400,NJ,USA,NULL,2017-10-21,2017-10-21,99,9,t,https://www.youtube.com/watch?v=ZGsB_1KcMkI,Completed,41,25,131.68,91.69,69.63,83.06,21.2,0.6098,0.2193,NULL,NULL,NULL,NULL
2017njfla,2017,MAR District - Mount Olive Event,1489122000,NJ,USA,fma,2017-03-10,2017-03-12,1,2,f,https://www.youtube.com/watch?v=g2vJBcx-VrQ,Completed,90,74,107.44,79.3,45.7,55.76,23.22,0.6667,0.206,1,0,1,0
2017njmm,2017,MidKnight Mayhem V,1497672000,NJ,USA,NULL,2017-06-17,2017-06-17,99,9,t,https://www.twitch.tv/frc1923,Completed,47,29,131.68,102.55,80.91,87.54,21.05,0.5745,0.262,NULL,NULL,NULL,NULL
2017njski,2017,MAR District - Montgomery Event,1490932800,NJ,USA,fma,2017-03-31,2017-04-02,1,5,f,https://www.youtube.com/watch?v=LdQZhRBhD1w,Completed,94,76,121.35,101.72,79.85,82.2,20.94,0.6596,0.2012,0.9211,0.0764,0.9868,0.0124
2017njtab,2017,MAR District - Seneca Event,1490328000,NJ,USA,fma,2017-03-24,2017-03-26,1,4,f,https://www.youtube.com/watch?v=sHqbqPAjI9A,Completed,92,74,118.43,97.74,73.25,80.61,19.72,0.6304,0.2127,0.973,0.0268,1,0
2017nmrcc,2017,Northern Minnesota Robotics Conference Tournament,1509163200,MN,USA,NULL,2017-10-28,2017-10-28,99,9,t,https://www.youtube.com/watch?v=VMOEspjA55Y,Completed,40,32,115.17,84.58,NULL,79.91,17.63,0.65,0.1785,NULL,NULL,NULL,NULL
2017nvlv,2017,Las Vegas Regional,1491364800,NV,USA,NULL,2017-04-05,2017-04-08,0,6,f,https://www.twitch.tv/firstinspires3,Completed,88,71,150.55,105.05,82.96,86.62,24.09,0.7386,0.1832,0.9014,0.0947,0.9155,0.0577
2017nyfs,2017,Ferris State Roboday,1506052800,MI,USA,NULL,2017-09-22,2017-09-23,99,9,t,NULL,Completed,22,16,145.55,89.73,NULL,96.77,23.4,0.6364,0.2233,NULL,NULL,NULL,NULL
2017nyhvr,2017,Hudson Valley Rally,1506744000,NY,USA,NULL,2017-09-30,2017-09-30,99,9,t,NULL,Completed,27,20,118.39,71.03,NULL,69.32,31.17,0.6296,0.2727,NULL,NULL,NULL,NULL
2017nyli,2017,SBPLI Long Island Regional,1490760000,NY,USA,NULL,2017-03-29,2017-04-01,0,5,f,https://www.youtube.com/watch?v=FSKc3bR5nCw,Completed,109,92,118.84,103.82,83.8,79.51,20.07,0.633,0.219,0.9728,0.0263,1,0
2017nyny,2017,New York City Regional,1491451200,NY,USA,NULL,2017-04-06,2017-04-09,0,6,f,https://www.twitch.tv/nycfirst,Completed,98,80,122.7,90.52,67.36,64.61,28.08,0.6837,0.177,0.9812,0.0186,0.9625,0.0162
2017nyro,2017,Finger Lakes Regional ,1489550400,NY,USA,NULL,2017-03-15,2017-03-18,0,3,f,NULL,Completed,96,82,129.04,95.36,74.09,73.08,20.69,0.5833,0.234,0.9939,0.0061,0.9939,0.0061
2017nyrr,2017,Rah Cha Cha Ruckus,1509163200,NY,USA,NULL,2017-10-28,2017-10-28,99,9,t,NULL,Completed,55,35,122.25,111.48,92.21,89.38,22.8,0.6545,0.2217,NULL,NULL,NULL,NULL
2017nysu,2017,Hudson Valley Regional,1490241600,NY,USA,NULL,2017-03-23,2017-03-26,0,4,f,https://www.twitch.tv/frcteam1676,Completed,98,80,119.9,95.54,71.03,68.9,24.85,0.6633,0.22,0.9625,0.0369,1,0
2017nytr,2017,New York Tech Valley Regional,1489550400,NY,USA,NULL,2017-03-15,2017-03-18,0,3,f,NULL,Completed,88,72,132.85,93.96,61.63,74.25,26.19,0.5909,0.2231,0.9792,0.0206,0.9375,0.0569
2017nytv,2017,Tech Valley Robot Rumble,1509768000,NY,USA,NULL,2017-11-04,2017-11-04,99,9,t,NULL,Completed,37,20,112.87,92.45,34.39,79.27,23.77,0.6216,0.2113,NULL,NULL,NULL,NULL
2017ohcl,2017,Buckeye Regional,1490760000,OH,USA,NULL,2017-03-29,2017-04-01,0,5,f,https://www.twitch.tv/firstinspires1,Completed,106,90,122.74,106.19,80.97,76.66,23.15,0.7264,0.1879,0.9722,0.0272,0.9778,0.0218
2017ohsp,2017,Miami Valley Regional,1488949200,OH,USA,NULL,2017-03-08,2017-03-11,0,2,f,https://www.youtube.com/watch?v=v6-NzkCX5EE,Completed,107,87,120.16,87.42,64.26,65.88,22.84,0.6449,0.2197,0.9885,0.0114,1,0
2017okok,2017,Oklahoma Regional ,1490155200,OK,USA,NULL,2017-03-22,2017-03-25,0,4,f,https://www.twitch.tv/codegreen4933first,Completed,100,82,129.58,95.25,75.62,69.85,21.99,0.58,0.2154,1,0,1,0
2017onbar,2017,ONT District - Georgian College Event,1490328000,ON,Canada,ont,2017-03-24,2017-03-26,1,4,f,NULL,Completed,86,68,121.24,83.44,46.03,64.87,25.76,0.7442,0.1851,0.9853,0.0146,1,0
2017oncmp,2017,FIRST Ontario Provincial Championship,1491969600,ON,Canada,ont,2017-04-12,2017-04-15,2,7,f,NULL,Completed,125,110,152.05,117.44,101.19,96.49,18.66,0.544,0.239,0.5273,0.3573,0.9545,0.0414
2017onff,2017,Fall Fiesta,1508472000,ON,Canada,NULL,2017-10-20,2017-10-21,99,9,t,NULL,Completed,47,30,117.11,103.72,63.64,86.53,22.74,0.617,0.2453,NULL,NULL,NULL,NULL
2017onham,2017,ONT District - McMaster University Event,1491537600,ON,Canada,ont,2017-04-07,2017-04-09,1,6,f,NULL,Completed,101,84,146.62,100.42,81.97,80.81,24.97,0.6634,0.2171,0.8929,0.1047,0.9524,0.0301
2017onlon,2017,"ONT District - Western University, Engineering Event",1490932800,ON,Canada,ont,2017-03-31,2017-04-02,1,5,f,NULL,Completed,88,70,118.98,89.86,57.26,67.2,24.39,0.6591,0.2043,0.9714,0.0284,1,0
2017onnob,2017,ONT District - North Bay Event,1491451200,ON,Canada,ont,2017-04-06,2017-04-08,1,6,f,NULL,Completed,69,52,106.04,94.5,45.28,75.91,24.17,0.6957,0.1849,0.9615,0.0374,1,0
2017onosh,2017,ONT District - Durham College Event,1488517200,ON,Canada,ont,2017-03-03,2017-03-05,1,1,f,NULL,Completed,100,82,114.82,88.69,53.89,63.61,27.16,0.65,0.193,1,0,1,0
2017onsc,2017,STEMley Cup,1510376400,ON,Canada,NULL,2017-11-11,2017-11-11,99,9,t,NULL,Completed,49,30,159.76,111.48,72.49,94.42,27.27,0.6327,0.2135,NULL,NULL,NULL,NULL
2017onsi,2017,Southwest International,1509163200,ON,Canada,NULL,2017-10-28,2017-10-28,99,9,t,NULL,Completed,24,24,165.42,103.72,59.77,88.8,24.99,0.7083,0.2272,NULL,NULL,NULL,NULL
2017onto1,2017,ONT District - Ryerson University Event,1489122000,ON,Canada,ont,2017-03-10,2017-03-12,1,2,f,NULL,Completed,92,78,117.43,94.73,56.75,67.78,27.32,0.7391,0.1953,1,0,0.9936,0.0064
2017onto2,2017,ONT District - Victoria Park Collegiate Event,1489723200,ON,Canada,ont,2017-03-17,2017-03-19,1,3,f,NULL,Completed,70,54,123.39,79.45,34.71,61.9,28.92,0.7571,0.158,1,0,1,0
2017onwat,2017,ONT District - University of Waterloo Event,1490241600,ON,Canada,ont,2017-03-23,2017-03-25,1,4,f,NULL,Completed,77,62,139.61,95.66,49.07,72.29,28.85,0.7922,0.156,0.9677,0.0316,0.8952,0.0917
2017onwin,2017,ONT District - Windsor Essex Great Lakes Event,1490846400,ON,Canada,ont,2017-03-30,2017-04-01,1,5,f,NULL,Completed,73,56,131.6,99.36,48.56,81.7,28.46,0.6575,0.1889,0.9464,0.0509,0.9643,0.0348
2017orlak,2017,PNW District - Lake Oswego Event,1490846400,OR,USA,pnw,2017-03-30,2017-04-01,1,5,f,https://www.twitch.tv/firstwa_red,Completed,77,60,106.71,89.99,47.84,68.69,21.87,0.6364,0.2264,0.9917,0.0083,1,0
2017orore,2017,PNW District - Clackamas Academy of Industrial Science Event,1490241600,OR,USA,pnw,2017-03-23,2017-03-25,1,4,f,https://www.twitch.tv/firstwa_red,Completed,90,72,112.63,90.35,55.87,66.98,27.21,0.6556,0.2022,0.9792,0.0207,1,0
2017orwil,2017,PNW District - Wilsonville Event,1489035600,OR,USA,pnw,2017-03-09,2017-03-11,1,2,f,https://www.twitch.tv/firstwa_red,Completed,97,80,110.9,81.78,58.22,60.26,26.47,0.6598,0.2009,0.9938,0.0062,1,0
2017paca,2017,Greater Pittsburgh Regional,1489550400,PA,USA,NULL,2017-03-15,2017-03-18,0,3,f,https://www.twitch.tv/firstinspires1,Completed,89,72,121.65,92.69,66.39,69.68,23.38,0.6966,0.2121,0.9792,0.0207,1,0
2017pagp,2017,GirlPOWER,1509163200,PA,USA,NULL,2017-10-28,2017-10-28,99,9,t,NULL,Completed,15,15,128.86,92.52,NULL,92.99,18.03,0.4,0.2856,NULL,NULL,NULL,NULL
2017pahat,2017,MAR District - Hatboro-Horsham Event,1488517200,PA,USA,fma,2017-03-03,2017-03-05,1,1,f,https://www.youtube.com/watch?v=6WCtHpaAWdM,Completed,77,60,118.44,73.49,50.87,57.15,25.87,0.6494,0.2028,1,0,1,0
2017paphi,2017,MAR District - Springside Chestnut Hill Academy Event,1489723200,PA,USA,fma,2017-03-17,2017-03-19,1,3,f,https://www.youtube.com/watch?v=AT337RW0On0,Completed,82,64,106.7,101.3,67.34,76.9,23.37,0.5854,0.2098,0.9922,0.0078,0.9688,0.0305
2017parr,2017,Ramp Riot,1509768000,PA,USA,NULL,2017-11-04,2017-11-04,99,9,t,https://www.youtube.com/watch?v=079D9Xfat9U,Completed,46,30,128.86,98.38,80.91,85.94,18.56,0.6304,0.2236,NULL,NULL,NULL,NULL
2017pawch,2017,MAR District - Westtown Event,1489122000,PA,USA,fma,2017-03-10,2017-03-12,1,2,f,https://www.youtube.com/watch?v=K4g3FOW4v5k,Completed,79,62,116.23,89.84,48.06,69.22,25.1,0.6456,0.2182,0.9839,0.016,1,0
2017pncmp,2017,Pacific Northwest District Championship,1491364800,WA,USA,pnw,2017-04-05,2017-04-08,2,6,f,https://www.twitch.tv/firstwa_red,Completed,146,128,149.27,107.89,97.94,92.29,17.26,0.6301,0.2191,0.7188,0.2384,0.9531,0.0446
2017qcmo,2017,Festival de Robotique - Montreal Regional,1490155200,QC,Canada,NULL,2017-03-22,2017-03-25,0,4,f,NULL,Completed,86,71,114.74,96.14,63.48,64.94,25.45,0.6395,0.2074,1,0,0.993,0.007
2017ripro,2017,NE District - Rhode Island Event,1490328000,RI,USA,ne,2017-03-24,2017-03-26,1,4,f,https://www.twitch.tv/nefirst_red,Completed,98,82,119.21,92.61,76.25,77.71,19.15,0.6531,0.1936,0.9634,0.0345,0.9634,0.0324
2017roe,2017,Roebling Division,1492574400,TX,USA,NULL,2017-04-19,2017-04-22,3,8,f,https://www.twitch.tv/FIRSTInspires_Roebling,Completed,126,110,129.33,111.97,96.88,89.74,18.89,0.627,0.2052,0.7091,0.2287,0.9318,0.0508
