key,year,name,time,state,country,district,start_date,end_date,type,week,offseason,video,status,current_match,qual_matches,epa_max,epa_top8,epa_top24,epa_mean,epa_sd,epa_acc,epa_mse,rp_1_acc,rp_1_mse,rp_2_acc,rp_2_mse
2015onto2,2015,Greater Toronto Central Regional,1425445200,ON,Canada,NULL,2015-03-04,2015-03-07,0,2,f,NULL,Completed,86,70,107.56,34.45,11.12,19.24,18.76,0.7558,0.1772,NULL,NULL,NULL,NULL
2015onwa,2015,Waterloo Regional,1426651200,ON,Canada,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,81,65,114.4,40.33,14.57,31.16,28.09,0.8395,0.1225,NULL,NULL,NULL,NULL
2015onwi,2015,Windsor Essex Great Lakes Regional,1427860800,ON,Canada,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,96,80,126.78,37.06,20.91,27.69,25.56,0.7812,0.1399,NULL,NULL,NULL,NULL
2015orore,2015,PNW District - Oregon City Event,1424926800,OR,USA,pnw,2015-02-26,2015-02-28,1,1,f,NULL,Completed,80,64,59.67,22.78,7.07,16.55,12.62,0.8,0.1742,NULL,NULL,NULL,NULL
2015orphi,2015,PNW District - Philomath Event,1427342400,OR,USA,pnw,2015-03-26,2015-03-28,1,5,f,NULL,Completed,78,64,84.95,32.3,13.02,25.35,17.65,0.7821,0.1316,NULL,NULL,NULL,NULL
2015orwil,2015,PNW District - Wilsonville Event,1426132800,OR,USA,pnw,2015-03-12,2015-03-14,1,3,f,NULL,Completed,82,66,44.43,21.01,11.53,16.76,9.43,0.5854,0.214,NULL,NULL,NULL,NULL
2015padre,2015,MAR District - Upper Darby Event,1427428800,PA,USA,fma,2015-03-27,2015-03-29,1,5,f,https://www.youtube.com/watch?v=ejxd2bmLn3s,Completed,86,70,88.1,36.11,20.71,29.58,15.89,0.7674,0.1523,NULL,NULL,NULL,NULL
2015pahat,2015,MAR District - Hatboro-Horsham Event,1425013200,PA,USA,fma,2015-02-27,2015-03-01,1,1,f,https://www.youtube.com/watch?v=hGX2qs6s1CE,Completed,90,74,56.9,27.92,15.23,19.44,11.98,0.6556,0.1895,NULL,NULL,NULL,NULL
2015paphi,2015,MAR District - Springside Chestnut Hill Event,1426132800,PA,USA,fma,2015-03-12,2015-03-14,1,3,f,https://www.youtube.com/watch?v=4kJQNN7uMuc,Completed,84,68,63.43,27.96,13.62,20.36,11.8,0.6548,0.2084,NULL,NULL,NULL,NULL
2015papi,2015,Greater Pittsburgh Regional,1425445200,PA,USA,NULL,2015-03-04,2015-03-07,0,2,f,https://www.youtube.com/watch?v=cvCwdvMBfvk,Completed,98,81,41.11,29.49,17.97,16.75,10.73,0.5714,0.2364,NULL,NULL,NULL,NULL
2015pncmp,2015,Pacific Northwest District Championship,1427860800,WA,USA,pnw,2015-04-01,2015-04-04,2,6,f,NULL,Completed,144,128,89.81,59.67,42.65,41.45,16.26,0.7153,0.1773,NULL,NULL,NULL,NULL
2015qcmo,2015,FRC Festival de Robotique - Montreal Regional,1426651200,QC,Canada,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,96,79,50.52,31.12,14.5,17.39,12.63,0.6979,0.1886,NULL,NULL,NULL,NULL
2015rismi,2015,NE District - Rhode Island Event,1426824000,RI,USA,ne,2015-03-20,2015-03-22,1,4,f,https://www.twitch.tv/nefirst_red,Completed,95,78,58.71,39.45,22.73,26.11,13.33,0.6316,0.2037,NULL,NULL,NULL,NULL
2015scmb,2015,Palmetto Regional,1424840400,SC,USA,NULL,2015-02-25,2015-02-28,0,1,f,NULL,Completed,115,99,53.98,25.87,15.8,13.94,10.35,0.6261,0.2021,NULL,NULL,NULL,NULL
2015tes,2015,Tesla Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,144,127,103.93,79.54,54.13,44.32,22.27,0.6806,0.1995,NULL,NULL,NULL,NULL
2015tnkn,2015,Smoky Mountains Regional,1427860800,TN,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,101,85,85.94,39.42,17.08,21.25,17.12,0.7426,0.163,NULL,NULL,NULL,NULL
2015txda,2015,Dallas Regional,1424840400,TX,USA,NULL,2015-02-25,2015-02-28,0,1,f,NULL,Completed,97,88,88.73,29.06,15.27,18.88,16.83,0.6392,0.2148,NULL,NULL,NULL,NULL
2015txho,2015,Lone Star Regional,1427860800,TX,USA,NULL,2015-04-01,2015-04-04,0,6,f,https://www.youtube.com/watch?v=Rw-RvR6GHBc,Completed,99,83,127.67,43.75,23.23,25.73,22.5,0.7677,0.1543,NULL,NULL,NULL,NULL
2015txlu,2015,Hub City Regional,1427256000,TX,USA,NULL,2015-03-25,2015-03-28,0,5,f,https://www.youtube.com/watch?v=i4A8JOTHScU,Completed,105,88,62.16,36.51,19.12,22.19,14.35,0.6571,0.2048,NULL,NULL,NULL,NULL
2015txrb,2015,RoboReboot,1435377600,TX,USA,NULL,2015-06-27,2015-06-27,99,9,t,https://www.youtube.com/watch?v=VjiSbzCRNTo,Completed,25,25,55.83,14.29,NULL,19.28,13.43,0.56,0.2421,NULL,NULL,NULL,NULL
2015txri,2015,Texas Robotics Invitational,1434772800,TX,USA,NULL,2015-06-20,2015-06-20,99,9,t,https://www.youtube.com/watch?v=vh8zu2zvJqg,Completed,48,32,104.39,45.58,6.76,35.21,24.33,0.75,0.1736,NULL,NULL,NULL,NULL
2015txrr,2015,Texas Robot Roundup,1438315200,TX,USA,NULL,2015-07-31,2015-08-01,99,9,t,https://www.youtube.com/watch?v=umr8xPObddI,Completed,63,47,104.39,46.49,9.69,37,25.42,0.6508,0.2156,NULL,NULL,NULL,NULL
2015txsa,2015,Alamo Regional sponsored by Rackspace Hosting,1426046400,TX,USA,NULL,2015-03-11,2015-03-14,0,3,f,https://www.twitch.tv/alamofirstfrc,Completed,106,90,54.84,23.86,16.19,13.94,10.61,0.6038,0.2117,NULL,NULL,NULL,NULL
2015utwv,2015,Utah Regional,1426046400,UT,USA,NULL,2015-03-11,2015-03-14,0,3,f,https://www.youtube.com/watch?v=1XZN2tqhGwA,Completed,105,89,76.89,39.63,20.66,22.91,17.04,0.6381,0.1995,NULL,NULL,NULL,NULL
2015vari,2015,Virginia Regional,1426651200,VA,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,103,86,43.76,30.25,18.61,15.93,10.45,0.6893,0.2072,NULL,NULL,NULL,NULL
2015waahs,2015,PNW District - Auburn Event,1427342400,WA,USA,pnw,2015-03-26,2015-03-28,1,5,f,NULL,Completed,77,60,61.52,27.17,10.04,21.04,13.5,0.7662,0.1708,NULL,NULL,NULL,NULL
2015waamv,2015,PNW District - Auburn Mountainview Event,1424926800,WA,USA,pnw,2015-02-26,2015-02-28,1,1,f,NULL,Completed,80,64,46.5,25.36,12.24,18.46,9.66,0.6875,0.1997,NULL,NULL,NULL,NULL
2015waell,2015,PNW District - Central Washington University Event,1426737600,WA,USA,pnw,2015-03-19,2015-03-21,1,4,f,NULL,Completed,82,66,86.06,37.06,14.43,25.76,16.42,0.7927,0.1446,NULL,NULL,NULL,NULL
2015wamou,2015,PNW District - Mount Vernon Event,1426219200,WA,USA,pnw,2015-03-13,2015-03-15,1,3,f,NULL,Completed,76,60,71.71,27.06,11.1,21.84,15.51,0.7632,0.1672,NULL,NULL,NULL,NULL
2015washo,2015,PNW District - Shorewood Event,1426824000,WA,USA,pnw,2015-03-20,2015-03-22,1,4,f,NULL,Completed,80,64,61.56,33.11,14.92,23.76,13.41,0.675,0.1919,NULL,NULL,NULL,NULL
2015wasno,2015,PNW District - Glacier Peak Event,1425618000,WA,USA,pnw,2015-03-06,2015-03-08,1,2,f,NULL,Completed,82,66,42.69,25.51,13.76,18.09,8.79,0.6098,0.2191,NULL,NULL,NULL,NULL
2015waspo,2015,PNW District - West Valley Event,1425531600,WA,USA,pnw,2015-03-05,2015-03-07,1,2,f,NULL,Completed,73,56,27.99,18.92,6.44,14,7.74,0.5616,0.2443,NULL,NULL,NULL,NULL
2015wimi,2015,Wisconsin Regional,1426651200,WI,USA,NULL,2015-03-18,2015-03-21,0,4,f,https://www.youtube.com/watch?v=VDyBsw9FJi4,Completed,106,90,61.27,41.05,21.78,21.56,14.58,0.7547,0.1933,NULL,NULL,NULL,NULL
2015wmri,2015,West Michigan Robotics Invitational,1445659200,MI,USA,NULL,2015-10-24,2015-10-24,99,9,t,NULL,Completed,53,43,81.59,63.43,30.99,44.28,20.53,0.6604,0.2104,NULL,NULL,NULL,NULL
2016abca,2016,Western Canada Regional,1459656000,AB,Canada,NULL,2016-04-03,2016-04-06,0,5,f,https://www.youtube.com/watch?v=uxCoek2ipf0,Completed,81,66,57.15,29.16,22.93,25.34,9.28,0.7284,0.1497,0.697,0.1869,0.9167,0.0674
2016alhu,2016,Rocket City Regional,1458705600,AL,USA,NULL,2016-03-23,2016-03-26,0,4,f,https://www.youtube.com/watch?v=KGyA2T8wBvM,Completed,103,85,62.2,35.6,25.11,26.91,10.85,0.7476,0.1575,0.7118,0.1796,0.8882,0.0818
2016arc,2016,Archimedes Division,1461729600,MO,USA,NULL,2016-04-27,2016-04-30,3,8,f,https://www.twitch.tv/first_archimedes,Completed,140,125,53.59,45.79,35.6,33.16,8.39,0.65,0.2153,0.916,0.0738,0.712,0.1981
2016arlr,2016,Arkansas Rock City Regional,1457499600,AR,USA,NULL,2016-03-09,2016-03-12,0,2,f,NULL,Completed,83,90,51.54,32.5,21.69,23.02,10.1,0.759,0.1658,0.6739,0.2101,0.9565,0.0403
2016ausy,2016,Australia Regional,1458100800,NULL,Australia,NULL,2016-03-16,2016-03-19,0,3,f,https://www.youtube.com/watch?v=psC9bqOe3DU,Completed,88,72,31.7,24.14,18.4,19.26,6.15,0.6818,0.2008,0.6806,0.2228,1,0.0003
2016azfl,2016,Arizona North Regional,1457499600,AZ,USA,NULL,2016-03-09,2016-03-12,0,2,f,NULL,Completed,102,87,40.45,36.17,25.72,25.91,7.95,0.6765,0.1882,0.6149,0.2276,0.931,0.0618
2016azpx,2016,Arizona West Regional,1459915200,AZ,USA,NULL,2016-04-06,2016-04-09,0,6,f,https://www.youtube.com/watch?v=GCRmRWbGuyQ,Completed,101,86,63.23,31.84,25.11,26.22,9.76,0.7525,0.1544,0.686,0.2043,0.9128,0.0595
2016bc,2016,BattleCry 17,1463803200,MA,USA,NULL,2016-05-21,2016-05-22,99,9,t,https://www.twitch.tv/NEFIRST_red,Completed,93,78,66.85,42.21,32.61,31.88,8.97,0.7204,0.1613,NULL,NULL,NULL,NULL
2016cabb,2016,Battle at the Border,1476504000,CA,USA,NULL,2016-10-15,2016-10-15,99,9,t,NULL,Completed,57,40,47.03,31.17,20.49,27.02,7.53,0.6316,0.2466,NULL,NULL,NULL,NULL
2016cabl,2016,Beach Blitz,1475899200,CA,USA,NULL,2016-10-08,2016-10-09,99,9,t,https://www.twitch.tv/ocfirst,Completed,71,56,61.36,34.11,16.35,30.31,11.49,0.6056,0.2502,NULL,NULL,NULL,NULL
2016cacc,2016,Capital City Classic,1477022400,CA,USA,NULL,2016-10-21,2016-10-23,99,9,t,https://www.youtube.com/watch?v=iZr5bpCvPwc,Completed,85,68,67.77,30.8,22.6,26.97,12.1,0.7059,0.2118,NULL,NULL,NULL,NULL
2016cacg,2016,CalGames,1475812800,CA,USA,NULL,2016-10-07,2016-10-08,99,9,t,NULL,Completed,65,48,31.29,26.32,19.42,21.91,5.14,0.6462,0.2121,NULL,NULL,NULL,NULL
2016cada,2016,Sacramento Regional,1458705600,CA,USA,NULL,2016-03-23,2016-03-26,0,4,f,https://www.youtube.com/watch?v=MQch_Ntpchw,Completed,96,80,63.78,32.31,24.92,23.46,10.09,0.7708,0.171,0.6438,0.2157,0.9187,0.0661
2016cafc,2016,Fall Classic (Day 1),1474689600,CA,USA,NULL,2016-09-24,2016-09-24,99,9,t,NULL,Completed,28,21,39.73,28.27,NULL,25.57,6.27,0.5714,0.216,NULL,NULL,NULL,NULL
2016calb,2016,Los Angeles Regional,1457499600,CA,USA,NULL,2016-03-09,2016-03-12,0,2,f,https://www.twitch.tv/thebagelbytes,Completed,105,88,55.58,34.41,25.46,23.77,8.82,0.6857,0.1962,0.6477,0.2026,0.9886,0.011
2016cama,2016,Central Valley Regional,1457586000,CA,USA,NULL,2016-03-10,2016-03-13,0,2,f,https://www.youtube.com/watch?v=sLWEHiyoALE,Completed,99,82,57.09,35.16,25.09,24.74,10.35,0.7172,0.1614,0.5915,0.2309,0.939,0.0522
2016capl,2016,Orange County Regional,1459310400,CA,USA,NULL,2016-03-30,2016-04-02,0,5,f,NULL,Completed,100,84,55.04,34.35,23.63,25.64,9.9,0.78,0.1615,0.6845,0.1912,0.9286,0.0596
2016cars,2016,Carson Division,1461729600,MO,USA,NULL,2016-04-27,2016-04-30,3,8,f,https://www.twitch.tv/first_carson,Completed,141,125,58.96,49.84,40.54,35.05,10.11,0.7021,0.178,0.908,0.0813,0.672,0.2052
2016carv,2016,Carver Division,1461729600,MO,USA,NULL,2016-04-27,2016-04-30,3,8,f,https://www.twitch.tv/first_carver,Completed,142,125,60.45,53.15,38.26,34.99,10.54,0.7606,0.1616,0.94,0.0548,0.604,0.2388
2016casd,2016,San Diego Regional,1456894800,CA,USA,NULL,2016-03-02,2016-03-05,0,1,f,NULL,Completed,107,90,39.46,31.46,25.02,21.78,8.54,0.7103,0.1935,0.6944,0.2026,0.9944,0.0058
2016casj,2016,Silicon Valley Regional presented by Google.org,1459915200,CA,USA,NULL,2016-04-06,2016-04-09,0,6,f,https://www.youtube.com/watch?v=hBEgC-lZ36Q,Completed,100,86,69.81,33.06,25.87,25.5,11.1,0.76,0.1637,0.6802,0.2086,0.907,0.0689
2016cave,2016,Ventura Regional,1458705600,CA,USA,NULL,2016-03-23,2016-03-26,0,4,f,https://www.twitch.tv/thebagelbytes,Completed,100,84,56.74,34.66,23.08,26.4,10.11,0.76,0.1506,0.7321,0.1768,0.881,0.1031
2016cc,2016,Chezy Champs,1474689600,CA,USA,NULL,2016-09-24,2016-09-25,99,9,t,https://www.twitch.tv/frcgamesense,Completed,85,69,70.61,42.46,29.46,34.18,13.48,0.7765,0.1644,NULL,NULL,NULL,NULL
2016chcmp,2016,FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton,1459915200,MD,USA,chs,2016-04-06,2016-04-09,2,6,f,NULL,Completed,134,116,42.08,35.08,31.55,29.98,5.04,0.5746,0.2383,0.9655,0.0389,0.6724,0.234
2016cmp,2016,Einstein Field,1461988800,MO,USA,NULL,2016-04-30,2016-04-30,4,8,f,https://www.twitch.tv/frcgamesense,Completed,18,0,68.11,57.9,35.22,49.48,11.73,0.5556,0.2053,NULL,NULL,NULL,NULL
2016code,2016,Colorado Regional,1458705600,CO,USA,NULL,2016-03-23,2016-03-26,0,4,f,NULL,Completed,106,88,46.82,32.24,23.43,24.39,8.66,0.717,0.2038,0.6761,0.188,0.9091,0.0758
2016cthar,2016,NE District - Hartford Event,1459483200,CT,USA,ne,2016-04-01,2016-04-03,1,5,f,https://www.twitch.tv/nefirst_red,Completed,97,80,58.33,35.22,26,28.53,8.58,0.6907,0.172,0.85,0.1283,0.7562,0.1667
2016ctsc,2016,Connecticut State Championship,1463198400,CT,USA,NULL,2016-05-14,2016-05-14,99,9,t,NULL,Completed,48,31,66.85,37.03,22.29,34.9,11.57,0.7917,0.1533,NULL,NULL,NULL,NULL
2016cttd,2016,CowTown ThrowDown,1477627200,MO,USA,NULL,2016-10-28,2016-10-29,99,9,t,https://www.youtube.com/watch?v=-kwmbT6Et3M,Completed,90,75,51.21,36.95,29.59,28.51,9.36,0.7222,0.1718,NULL,NULL,NULL,NULL
2016ctwat,2016,NE District - Waterbury Event,1457067600,CT,USA,ne,2016-03-04,2016-03-06,1,1,f,https://www.twitch.tv/nefirst_red,Completed,92,76,34.6,28.01,19.88,21.35,7.51,0.6522,0.2093,0.6184,0.228,0.9868,0.0135
2016cur,2016,Curie Division,1461729600,MO,USA,NULL,2016-04-27,2016-04-30,3,8,f,https://www.twitch.tv/first_curie,Completed,142,125,49.26,45.37,38.83,33.36,8.98,0.6901,0.1766,0.952,0.0432,0.724,0.1821
2016flor,2016,Orlando Regional,1457499600,FL,USA,NULL,2016-03-09,2016-03-12,0,2,f,https://www.youtube.com/watch?v=t1HrC4Z_CFs,Completed,111,95,43.77,34.57,24.66,24.32,7.59,0.6667,0.1919,0.7,0.2038,0.9789,0.0201
2016flpp,2016,Panther Prowl,1474689600,FL,USA,NULL,2016-09-24,2016-09-24,99,9,t,https://www.youtube.com/watch?v=NUiYSMEFf60,Completed,16,16,56.37,32.37,15.47,25.26,10.45,0.5,0.2797,NULL,NULL,NULL,NULL
2016flrc,2016,ROBOTICON Tampa Bay,1475899200,FL,USA,NULL,2016-10-08,2016-10-09,99,9,t,NULL,Completed,4,24,56.37,23.98,NULL,23.5,10.48,1,0.097,NULL,NULL,NULL,NULL
2016flwp,2016,South Florida Regional ,1459310400,FL,USA,NULL,2016-03-30,2016-04-02,0,5,f,https://www.youtube.com/watch?v=DUHbbMCGszQ,Completed,107,90,53.33,36.58,25.16,24.76,9.3,0.7383,0.1793,0.6944,0.1832,0.9389,0.0497
2016gaalb,2016,PCH District - Albany Event,1458187200,GA,USA,pch,2016-03-17,2016-03-19,1,3,f,https://www.youtube.com/watch?v=cQSTDYKZxW4,Completed,66,50,38.66,23.53,7.93,20.75,7.86,0.7879,0.1583,0.68,0.2147,0.95,0.0475
2016gacmp,2016,Peachtree District State Championship,1460520000,GA,USA,pch,2016-04-13,2016-04-16,2,7,f,https://www.youtube.com/watch?v=9GSk6wu4orc,Completed,97,82,44.04,32.6,24.34,26.78,7.8,0.701,0.1852,0.939,0.0589,0.8476,0.1237
2016gacol,2016,PCH District - Columbus Event,1457586000,GA,USA,pch,2016-03-10,2016-03-12,1,2,f,https://www.youtube.com/watch?v=8i4Sgl8Eckw,Completed,94,80,36.84,25.81,13.86,16.51,8.82,0.7766,0.1602,0.7312,0.193,1,0.0005
2016gadal,2016,PCH District - Dalton Event,1458187200,GA,USA,pch,2016-03-17,2016-03-19,1,3,f,https://www.youtube.com/watch?v=euNOPz8JMBM,Completed,69,54,38.82,27.52,12.25,21.41,8.3,0.7391,0.18,0.7222,0.1816,0.9907,0.0093
2016gagr,2016,GRITS - Georgia Robotics Invitations Tournament and Showcase,1477108800,GA,USA,NULL,2016-10-22,2016-10-22,99,9,t,https://www.youtube.com/watch?v=wvNzzLyCkH8,Completed,35,29,42.98,33.2,18.11,26.08,8.85,0.8,0.1396,NULL,NULL,NULL,NULL
2016gaken,2016,PCH District - Kennesaw Event,1460088000,GA,USA,pch,2016-04-08,2016-04-10,1,6,f,NULL,Completed,87,70,41.91,30.3,18.68,23.57,8.35,0.6667,0.1946,0.7143,0.1739,0.9286,0.0663
2016gal,2016,Galileo Division,1461729600,MO,USA,NULL,2016-04-27,2016-04-30,3,8,f,https://www.twitch.tv/first_galileo,Completed,141,125,66.93,45.72,37.32,33.8,9.51,0.7021,0.1828,0.912,0.0776,0.752,0.1824
2016havoc,2016,HAVOC,1474689600,PA,USA,NULL,2016-09-24,2016-09-24,99,9,t,NULL,Completed,29,16,50.65,28.54,NULL,29.56,10.11,0.6552,0.2124,NULL,NULL,NULL,NULL
2016heat,2016,Summer Heat,1468641600,ME,USA,NULL,2016-07-16,2016-07-16,99,9,t,NULL,Completed,35,28,61.27,38.49,10.27,34.53,11.63,0.6571,0.2248,NULL,NULL,NULL,NULL
2016hiho,2016,Hawaii Regional,1459310400,HI,USA,NULL,2016-03-30,2016-04-02,0,5,f,https://www.youtube.com/watch?v=VA2wqkt9obE,Completed,93,76,58.3,29.67,19.57,23.37,10.68,0.828,0.1413,0.6184,0.2092,0.9605,0.0306
2016hop,2016,Hopper Division,1461729600,MO,USA,NULL,2016-04-27,2016-04-30,3,8,f,https://www.twitch.tv/first_hopper,Completed,139,125,69.1,46.93,37.11,35.27,10.47,0.7554,0.1654,0.948,0.0524,0.684,0.2027
2016iacf,2016,Iowa Regional,1458705600,IA,USA,NULL,2016-03-23,2016-03-26,0,4,f,NULL,Completed,107,89,60.18,40.58,29.26,28.54,10.13,0.8037,0.1582,0.8034,0.1451,0.8371,0.1303
2016idbo,2016,Idaho Regional,1459310400,ID,USA,NULL,2016-03-30,2016-04-02,0,5,f,NULL,Completed,76,60,48.42,32.38,17.73,26.45,9.72,0.7105,0.1754,0.7583,0.1751,0.8667,0.0955
2016ilch,2016,Midwest Regional,1459310400,IL,USA,NULL,2016-03-30,2016-04-02,0,5,f,NULL,Completed,104,87,49.46,44.24,27.44,27.27,10.79,0.7885,0.1473,0.7701,0.1561,0.8218,0.1375
2016ilpe,2016,Central Illinois Regional,1458100800,IL,USA,NULL,2016-03-16,2016-03-19,0,3,f,NULL,Completed,83,67,56.82,36.53,24.86,27.48,10.28,0.8434,0.1458,0.709,0.1918,0.9104,0.0708
2016incmp,2016,Indiana State Championship,1460606400,IN,USA,fin,2016-04-14,2016-04-16,2,7,f,NULL,Completed,78,62,52.65,42.42,30.88,36.17,7.73,0.7436,0.1746,0.9758,0.0255,0.6613,0.2184
2016inpmh,2016,IN District - Perry Meridian Event,1458792000,IN,USA,fin,2016-03-24,2016-03-26,1,4,f,NULL,Completed,82,66,49.32,35.57,24.7,30.95,9.05,0.6829,0.1802,0.8485,0.111,0.6288,0.2371
2016inwch,2016,IN District - Walker Warren Event,1458273600,IN,USA,fin,2016-03-18,2016-03-20,1,3,f,NULL,Completed,90,72,43.71,38.88,24.12,28.77,9.93,0.6667,0.1595,0.9167,0.0986,0.7292,0.185
2016inwla,2016,IN District - Tippecanoe Event,1457672400,IN,USA,fin,2016-03-11,2016-03-13,1,2,f,NULL,Completed,94,76,44.23,32.51,22.71,25.44,8.74,0.6489,0.2091,0.7303,0.1881,0.8882,0.0954
2016iri,2016,Indiana Robotics Invitational,1468555200,IN,USA,NULL,2016-07-15,2016-07-16,99,9,t,NULL,Completed,119,104,69.1,58.03,48.76,46.4,9.01,0.7563,0.1708,NULL,NULL,NULL,NULL
2016iroc,2016,IROC - ILITE Robotics Offseason Challenge,1477108800,VA,USA,NULL,2016-10-22,2016-10-22,99,9,t,NULL,Completed,45,28,42.35,33.37,22.4,27.07,7.99,0.7111,0.2151,NULL,NULL,NULL,NULL
2016ista,2016,Israel Regional,1457413200,NULL,Israel,NULL,2016-03-08,2016-03-10,0,1,f,https://www.youtube.com/watch?v=R86Zskv3sSc,Completed,111,95,43.71,31.52,23.89,22.68,7.35,0.7027,0.1903,0.6316,0.2274,0.9789,0.0191
2016kybb,2016,Battle for the Bluegrass,1477713600,KY,USA,NULL,2016-10-29,2016-10-29,99,9,t,NULL,Completed,41,27,55.84,29.44,NULL,26.08,10.66,0.6829,0.206,NULL,NULL,NULL,NULL
2016lake,2016,Bayou Regional,1458100800,LA,USA,NULL,2016-03-16,2016-03-19,0,3,f,NULL,Completed,111,94,39.42,31.67,21.57,21.4,8.03,0.7387,0.1943,0.6436,0.2168,0.9734,0.024
2016mabos,2016,NE District - Boston Event,1459483200,MA,USA,ne,2016-04-01,2016-04-03,1,5,f,https://www.twitch.tv/nefirst_blue,Completed,98,80,44.87,32.21,22.73,25.89,8.1,0.7143,0.1912,0.7812,0.1548,0.8125,0.1372
2016manda,2016,NE District - UMass-Dartmouth Event,1458273600,MA,USA,ne,2016-03-18,2016-03-20,1,3,f,https://www.twitch.tv/nefirst_blue,Completed,80,64,38.74,29.38,18.92,23.7,7.65,0.7375,0.169,0.5547,0.2545,0.9297,0.0662
2016marc,2016,Michigan Advanced Robotics Competition,1466740800,MI,USA,NULL,2016-06-24,2016-06-25,99,9,t,NULL,Completed,68,52,55.77,44.34,20.68,35.97,10.63,0.6618,0.2272,NULL,NULL,NULL,NULL
2016marea,2016,NE District - North Shore Event,1457672400,MA,USA,ne,2016-03-11,2016-03-13,1,2,f,https://www.twitch.tv/nefirst_blue,Completed,94,78,44.8,26.92,18.29,21.56,7.95,0.7234,0.1728,0.6795,0.205,0.9744,0.024
2016mawor,2016,NE District - WPI Event,1457672400,MA,USA,ne,2016-03-11,2016-03-13,1,2,f,https://www.twitch.tv/nefirst_red,Completed,97,80,42.38,30.1,25.4,25.01,7.73,0.6495,0.193,0.75,0.1691,0.9313,0.0645
2016mdbb,2016,Battle O' Baltimore,1474603200,MD,USA,NULL,2016-09-23,2016-09-24,99,9,t,NULL,Completed,43,26,57.89,30.5,20.32,26.73,8.59,0.6279,0.2265,NULL,NULL,NULL,NULL
2016mdbet,2016,CHS District - Greater DC Event,1457672400,MD,USA,chs,2016-03-11,2016-03-13,1,2,f,NULL,Completed,82,78,44.9,27.22,16.06,19.66,8.93,0.7317,0.1888,0.7154,0.1923,0.9923,0.0076
2016mdblr,2016,CHS District - Northern Maryland Event,1458273600,MD,USA,chs,2016-03-18,2016-03-20,1,3,f,NULL,Completed,85,68,35.27,29.55,19.89,22.68,6.68,0.6824,0.1919,0.6838,0.2065,0.9706,0.0287
2016mdedg,2016,CHS District - Central Maryland Event,1458792000,MD,USA,chs,2016-03-24,2016-03-26,1,4,f,NULL,Completed,95,78,40.19,29.17,21.02,23.77,5.95,0.7263,0.1813,0.7564,0.1832,0.9487,0.0457
2016melew,2016,NE District - Pine Tree Event,1460001600,ME,USA,ne,2016-04-07,2016-04-09,1,6,f,https://www.twitch.tv/nefirst_blue,Completed,95,80,57.41,34.74,24.72,27.82,11.23,0.8316,0.1273,0.7438,0.1744,0.8313,0.1224
2016miann,2016,FIM District - Ann Arbor Skyline Event,1460001600,MI,USA,fim,2016-04-07,2016-04-09,1,6,f,NULL,Completed,96,80,45.29,30.89,22.19,24.11,8.49,0.7604,0.1675,0.6937,0.1891,0.9375,0.0445
2016mibro,2016,FIM District - Woodhaven Event,1460001600,MI,USA,fim,2016-04-07,2016-04-09,1,6,f,NULL,Completed,97,80,47.97,28.77,21.74,23.42,7.85,0.701,0.1871,0.7188,0.1912,0.925,0.0678
2016micen,2016,FIM District - Center Line Event,1458187200,MI,USA,fim,2016-03-17,2016-03-19,1,3,f,https://www.twitch.tv/firstinmichigan,Completed,95,80,42.25,30.28,18.31,21.41,9.15,0.7895,0.1533,0.7,0.1979,0.975,0.0212
2016micmp,2016,Michigan State Championship,1460520000,MI,USA,fim,2016-04-13,2016-04-16,2,7,f,NULL,Completed,241,204,56.96,49.1,42.21,36.35,7.82,0.7137,0.1938,0.9681,0.0301,0.5735,0.2672
2016miesc,2016,FIM District - Escanaba Event,1458187200,MI,USA,fim,2016-03-17,2016-03-19,1,3,f,https://www.twitch.tv/FIRSTinMichigan2,Completed,99,80,38.17,28.67,23.24,23.32,6.63,0.6465,0.2084,0.65,0.2109,0.9812,0.0183
2016mihow,2016,FIM District - Howell Event,1459396800,MI,USA,fim,2016-03-31,2016-04-02,1,5,f,https://www.youtube.com/watch?v=1pmLj4287Ss,Completed,96,80,50.18,36.13,27.18,28.79,8.35,0.7917,0.1497,0.7812,0.1526,0.8187,0.1444
2016mike2,2016,FIM District - Kettering University Event #2,1457586000,MI,USA,fim,2016-03-10,2016-03-12,1,2,f,https://www.twitch.tv/firstinmichigan2,Completed,97,82,39.99,30.86,23.7,24.83,7.71,0.7216,0.1973,0.7195,0.1956,0.9573,0.0397
2016miken,2016,FIM District - East Kentwood Event,1459396800,MI,USA,fim,2016-03-31,2016-04-02,1,5,f,NULL,Completed,97,80,54.69,37.72,25.93,28.71,10.08,0.701,0.1685,0.75,0.1594,0.875,0.0963
2016miket,2016,FIM District - Kettering University Event #1,1456981200,MI,USA,fim,2016-03-03,2016-03-05,1,1,f,https://www.twitch.tv/firstinmichigan2,Completed,97,80,40.51,30.87,19.84,22.97,7.59,0.732,0.2011,0.7063,0.201,0.9938,0.0064
