team,name,country,state,rookie_year,offseason,district,active,primary_color,secondary_color,wins,losses,ties,count,winrate,full_wins,full_losses,full_ties,full_count,full_winrate,norm_epa,norm_epa_recent,norm_epa_mean,norm_epa_max
4301,SM Energy New Tech Narcissists,USA,TX,2012,f,fit,f,NULL,NULL,42,63,0,105,0.4,42,63,0,105,0.4,1485,NULL,1458,1531
4302,Robophins,USA,IL,2012,f,NULL,f,NULL,NULL,16,19,1,36,0.4583,16,19,1,36,0.4583,1410,NULL,1470,1558
4304,Iron Rams,USA,WA,2012,f,pnw,f,NULL,NULL,17,30,0,47,0.3617,17,30,0,47,0.3617,1498,NULL,1448,1498
4306,Robokomodos,USA,TN,2012,f,NULL,t,NULL,NULL,62,73,1,136,0.4596,62,73,1,136,0.4596,1456,1455,1462,1553
4307,Trojan Thunderbolts,Canada,ON,2012,f,NULL,f,NULL,NULL,3,8,1,12,0.2917,3,8,1,12,0.2917,1445,NULL,1445,1445
4308,ABSOLUTE ROBOTICS,Canada,ON,2012,f,ont,t,NULL,NULL,83,127,1,211,0.3957,101,152,2,255,0.4,1491,1487,1481,1532
4309,4-H Botsmiths,USA,WA,2012,f,pnw,f,#342013,#ff4d00,96,120,5,221,0.4457,96,120,5,221,0.4457,1459,1469,1480,1576
4310,NUKES,USA,UT,2012,f,NULL,f,NULL,NULL,21,26,0,47,0.4468,21,26,0,47,0.4468,1472,NULL,1452,1486
4311,Swampscott Currents,USA,MA,2012,f,ne,t,#424242,#909090,111,122,8,241,0.4772,125,134,8,267,0.4831,1520,1516,1483,1577
4314,Springfield Urban League Abe-Ro-Bots,USA,IL,2012,f,NULL,t,NULL,NULL,32,57,0,89,0.3596,32,57,0,89,0.3596,1484,1488,1438,1538
4315,Falcons,USA,TX,2012,f,NULL,f,NULL,NULL,2,8,1,11,0.2273,2,8,1,11,0.2273,1399,NULL,1399,1399
4316,Trobotics,USA,LA,2012,f,NULL,f,NULL,NULL,19,27,0,46,0.413,19,27,0,46,0.413,1450,NULL,1466,1525
4317,Tech Busters,USA,TX,2012,f,NULL,f,NULL,NULL,7,17,0,24,0.2917,7,17,0,24,0.2917,1447,NULL,1449,1450
4318,Mo-Bots,USA,NV,2012,f,NULL,f,NULL,NULL,8,7,0,15,0.5333,8,7,0,15,0.5333,1494,NULL,1494,1494
4319,Ladies FIRST,Israel,NULL,2012,f,isr,t,#253059,#e675aa,69,137,1,207,0.3357,69,137,1,207,0.3357,1361,1424,1412,1499
432,432,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,5,4,0,9,0.5556,1413,NULL,1413,1413
4320,The Joker,Israel,NULL,2012,f,isr,t,NULL,NULL,150,159,1,310,0.4855,150,159,1,310,0.4855,1542,1468,1511,1628
4321,Vikings,USA,FL,2012,f,NULL,f,NULL,NULL,8,12,0,20,0.4,8,12,0,20,0.4,1444,NULL,1466,1488
4322,Clockwork,USA,CA,2012,f,NULL,t,#d96427,#005ead,110,107,5,222,0.5068,167,177,5,349,0.4857,1584,1570,1550,1602
4323,BGCircuit Breakers,USA,GA,2012,f,NULL,f,NULL,NULL,4,4,1,9,0.5,4,4,1,9,0.5,1434,NULL,1434,1434
4324,HTA,USA,IL,2012,f,NULL,f,NULL,NULL,7,14,0,21,0.3333,7,14,0,21,0.3333,1423,NULL,1397,1423
4325,RoboRangers,USA,MI,2012,f,fim,t,#898989,#022d59,194,173,3,370,0.5284,194,173,3,370,0.5284,1545,1555,1580,1721
4326,Team Rocket,Israel,NULL,2012,f,NULL,f,NULL,NULL,5,5,1,11,0.5,5,5,1,11,0.5,1498,NULL,1498,1498
4327,Q Branch,USA,MI,2012,f,fim,t,#3c3c3c,#cfcfcf,173,191,3,367,0.4755,176,198,3,377,0.4708,1559,1548,1513,1573
4328,Furious Falcons,USA,TX,2012,f,fit,t,NULL,NULL,70,88,2,160,0.4438,78,97,3,178,0.4466,1428,1441,1473,1583
4329,Lutheran Roboteers,USA,MO,2012,f,NULL,t,#4e4e4e,#d8c70f,145,132,4,281,0.5231,190,175,4,369,0.5203,1636,1633,1570,1636
4329B,4329B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1426,NULL,1426,1426
433,Firebirds,USA,PA,2000,f,fma,t,#320444,#f3bb40,283,349,5,637,0.4482,312,389,5,706,0.4455,1522,1518,1530,1658
4330,Rambunction,USA,MO,2012,f,NULL,t,NULL,NULL,81,121,0,202,0.401,81,121,0,202,0.401,1508,1485,1502,1560
4331,RoboSwag,USA,MO,2012,f,NULL,f,NULL,NULL,13,29,2,44,0.3182,13,29,2,44,0.3182,1363,NULL,1419,1447
4332,RoboCats,USA,TX,2012,f,fit,t,#0c0c00,#ed1b24,56,95,3,154,0.3734,58,99,3,160,0.3719,1384,1399,1418,1468
4333,Team MOSI,USA,FL,2012,f,NULL,f,NULL,NULL,4,6,0,10,0.4,4,6,0,10,0.4,1501,NULL,1501,1501
4334,Alberta Tech Alliance (ATA),Canada,AB,2012,f,NULL,f,NULL,NULL,187,94,2,283,0.6643,201,105,2,308,0.6558,1531,1531,1671,1870
4335,Metallic Clouds,USA,TX,2012,f,NULL,f,NULL,NULL,33,51,3,87,0.3966,44,66,3,113,0.4027,1372,NULL,1432,1519
4336,Ramageddon Robotics,USA,LA,2012,f,NULL,t,#9e9e9e,#eb008b,97,85,1,183,0.5328,162,150,2,314,0.5191,1640,1606,1497,1674
4336B,4336B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,5,8,1,14,0.3929,1423,NULL,1423,1423
4337,Red Devil robotics,USA,MI,2012,f,fim,t,NULL,NULL,80,147,0,227,0.3524,80,147,0,227,0.3524,1447,1446,1467,1506
4338,Falcons,Israel,NULL,2012,f,isr,t,#cd0000,#fed136,158,141,4,303,0.5281,163,146,4,313,0.5272,1392,1531,1497,1683
4339,Topsail FIRST Robotics,USA,NC,2012,f,NULL,f,NULL,NULL,3,7,0,10,0.3,3,7,0,10,0.3,1451,NULL,1451,1451
434,Kraken,USA,TX,2000,f,NULL,f,NULL,NULL,38,49,7,94,0.4415,38,49,7,94,0.4415,1404,NULL,1441,1479
4341,Panther Robotics,USA,FL,2012,f,NULL,f,NULL,NULL,7,13,0,20,0.35,7,13,0,20,0.35,1374,NULL,1433,1492
4342,Demon Robotics,USA,PA,2012,f,fma,t,#1d32ad,#9898b0,239,199,8,446,0.5448,263,222,8,493,0.5416,1663,1658,1599,1663
4343,MaxTech,Canada,ON,2012,f,ont,t,#d1bb08,#231f20,163,162,1,326,0.5015,203,236,2,441,0.4626,1585,1557,1563,1651
4344,SLCSE,USA,UT,2012,f,NULL,f,NULL,NULL,6,15,0,21,0.2857,6,15,0,21,0.2857,1402,NULL,1412,1421
4345,AutoPilots,USA,CA,2012,f,NULL,f,NULL,NULL,12,13,3,28,0.4821,12,13,3,28,0.4821,1422,NULL,1410,1422
4346,Crimson Dragons,USA,TX,2012,f,NULL,f,NULL,NULL,17,14,0,31,0.5484,17,14,0,31,0.5484,1472,NULL,1449,1472
4347,Mechanical End,USA,NJ,2012,f,fma,f,NULL,NULL,9,15,1,25,0.38,9,15,1,25,0.38,1480,NULL,1480,1480
4348,Bonneville Bots,USA,UT,2012,f,NULL,t,NULL,NULL,33,62,1,96,0.349,33,62,1,96,0.349,1387,1394,1390,1500
4349,Viking Robotics,USA,OK,2012,f,NULL,f,NULL,NULL,9,19,1,29,0.3276,9,19,1,29,0.3276,1358,NULL,1377,1393
435,Robodogs,USA,NC,2000,f,fnc,t,#0b3f8c,#9a9999,327,267,7,601,0.5499,350,285,7,642,0.5506,1473,1483,1545,1692
4350,Harmony,USA,TX,2012,f,NULL,f,NULL,NULL,7,5,1,13,0.5769,7,5,1,13,0.5769,1450,NULL,1450,1450
4351,Broncobots,USA,TX,2012,f,NULL,f,NULL,NULL,10,10,2,22,0.5,10,10,2,22,0.5,1409,NULL,1429,1449
4352,Generals,USA,FL,2012,f,NULL,f,NULL,NULL,19,20,1,40,0.4875,19,20,1,40,0.4875,1476,NULL,1454,1485
4353,Krewe de Reauxbotics,USA,LA,2012,f,NULL,f,NULL,NULL,32,39,2,73,0.4521,32,39,2,73,0.4521,1468,NULL,1432,1474
4354,PengWINs,USA,TX,2012,f,NULL,f,NULL,NULL,16,23,0,39,0.4103,16,23,0,39,0.4103,1413,NULL,1425,1442
4355,CP-BOTS - Peñoles,Mexico,NULL,2012,f,NULL,t,#272424,#bd9762,80,122,5,207,0.3986,80,122,5,207,0.3986,1420,1436,1481,1554
4356,BIG Furious George,USA,MO,2012,f,NULL,f,NULL,NULL,67,63,3,133,0.515,72,68,3,143,0.514,1528,NULL,1501,1533
4357,Spartans,Canada,ON,2012,f,ont,f,NULL,NULL,16,22,0,38,0.4211,16,22,0,38,0.4211,1474,NULL,1485,1493
4359,North Robotics,USA,TX,2012,f,NULL,f,NULL,NULL,10,13,1,24,0.4375,10,13,1,24,0.4375,1481,NULL,1477,1481
4360,Spudnik,USA,MN,2012,f,NULL,t,NULL,NULL,32,64,1,97,0.3351,38,81,1,120,0.3208,1445,1460,1419,1535
4361,Roxbotix,USA,NJ,2012,f,fma,t,#777777,#d5b782,158,181,7,346,0.4668,175,198,8,381,0.4698,1560,1544,1519,1590
4362,CSPA Gems,USA,MI,2012,f,fim,t,#a71e22,#6d6d6d,342,210,11,563,0.6172,400,250,11,661,0.6135,1747,1688,1655,1807
4363,Unbolted Puppeteers,USA,MI,2012,f,fim,f,NULL,NULL,7,7,0,14,0.5,7,7,0,14,0.5,1464,NULL,1464,1464
4364,Metal Jackets,USA,TX,2012,f,fit,t,#f4f4f4,#a2a3a5,96,120,4,220,0.4455,102,132,5,239,0.4372,1517,1521,1477,1560
4366,Rawbotics,Mexico,NULL,2012,f,NULL,f,NULL,NULL,10,11,1,22,0.4773,10,11,1,22,0.4773,1466,NULL,1486,1506
4367,Tigers,Canada,ON,2012,f,NULL,f,NULL,NULL,6,4,0,10,0.6,6,4,0,10,0.6,1496,NULL,1496,1496
4368,BullBots,USA,MI,2012,f,fim,f,NULL,NULL,41,64,2,107,0.3925,41,64,2,107,0.3925,1485,NULL,1481,1512
4369,Brick City Bots,USA,NC,2012,f,NULL,f,NULL,NULL,3,5,1,9,0.3889,3,5,1,9,0.3889,1453,NULL,1453,1453
437,Talon Robotics,USA,TX,2000,f,NULL,f,NULL,NULL,43,49,2,94,0.4681,43,49,2,94,0.4681,1460,NULL,1485,1520
4370,PROJECT X,USA,SC,2012,f,NULL,f,NULL,NULL,5,6,0,11,0.4545,5,6,0,11,0.4545,1469,NULL,1469,1469
4371,Prepa Tecmilenio - ART Mx,Mexico,NULL,2012,f,NULL,t,#d7a900,#0d0d0d,54,79,4,137,0.4088,54,79,4,137,0.4088,1410,1412,1425,1483
4372,PRDG,Canada,ON,2012,f,NULL,f,NULL,NULL,16,21,1,38,0.4342,16,21,1,38,0.4342,1456,NULL,1498,1540
4373,RooBotics,USA,PA,2012,f,fma,t,#4d2a00,#b37426,129,153,4,286,0.458,129,153,4,286,0.458,1640,1634,1526,1640
4374,Roosevelt Robotics,USA,HI,2012,f,NULL,f,NULL,NULL,12,12,0,24,0.5,12,12,0,24,0.5,1414,NULL,1447,1480
4375,Westend Gearbusters,USA,MI,2012,f,fim,t,#319db1,#03263a,124,139,5,268,0.472,124,139,5,268,0.472,1496,1522,1513,1594
4376,The Marauders,USA,MI,2012,f,fim,f,NULL,NULL,98,130,5,233,0.4313,104,135,5,244,0.4365,1443,1449,1515,1584
4377,Boyne City Blaze,USA,MI,2012,f,fim,t,#ed9738,#93908b,190,197,5,392,0.4911,190,197,5,392,0.4911,1577,1577,1555,1639
4378,Dark Knights,USA,TX,2012,f,fit,f,NULL,NULL,58,67,0,125,0.464,58,67,0,125,0.464,1466,1466,1423,1530
4379,Greased Lightning,USA,FL,2012,f,NULL,f,NULL,NULL,5,15,0,20,0.25,5,15,0,20,0.25,1427,NULL,1427,1427
438,El Camino Creek Problem-Solving Programmers,USA,TX,2000,f,NULL,f,NULL,NULL,4,5,1,10,0.45,4,5,1,10,0.45,1460,NULL,1460,1460
4380,Dynomite,USA,MI,2012,f,fim,f,NULL,NULL,71,99,2,172,0.4186,71,99,2,172,0.4186,1443,NULL,1449,1489
4381,Twisted Devils,USA,MI,2012,f,fim,t,#4da6ff,#7e7e8f,281,213,9,503,0.5676,331,255,9,595,0.5639,1726,1704,1614,1742
4382,Team Trobot,USA,MI,2012,f,fim,t,NULL,NULL,74,125,2,201,0.3731,77,128,2,207,0.3768,1411,1407,1445,1563
4383,The P-TECH Fly-Bots,USA,NY,2012,f,NULL,f,NULL,NULL,26,38,1,65,0.4077,26,38,1,65,0.4077,1474,NULL,1395,1474
4384,Benzene Bots,USA,MI,2012,f,fim,t,#ff0000,#000000,182,179,3,364,0.5041,199,200,3,402,0.4988,1520,1539,1569,1671
4385,The Bryan Automatons,USA,OH,2012,f,NULL,f,NULL,NULL,6,14,0,20,0.3,6,14,0,20,0.3,1445,NULL,1453,1460
4386,Mecha-maniacs,USA,CO,2012,f,NULL,f,#00a8a8,#002a2a,37,63,1,101,0.3713,37,63,1,101,0.3713,1458,1437,1451,1510
4387,TBD,USA,CO,2012,f,NULL,f,NULL,NULL,6,16,0,22,0.2727,6,16,0,22,0.2727,1379,NULL,1430,1480
4388,Ridgebotics,USA,CO,2012,f,NULL,t,#000000,#05b201,96,96,0,192,0.5,110,113,0,223,0.4933,1483,1484,1529,1612
4389,Virtual Bot,USA,MI,2012,f,fim,f,NULL,NULL,17,31,0,48,0.3542,17,31,0,48,0.3542,1457,NULL,1445,1457
4390,ATA  Coregears,USA,MI,2012,f,fim,t,NULL,NULL,83,133,4,220,0.3864,117,184,5,306,0.3905,1358,1368,1448,1530
4391,BraveBots,USA,MI,2012,f,fim,t,#474747,#d1d1d1,334,198,8,540,0.6259,334,198,8,540,0.6259,1767,1708,1656,1790
4392,The Deceivers,USA,MI,2012,f,fim,t,#004392,#ffffff,223,175,4,402,0.5597,223,175,4,402,0.5597,1654,1661,1585,1708
4394,Team Opportunity,USA,VA,2012,f,NULL,f,NULL,NULL,10,8,1,19,0.5526,10,8,1,19,0.5526,1496,NULL,1496,1496
4395,Dundee Vi-Borgs,USA,MI,2012,f,fim,t,#595857,#050505,122,144,3,269,0.4591,171,226,5,402,0.4316,1426,1444,1493,1578
4396,Gear Grinders ,USA,TN,2012,f,NULL,f,NULL,NULL,7,24,0,31,0.2258,7,24,0,31,0.2258,1440,NULL,1413,1449
4397,TEAM Clutch Robotics,USA,MN,2012,f,NULL,f,NULL,NULL,20,36,0,56,0.3571,23,40,1,64,0.3672,1487,NULL,1468,1527
4398,Gladiators,USA,MI,2012,f,fim,t,#a9c1e1,#ffffff,103,136,3,242,0.4318,113,147,3,263,0.4354,1510,1474,1484,1534
440,The Suspects,USA,MI,2000,f,fim,f,NULL,NULL,113,169,9,291,0.4038,113,169,9,291,0.4038,1449,NULL,1492,1588
4400,Cerbotics - Peñoles,Mexico,NULL,2012,f,NULL,t,#d3d3d3,#242424,153,139,3,295,0.5237,153,139,3,295,0.5237,1590,1564,1514,1600
4401,CETMOV - Peñoles,Mexico,NULL,2012,f,NULL,t,NULL,NULL,102,100,1,203,0.5049,102,100,1,203,0.5049,1477,1470,1498,1542
4402,Connectors,USA,MO,2012,f,NULL,f,NULL,NULL,10,13,0,23,0.4348,10,13,0,23,0.4348,1511,NULL,1462,1511
4403,PrepaTec - ROULT - Peñoles,Mexico,NULL,2012,f,NULL,t,#23262b,#c1c2c3,142,115,1,258,0.5523,146,123,1,270,0.5426,1528,1479,1505,1606
4404,Nuts & Colts,USA,MO,2012,f,NULL,f,NULL,NULL,19,35,0,54,0.3519,19,35,0,54,0.3519,1459,NULL,1414,1477
4405,The Atoms Family,USA,MI,2012,f,fim,t,NULL,NULL,201,195,8,404,0.5074,206,204,8,418,0.5024,1579,1576,1562,1663
4406,Robotic Legends,Israel,NULL,2012,f,NULL,f,NULL,NULL,11,29,1,41,0.2805,11,29,1,41,0.2805,1408,NULL,1395,1443
4408,Panthera Machina,USA,MI,2012,f,fim,f,NULL,NULL,62,110,1,173,0.3613,62,110,1,173,0.3613,1428,NULL,1432,1485
4409,Ground Zero,USA,MI,2012,f,fim,f,NULL,NULL,120,119,3,242,0.5021,124,126,3,253,0.496,1515,1515,1505,1592
441,DEVIL DOGS,USA,TX,2000,f,fit,f,NULL,NULL,104,135,6,245,0.4367,115,146,6,267,0.4419,1399,1399,1468,1554
4410,Cyber Senators,USA,MA,2012,f,NULL,f,NULL,NULL,8,15,1,24,0.3542,8,15,1,24,0.3542,1484,NULL,1503,1522
4412,Steel Stallions,USA,TX,2012,f,fit,f,NULL,NULL,27,47,0,74,0.3649,27,47,0,74,0.3649,1335,NULL,1408,1449
4413,Golden Gears Robotics,USA,CA,2012,f,NULL,f,NULL,NULL,10,13,0,23,0.4348,10,13,0,23,0.4348,1501,NULL,1493,1501
4414,HighTide,USA,CA,2012,f,NULL,t,#00b6ae,#3b3b3b,175,34,2,211,0.8341,241,57,3,301,0.8056,1835,1802,1790,1835
4414B,4414B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,28,18,0,46,0.6087,1424,1427,1425,1429
4415,EPIC Robotz,USA,CA,2012,f,NULL,t,#000000,#870001,158,94,6,258,0.624,176,114,6,296,0.6047,1706,1706,1597,1735
4416,Skynet,Israel,NULL,2012,f,isr,t,#0b2336,#436172,67,112,3,182,0.3764,67,112,3,182,0.3764,1327,1408,1427,1511
4418,Team IMPULSE,USA,CO,2012,f,NULL,t,#0066ff,#fbff00,57,73,1,131,0.4389,70,87,1,158,0.4462,1508,1506,1491,1534
4419,Team Rewind,USA,CA,2012,f,NULL,t,#bd5cff,#070309,35,29,0,64,0.5469,63,45,1,109,0.5826,1586,1557,1557,1600
4419B,4419B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,7,9,0,16,0.4375,1442,1442,1442,1442
442,Redstone Robotics,USA,AL,2000,f,NULL,f,NULL,NULL,77,112,3,192,0.4089,77,112,3,192,0.4089,1465,NULL,1465,1577
4420,Swarm Storm,USA,CT,2012,f,ne,f,NULL,NULL,4,8,0,12,0.3333,4,8,0,12,0.3333,1403,1403,1403,1403
4421,FORGE Robotics,Canada,AB,2012,f,NULL,t,#f4f4f4,#969696,46,30,0,76,0.6053,46,30,0,76,0.6053,1590,1589,1589,1606
4422,Twisted Angels,USA,MI,2012,f,fim,t,#4fc3f7,#d4d4d4,54,23,1,78,0.6987,70,40,1,111,0.6351,1614,1644,1644,1673
443,Freelance Robotics,USA,CO,2000,f,NULL,f,NULL,NULL,48,50,8,106,0.4906,48,50,8,106,0.4906,1407,NULL,1469,1599
444,Philly's Extreme Team,USA,PA,2000,f,NULL,f,NULL,NULL,34,63,4,101,0.3564,34,63,4,101,0.3564,1452,NULL,1440,1491
4444,4444,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,4,3,1,8,0.5625,1438,1438,1438,1438
4450,Olympia Robotics Federation,USA,WA,2013,f,pnw,t,#010105,#dedede,159,140,3,302,0.5315,207,191,4,402,0.5199,1492,1486,1568,1713
4451,ROBOTZ Garage,USA,SC,2013,f,pch,t,#8d6969,#f9f9f9,250,103,3,356,0.7065,286,118,3,407,0.7064,1718,1710,1692,1739
4452,First Noble Team,USA,SC,2013,f,NULL,f,NULL,NULL,19,20,0,39,0.4872,19,20,0,39,0.4872,1473,NULL,1525,1572
4453,The Red Hot Chili Bots,USA,MI,2013,f,fim,t,#464646,#ed1c24,126,133,2,261,0.4866,126,133,2,261,0.4866,1532,1528,1479,1533
4454,SLAM Robotics,USA,PA,2013,f,fma,f,NULL,NULL,87,110,0,197,0.4416,92,125,0,217,0.424,1470,NULL,1476,1524
4455,The Burger Bots,USA,MO,2013,f,NULL,t,NULL,NULL,44,70,2,116,0.3879,64,90,3,157,0.4172,1494,1492,1447,1499
4456,Mech Cadets,USA,DC,2013,f,chs,t,NULL,NULL,161,152,7,320,0.5141,161,152,7,320,0.5141,1540,1530,1528,1606
4457,Controlled Chaotic Robotics,USA,OR,2013,f,pnw,f,NULL,NULL,25,27,1,53,0.4811,25,27,1,53,0.4811,1444,NULL,1426,1444
4458,Infernobotix,USA,NY,2013,f,NULL,t,#e0001a,#fbd348,92,96,2,190,0.4895,92,96,2,190,0.4895,1533,1529,1536,1584
4459,LeoTechs,USA,GA,2013,f,pch,t,NULL,NULL,98,139,2,239,0.4142,98,139,2,239,0.4142,1433,1442,1453,1528
446,Robodogs,USA,TX,2000,f,NULL,f,NULL,NULL,19,16,0,35,0.5429,19,16,0,35,0.5429,1445,NULL,1535,1638
4460,Green MASHine,USA,PA,2013,f,fma,f,NULL,NULL,34,38,1,73,0.4726,39,41,1,81,0.4877,1535,NULL,1516,1535
4461,Ramen,USA,WA,2013,f,pnw,f,NULL,NULL,59,68,1,128,0.4648,70,82,1,153,0.4608,1382,NULL,1450,1535
4462,Full Metal Jackets,USA,TN,2013,f,NULL,t,NULL,NULL,60,54,0,114,0.5263,71,73,0,144,0.4931,1526,1524,1543,1597
4463,The Blaze,USA,AR,2013,f,NULL,f,NULL,NULL,4,8,0,12,0.3333,4,8,0,12,0.3333,1454,NULL,1454,1454
4464,Team Illusion,USA,MD,2013,f,chs,t,NULL,NULL,93,116,2,211,0.4455,95,119,2,216,0.4444,1302,1330,1433,1582
4466,Robo Hamsters,USA,VA,2013,f,chs,f,NULL,NULL,47,66,2,115,0.4174,47,66,2,115,0.4174,1450,NULL,1449,1523
4467,Titanium Titans,USA,PA,2013,f,NULL,t,#959593,#14149c,74,93,5,172,0.4448,165,184,5,354,0.4732,1633,1605,1545,1643
4468,Fernbank LINKS,USA,GA,2013,f,pch,t,NULL,NULL,136,126,4,266,0.5188,148,141,5,294,0.5119,1364,1360,1512,1712
4469,R.A.I.D. (Raider Artificial Intelligence Division),USA,WA,2013,f,pnw,t,#c90000,#ffaa00,182,143,6,331,0.5589,212,177,6,395,0.5443,1579,1567,1589,1705
447,Team Roboto,USA,IN,2000,f,fin,t,#0070c0,#ff0000,280,296,8,584,0.4863,316,346,9,671,0.4776,1549,1542,1566,1679
4470,TiGears,USA,CA,2013,f,NULL,t,NULL,NULL,55,76,0,131,0.4198,65,92,1,158,0.4146,1464,1470,1479,1535
4470B,4470B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,5,3,0,8,0.625,1418,NULL,1427,1435
4471,SPARTRONS,USA,FL,2013,f,NULL,f,NULL,NULL,58,102,2,162,0.3642,61,109,2,172,0.3605,1367,1425,1464,1570
4472,SuperNOVA,USA,VA,2013,f,chs,t,#000000,#f60419,197,141,7,345,0.5812,213,155,7,375,0.5773,1621,1650,1589,1763
4473,Delta Prime Robotics 4-H Team,USA,ME,2013,f,ne,t,#0475a6,#e22400,116,134,6,256,0.4648,136,165,6,307,0.4528,1499,1491,1519,1577
4474,Silver Circuit,USA,MA,2013,f,ne,f,NULL,NULL,19,43,0,62,0.3065,19,43,0,62,0.3065,1451,NULL,1437,1477
4475,Terrier Byte Bots,USA,NJ,2013,f,fma,f,NULL,NULL,34,54,2,90,0.3889,34,54,2,90,0.3889,1390,NULL,1453,1518
4476,W.A.F.F.L.E.S.,Canada,ON,2013,f,ont,t,#fff00d,#000000,263,140,5,408,0.6507,319,170,6,495,0.6505,1694,1667,1630,1721
4477,ASMSA FIRST,USA,AR,2013,f,NULL,f,NULL,NULL,4,8,0,12,0.3333,4,8,0,12,0.3333,1456,NULL,1456,1456
4478,Materia Oscura,USA,MI,2013,f,fim,f,NULL,NULL,8,15,1,24,0.3542,17,21,1,39,0.4487,1447,NULL,1447,1447
4479,Hixson Wiredcats,USA,TN,2013,f,NULL,f,NULL,NULL,2,9,0,11,0.1818,2,9,0,11,0.1818,1364,NULL,1364,1364
448,Crandroids,USA,MI,2000,f,NULL,f,NULL,NULL,38,44,4,86,0.4651,38,44,4,86,0.4651,1519,NULL,1473,1608
4480,UC-Botics,USA,MN,2013,f,NULL,t,#00ae42,#03218b,32,62,1,95,0.3421,76,100,1,177,0.4322,1484,1497,1464,1529
4481,Team Rembrandts,Netherlands,NULL,2013,f,NULL,t,#ff6600,#343231,191,118,5,314,0.6162,191,118,5,314,0.6162,1745,1735,1633,1749
4482,ID Robotics,USA,MI,2013,f,fim,f,NULL,NULL,80,110,0,190,0.4211,88,119,0,207,0.4251,1543,NULL,1496,1546
4483,21st Century Robotics,USA,MI,2013,f,fim,f,NULL,NULL,16,30,2,48,0.3542,16,30,2,48,0.3542,1520,NULL,1467,1520
4484,4-H DEADLOX,USA,PA,2013,f,NULL,f,NULL,NULL,12,14,0,26,0.4615,12,14,0,26,0.4615,1499,NULL,1508,1540
4485,Tribe Tech Robotics,USA,IN,2013,f,fin,t,NULL,NULL,99,136,6,241,0.4232,131,160,6,297,0.4512,1522,1513,1542,1687
4486,Blue Prints,USA,CA,2013,f,NULL,f,NULL,NULL,93,72,2,167,0.5629,118,101,3,222,0.5383,1531,1531,1532,1650
4486B,4486B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,1,3,0,4,0.25,1301,NULL,1301,1301
4487,Oologah,USA,OK,2013,f,NULL,f,NULL,NULL,19,23,0,42,0.4524,19,23,0,42,0.4524,1568,NULL,1566,1568
4488,Shockwave,USA,OR,2013,f,pnw,t,#000000,#640e0e,331,161,3,495,0.6717,358,188,4,550,0.6545,1621,1635,1686,1854
4489,Cybertribe,USA,TN,2013,f,NULL,f,NULL,NULL,11,20,0,31,0.3548,11,20,0,31,0.3548,1410,NULL,1402,1410
449,The Blair Robot Project,USA,MD,2000,f,chs,t,#3c3c3c,#fafafa,278,252,10,540,0.5241,293,272,11,576,0.5182,1639,1620,1560,1651
4490,TechRaiders,USA,AR,2013,f,NULL,f,NULL,NULL,17,26,0,43,0.3953,17,26,0,43,0.3953,1439,NULL,1451,1514
4491,Richmond Knights,Canada,QC,2013,f,NULL,f,NULL,NULL,21,24,0,45,0.4667,21,24,0,45,0.4667,1504,NULL,1468,1532
4492,Chrono,Canada,QC,2013,f,NULL,f,NULL,NULL,17,17,1,35,0.5,17,17,1,35,0.5,1474,NULL,1523,1571
4495,Kittitas County Robotics/ Team Haywire,USA,WA,2013,f,pnw,f,NULL,NULL,61,76,2,139,0.446,61,76,2,139,0.446,1563,NULL,1474,1563
4496,Sonoran Storm Robotics,USA,AZ,2013,f,NULL,f,NULL,NULL,25,44,0,69,0.3623,25,44,0,69,0.3623,1409,NULL,1454,1506
4497,SKy-Net,Canada,SK,2013,f,NULL,f,NULL,NULL,17,24,1,42,0.4167,17,24,1,42,0.4167,1425,NULL,1480,1514
4498,Team X,USA,CA,2013,f,NULL,f,NULL,NULL,10,14,0,24,0.4167,32,41,0,73,0.4384,1532,NULL,1477,1532
4498B,4498B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,14,17,0,31,0.4516,1435,NULL,1435,1435
4499,The Highlanders,USA,CO,2013,f,NULL,t,#000000,#ffffff,263,166,1,430,0.6128,323,197,1,521,0.6209,1815,1761,1673,1815
45,TechnoKats Robotics Team,USA,IN,1992,f,fin,t,NULL,NULL,382,326,14,722,0.5388,427,390,15,832,0.5222,1575,1570,1611,1835
4500,RoboHounds,USA,MO,2013,f,NULL,t,#e2663d,#4e72a6,108,110,4,222,0.4955,110,117,4,231,0.4848,1553,1551,1550,1675
4501,Humans,USA,CA,2013,f,NULL,t,#5a0faa,#d9c7eb,111,110,2,223,0.5022,131,144,2,277,0.4765,1534,1518,1538,1627
