team,name,country,state,rookie_year,offseason,district,active,primary_color,secondary_color,wins,losses,ties,count,winrate,full_wins,full_losses,full_ties,full_count,full_winrate,norm_epa,norm_epa_recent,norm_epa_mean,norm_epa_max
4502,The Octoπ,USA,TX,2013,f,NULL,f,NULL,NULL,7,12,0,19,0.3684,7,12,0,19,0.3684,1525,NULL,1525,1525
4504,B. C. Robotics,USA,TN,2013,f,NULL,t,#0082ad,#92c9dc,73,86,1,160,0.4594,73,86,1,160,0.4594,1498,1492,1493,1541
4505,McDonogh Robotics,USA,MD,2013,f,chs,t,NULL,NULL,116,136,6,258,0.4612,179,195,8,382,0.4791,1422,1439,1490,1593
4506,PioNerds,USA,MN,2013,f,NULL,f,NULL,NULL,54,49,5,108,0.5231,57,54,5,116,0.5129,1594,1594,1494,1594
4507,TARminators,USA,MI,2013,f,fim,f,NULL,NULL,33,62,1,96,0.349,33,62,1,96,0.349,1414,NULL,1421,1452
4508,Steel Stallions,USA,NY,2013,f,NULL,f,NULL,NULL,56,60,2,118,0.4831,66,74,3,143,0.472,1437,NULL,1517,1614
4509,Mechanical Bulls,USA,GA,2013,f,pch,t,#cd5928,#fefcfa,122,86,3,211,0.5853,141,108,3,252,0.5655,1633,1587,1563,1730
451,The Cat Attack,USA,OH,2000,f,NULL,t,#000000,#ffffff,176,211,11,398,0.456,176,211,11,398,0.456,1465,1466,1509,1678
4510,Bobcats,USA,GA,2013,f,NULL,f,NULL,NULL,2,7,0,9,0.2222,2,7,0,9,0.2222,1452,NULL,1452,1452
4511,Power Amplified,USA,MN,2013,f,NULL,t,#002b54,#876939,40,46,0,86,0.4651,47,66,0,113,0.4159,1487,1492,1470,1522
4512,Otter Chaos,USA,WA,2013,f,pnw,t,#d28b5d,#774320,141,147,0,288,0.4896,175,182,0,357,0.4902,1499,1513,1513,1582
4513,Circuit Breakers,USA,WA,2013,f,pnw,t,#ca1a03,#ffcc00,201,158,3,362,0.5594,215,181,3,399,0.5426,1561,1570,1571,1695
4514,Calvert STEAM Works,USA,MD,2013,f,chs,f,NULL,NULL,86,87,0,173,0.4971,94,101,0,195,0.4821,1503,1503,1463,1526
4516,Hyperion,USA,GA,2013,f,pch,t,#b7a268,#065c39,127,154,5,286,0.4528,136,163,7,306,0.4559,1510,1496,1474,1601
4517,Owl Robotics,USA,FL,2013,f,NULL,f,NULL,NULL,11,30,0,41,0.2683,11,30,0,41,0.2683,1376,NULL,1377,1400
4518,Optimus Pride,Canada,ON,2013,f,NULL,f,NULL,NULL,5,6,0,11,0.4545,5,6,0,11,0.4545,1480,NULL,1480,1480
4519,King's Robotics,Canada,ON,2013,f,ont,f,NULL,NULL,101,117,2,220,0.4636,101,117,2,220,0.4636,1666,1666,1565,1666
4520,Misfit Toys,USA,ID,2013,f,NULL,f,NULL,NULL,5,6,0,11,0.4545,5,6,0,11,0.4545,1433,NULL,1433,1433
4521,Harrison Robotics,USA,OH,2013,f,NULL,f,NULL,NULL,54,81,2,137,0.4015,57,87,2,146,0.3973,1446,1446,1493,1574
4522,Team SCREAM,USA,MO,2013,f,NULL,t,#f0b823,#050401,292,151,4,447,0.6577,301,161,4,466,0.6502,1818,1786,1682,1818
4523,MCROBO,USA,OK,2013,f,NULL,t,NULL,NULL,73,65,3,141,0.5284,73,65,3,141,0.5284,1513,1509,1506,1576
4524,Sigma 6,USA,TN,2013,f,NULL,f,NULL,NULL,5,13,1,19,0.2895,5,13,1,19,0.2895,1419,NULL,1415,1419
4525,Renaissance Robotics,Canada,ON,2013,f,ont,f,NULL,NULL,133,128,4,265,0.5094,133,128,4,265,0.5094,1567,1567,1572,1654
4526,Léoméga,Canada,QC,2013,f,NULL,f,NULL,NULL,24,26,0,50,0.48,24,26,0,50,0.48,1477,NULL,1473,1508
4528,Automatons,USA,NY,2013,f,NULL,f,NULL,NULL,23,35,0,58,0.3966,25,40,0,65,0.3846,1434,NULL,1430,1469
4529,AI Robotics,Australia,NULL,2013,f,NULL,f,NULL,NULL,16,29,0,45,0.3556,16,29,0,45,0.3556,1364,NULL,1420,1483
453,Rockem Sockem Robotics,USA,MI,2000,f,fim,t,#008285,#c63243,180,257,4,441,0.4127,180,257,4,441,0.4127,1438,1444,1487,1646
4531,STEAMpunk,USA,WI,2013,f,NULL,t,#ca974d,#15151c,89,110,1,200,0.4475,89,110,1,200,0.4475,1531,1510,1505,1608
4532,LAN Jaguars FIRST Robotics,USA,AR,2013,f,NULL,f,NULL,NULL,8,18,0,26,0.3077,20,28,1,49,0.4184,1516,NULL,1456,1516
4533,Phoenix,USA,SC,2013,f,pch,t,#a5cde9,#fee859,94,96,3,193,0.4948,105,107,3,215,0.4953,1549,1530,1515,1674
4534,Wired Wizards,USA,NC,2013,f,fnc,t,#ffffff,#000000,154,141,7,302,0.5215,161,156,7,324,0.5077,1539,1568,1522,1646
4535,PA Bruins,USA,AR,2013,f,NULL,f,NULL,NULL,9,17,0,26,0.3462,9,17,0,26,0.3462,1476,NULL,1473,1476
4536,MinuteBots,USA,MN,2013,f,NULL,t,#ba1a1a,#363636,100,87,3,190,0.5342,163,126,4,293,0.5631,1537,1514,1540,1758
4537,RoboRoos,Australia,NULL,2013,f,NULL,t,NULL,NULL,56,67,0,123,0.4553,70,93,1,164,0.4299,1474,1463,1476,1614
4538,Enginuity,USA,VA,2013,f,chs,f,NULL,NULL,12,29,0,41,0.2927,12,29,0,41,0.2927,1337,NULL,1368,1398
4539,KAOTIC Robotics,USA,MN,2013,f,NULL,t,#0face8,#ff7f27,145,79,0,224,0.6473,247,137,2,386,0.6425,1589,1617,1614,1822
4541,CAVineers,USA,MD,2013,f,chs,t,#c3c3c3,#040707,176,159,7,342,0.5249,176,159,7,342,0.5249,1606,1572,1563,1642
4542,Titanium Talons,USA,WA,2013,f,pnw,f,NULL,NULL,26,30,0,56,0.4643,26,30,0,56,0.4643,1434,NULL,1495,1583
4543,The Illuminators,USA,CA,2013,f,NULL,f,NULL,NULL,43,57,0,100,0.43,59,77,1,137,0.4343,1528,NULL,1541,1594
4543B,4543B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,3,11,0,14,0.2143,1460,NULL,1460,1460
4545,GOLDEN KNIGHTS,USA,IN,2013,f,NULL,f,NULL,NULL,12,22,0,34,0.3529,12,22,0,34,0.3529,1457,NULL,1437,1457
4546,Shockwave,USA,NH,2013,f,ne,t,NULL,NULL,91,116,4,211,0.4408,123,167,4,294,0.4252,1494,1491,1499,1587
4547,WestyTek Robotics,USA,PA,2013,f,NULL,f,NULL,NULL,64,78,1,143,0.451,69,81,1,151,0.4603,1447,1447,1461,1533
4548,Omak FFA Wonders,USA,WA,2013,f,NULL,f,NULL,NULL,3,6,0,9,0.3333,3,6,0,9,0.3333,1414,NULL,1414,1414
4549,Iron Bulls,USA,MN,2013,f,NULL,f,#060809,#89898a,61,70,3,134,0.4664,67,85,3,155,0.4419,1493,1464,1461,1493
4550,Something's Bruin,USA,CO,2013,f,NULL,t,#ff0000,#a65529,124,97,2,223,0.5605,134,110,2,246,0.5488,1565,1532,1535,1633
4551,Robotic Rangers,USA,IL,2013,f,NULL,f,NULL,NULL,11,11,0,22,0.5,11,11,0,22,0.5,1501,NULL,1480,1501
4552,Robotic Tigers,USA,TX,2013,f,NULL,f,NULL,NULL,6,7,0,13,0.4615,6,7,0,13,0.4615,1381,NULL,1381,1381
4553,Patriobots,USA,MS,2013,f,NULL,f,NULL,NULL,14,20,0,34,0.4118,14,20,0,34,0.4118,1463,NULL,1452,1500
4554,Bad News Bots,USA,TN,2013,f,NULL,f,NULL,NULL,5,7,0,12,0.4167,5,7,0,12,0.4167,1416,NULL,1416,1416
4555,Sprocketology,USA,ME,2013,f,ne,f,NULL,NULL,56,76,1,133,0.4248,56,76,1,133,0.4248,1486,NULL,1510,1588
4556,TBD,USA,CA,2013,f,NULL,f,NULL,NULL,7,17,0,24,0.2917,7,17,0,24,0.2917,1347,NULL,1358,1369
4557,FullMetal Falcons,USA,CT,2013,f,ne,f,NULL,NULL,106,114,2,222,0.482,134,145,2,281,0.4804,1577,1577,1570,1688
4559,FIRST DRaFT,USA,WA,2013,f,pnw,f,NULL,NULL,26,33,1,60,0.4417,26,33,1,60,0.4417,1534,NULL,1504,1534
456,Siege Robotics,USA,MS,2000,f,NULL,t,NULL,NULL,225,179,5,409,0.5562,377,284,9,670,0.5694,1553,1546,1618,1760
4560,Gatordone,USA,WA,2013,f,NULL,f,NULL,NULL,4,5,0,9,0.4444,4,5,0,9,0.4444,1482,NULL,1482,1482
4561,TerrorBytes,USA,NC,2013,f,fnc,t,#247c28,#b0b0b0,264,143,5,412,0.6468,299,177,5,481,0.6268,1645,1627,1596,1725
4562,Sentinel Robotics,USA,FL,2013,f,NULL,t,NULL,NULL,35,52,0,87,0.4023,35,52,0,87,0.4023,1446,1444,1441,1533
4563,ECR Robotics,USA,CA,2013,f,NULL,f,NULL,NULL,3,5,0,8,0.375,3,5,0,8,0.375,1387,NULL,1387,1387
4564,Orange Chaos,USA,ME,2013,f,ne,t,#404040,#91816a,246,132,4,382,0.6492,333,177,7,517,0.6509,1617,1615,1661,1786
4564B,4564B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,8,10,0,18,0.4444,1427,1427,1425,1427
4565,Skyline Robotics,USA,AZ,2013,f,NULL,t,#ffd800,#000000,98,94,2,194,0.5103,116,114,2,232,0.5043,1471,1468,1515,1659
4566,TERAdactyls,USA,GA,2013,f,NULL,f,NULL,NULL,6,12,0,18,0.3333,6,12,0,18,0.3333,1425,NULL,1434,1442
4567,The Mechanized Mafia,USA,NY,2013,f,NULL,t,NULL,NULL,45,63,0,108,0.4167,45,64,0,109,0.4128,1312,1350,1440,1545
4568,Robot Commander,USA,MI,2013,f,fim,t,NULL,NULL,93,120,2,215,0.4372,93,120,2,215,0.4372,1381,1390,1458,1577
456B,456B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,2,5,0,7,0.2857,1301,NULL,1301,1301
457,⚙️ Grease Monkeys ⚙️,USA,TX,2000,f,fit,t,#d0d0d0,#1d1d1d,181,222,15,418,0.451,217,267,16,500,0.45,1414,1419,1485,1585
4570,Estacado Robodors,USA,TX,2013,f,NULL,f,NULL,NULL,19,29,0,48,0.3958,19,29,0,48,0.3958,1404,NULL,1440,1492
4571,Rambots,USA,NY,2013,f,NULL,t,#ffffff,#ffffff,93,86,1,180,0.5194,103,95,1,199,0.5201,1519,1502,1508,1584
4572,BArlow RobAutics,USA,CT,2013,f,ne,t,NULL,NULL,90,123,0,213,0.4225,94,128,0,222,0.4234,1462,1470,1475,1525
4573,Rambotics,USA,NJ,2013,f,fma,t,#909091,#f4fbfe,133,158,1,292,0.4572,133,158,1,292,0.4572,1531,1517,1531,1622
4574,Average Joe's,USA,CA,2013,f,NULL,f,NULL,NULL,17,22,0,39,0.4359,17,22,0,39,0.4359,1482,NULL,1441,1482
4575,Gemini,USA,PA,2013,f,fma,t,NULL,NULL,135,156,2,293,0.4642,187,223,3,413,0.4564,1505,1485,1509,1622
4576,Red Nation Robotics,USA,TN,2013,f,NULL,t,#1e1e1e,#ba2341,104,117,0,221,0.4706,113,120,0,233,0.485,1583,1577,1524,1593
4577,RoboFiends,USA,AR,2013,f,NULL,f,NULL,NULL,5,7,0,12,0.4167,5,7,0,12,0.4167,1453,NULL,1453,1453
4578,CometBots,USA,CA,2013,f,NULL,f,NULL,NULL,27,30,0,57,0.4737,27,30,0,57,0.4737,1426,1426,1451,1479
4579,RoboEagles,USA,WA,2013,f,pnw,t,NULL,NULL,104,126,2,232,0.4526,104,126,2,232,0.4526,1469,1467,1476,1617
4580,Conductors,USA,IN,2013,f,fin,t,#734b9c,#ffc90e,93,129,3,225,0.42,93,129,3,225,0.42,1491,1484,1493,1584
4581,Rangeview Robotics,USA,CO,2013,f,NULL,f,NULL,NULL,6,16,0,22,0.2727,6,16,0,22,0.2727,1381,NULL,1419,1456
4582,Robohawks,USA,SC,2013,f,NULL,f,NULL,NULL,35,38,0,73,0.4795,35,38,0,73,0.4795,1455,1445,1443,1504
4583,Robosaurus,USA,CA,2013,f,NULL,f,NULL,NULL,39,45,2,86,0.4651,39,45,2,86,0.4651,1422,1422,1441,1493
4584,SentinelFox Engineering,Mexico,NULL,2013,f,NULL,t,NULL,NULL,37,34,0,71,0.5211,42,38,0,80,0.525,1411,1418,1443,1491
4585,Husky Robotics,USA,UT,2013,f,NULL,t,#222e53,#ffee08,62,77,0,139,0.446,62,77,0,139,0.446,1418,1434,1432,1482
4586,PRIMO,Israel,NULL,2013,f,isr,t,#0f1525,#6093cc,143,150,0,293,0.4881,161,170,0,331,0.4864,1452,1535,1532,1611
4587,Jersey Voltage 4587,USA,TX,2013,f,fit,t,NULL,NULL,204,140,3,347,0.5922,385,257,6,648,0.5988,1531,1519,1607,1763
4589,AdamasBots,USA,TX,2013,f,NULL,f,NULL,NULL,28,32,0,60,0.4667,32,39,0,71,0.4507,1450,NULL,1468,1495
459,Rampage Robotics,USA,FL,2000,f,NULL,f,NULL,NULL,17,39,0,56,0.3036,17,39,0,56,0.3036,1445,NULL,1424,1482
4590,GreenBlitz,Israel,NULL,2013,f,isr,t,#1a1a1a,#43b849,153,164,5,322,0.4829,165,186,5,356,0.4705,1523,1538,1536,1744
4591,Hunchbacks,Canada,AB,2013,f,NULL,f,NULL,NULL,16,13,1,30,0.55,16,13,1,30,0.55,1499,NULL,1474,1499
4592,M3 Mighty Mechanical Mustangs,USA,FL,2013,f,NULL,f,#a1a5a6,#646869,120,104,0,224,0.5357,122,106,1,229,0.5349,1393,1430,1530,1713
4592B,4592B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,1,2,0,3,0.3333,1413,NULL,1413,1413
4593,Rapid Acceleration,USA,SD,2013,f,NULL,t,#000000,#fff200,91,90,1,182,0.5027,91,90,1,182,0.5027,1571,1585,1528,1626
4594,Phéminix,Canada,QC,2013,f,NULL,f,#fa3f79,#ffffff,31,55,2,88,0.3636,31,55,2,88,0.3636,1422,1399,1419,1467
4595,Infinity,Canada,ON,2013,f,ont,f,NULL,NULL,48,76,3,127,0.3898,48,76,3,127,0.3898,1504,NULL,1456,1508
4596,Hackers,USA,UT,2013,f,NULL,f,NULL,NULL,5,5,0,10,0.5,5,5,0,10,0.5,1476,NULL,1476,1476
4597,SABERBOTS,USA,TX,2013,f,fit,t,#e6e5e4,#aeaaa8,39,66,2,107,0.3738,39,66,2,107,0.3738,1451,1422,1429,1518
4598,ICARUS INNOVATED,USA,UT,2013,f,NULL,t,NULL,NULL,84,102,1,187,0.4519,84,102,1,187,0.4519,1527,1511,1483,1527
46,Category5,NULL,NULL,1998,f,NULL,f,NULL,NULL,0,1,0,1,0,0,1,0,1,0,1396,NULL,1396,1396
460,Xavier Robotics,USA,AZ,2000,f,NULL,f,NULL,NULL,8,13,0,21,0.381,8,13,0,21,0.381,1485,NULL,1485,1485
4600,Tech Titans,USA,MO,2013,f,NULL,f,#ffc117,#fff7e1,26,42,0,68,0.3824,28,44,0,72,0.3889,1421,1421,1442,1488
4601,Circuit Birds,USA,OH,2013,f,NULL,t,#040707,#c41602,55,56,0,111,0.4955,58,61,0,119,0.4874,1448,1450,1481,1621
4603,Forza One - Peñoles,Mexico,NULL,2013,f,NULL,t,NULL,NULL,88,90,0,178,0.4944,88,90,0,178,0.4944,1363,1378,1456,1569
4604,Intimitrons from Area 51,Canada,AB,2013,f,NULL,f,NULL,NULL,28,46,2,76,0.3816,28,46,2,76,0.3816,1474,NULL,1465,1525
4606,"Team 4606, ""Larry""",Canada,AB,2013,f,NULL,f,NULL,NULL,5,7,2,14,0.4286,5,7,2,14,0.4286,1491,NULL,1491,1491
4607,C.I.S.,USA,MN,2013,f,NULL,t,#59595b,#97999c,144,132,6,282,0.5213,250,210,7,467,0.5428,1711,1677,1579,1725
4608,Duct Tape Warriors,USA,WA,2013,f,pnw,f,NULL,NULL,56,71,0,127,0.4409,56,71,0,127,0.4409,1507,NULL,1460,1554
4609,Mechanicatz,USA,RI,2013,f,NULL,f,NULL,NULL,4,5,0,9,0.4444,4,5,0,9,0.4444,1423,NULL,1423,1423
461,Westside Boiler Invasion,USA,IN,2000,f,fin,t,#c69b09,#151daf,370,317,14,701,0.5378,457,406,15,878,0.529,1714,1688,1595,1741
4610,BearTecs,USA,TX,2013,f,fit,t,NULL,NULL,148,148,3,299,0.5,191,199,3,393,0.4898,1515,1528,1513,1677
4611,OZone Robotics,USA,OH,2013,f,NULL,t,#003087,#25b000,86,64,1,151,0.5728,101,69,1,171,0.5936,1584,1588,1566,1639
4612,RoboRockets,USA,OK,2013,f,NULL,f,NULL,NULL,10,8,1,19,0.5526,10,8,1,19,0.5526,1433,NULL,1474,1504
4613,Barker Redbacks,Australia,NULL,2013,f,NULL,t,#ff0000,#ffffff,266,82,3,351,0.7621,373,112,4,489,0.7669,1715,1711,1703,1795
4613B,4613B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,6,7,0,13,0.4615,1301,NULL,1301,1301
4614,Purple Monkey Dishwasher,Australia,NULL,2013,f,NULL,f,NULL,NULL,12,20,1,33,0.3788,17,26,1,44,0.3977,1412,NULL,1418,1451
4615,Steel Trojans,USA,PA,2013,f,NULL,f,NULL,NULL,12,19,1,32,0.3906,12,19,1,32,0.3906,1437,NULL,1428,1447
4616,Team Pharaohs,USA,CA,2013,f,NULL,f,NULL,NULL,21,34,1,56,0.3839,21,34,1,56,0.3839,1364,NULL,1392,1446
4617,DAUN,Canada,ON,2013,f,ont,t,#000000,#22b14c,46,61,0,107,0.4299,46,61,0,107,0.4299,1460,1457,1451,1464
4618,Brave Cardinals,Canada,ON,2013,f,ont,f,NULL,NULL,108,108,3,219,0.5,137,143,4,284,0.4894,1425,1425,1542,1694
4619,HawkBots,USA,CA,2013,f,NULL,t,NULL,NULL,46,65,4,115,0.4174,67,96,4,167,0.4132,1402,1400,1480,1592
462,The Rambunctious Rams,USA,MS,2000,f,NULL,f,NULL,NULL,83,90,7,180,0.4806,83,90,7,180,0.4806,1337,NULL,1494,1613
4621,Yotta Robota,USA,GA,2013,f,NULL,f,NULL,NULL,2,7,0,9,0.2222,2,7,0,9,0.2222,1411,NULL,1411,1411
4622,Academy at the Lakes Wildcats,USA,FL,2013,f,NULL,t,NULL,NULL,37,39,1,77,0.487,37,39,1,77,0.487,1401,1411,1440,1517
4623,Flyer Robotics,USA,MN,2013,f,NULL,t,#707277,#330079,46,41,0,87,0.5287,67,69,1,137,0.4927,1452,1487,1518,1586
4624,Rebel Alliance,USA,MN,2013,f,NULL,t,#fff3f4,#ed1821,92,76,1,169,0.5473,102,94,2,198,0.5202,1586,1600,1540,1666
4625,Trappers,Canada,AB,2013,f,NULL,f,NULL,NULL,37,59,0,96,0.3854,37,59,0,96,0.3854,1397,NULL,1416,1487
4626,Iron Centaurs,USA,MN,2013,f,NULL,f,NULL,NULL,11,21,2,34,0.3529,11,21,2,34,0.3529,1403,NULL,1395,1440
4627,Manning Robotics,Canada,AB,2013,f,NULL,t,NULL,NULL,124,108,2,234,0.5342,124,108,2,234,0.5342,1526,1541,1533,1647
4628,Sintian Robotics,USA,CT,2013,f,ne,f,NULL,NULL,53,88,1,142,0.3768,53,88,1,142,0.3768,1380,1386,1423,1477
4629,Dorado Bots,USA,AZ,2013,f,NULL,f,NULL,NULL,12,16,0,28,0.4286,12,16,0,28,0.4286,1393,NULL,1427,1497
4630,Robodragons,USA,TN,2013,f,NULL,t,NULL,NULL,35,48,0,83,0.4217,50,59,0,109,0.4587,1470,1473,1487,1524
4632,Monti-Pythons,USA,MN,2013,f,NULL,t,NULL,NULL,30,40,1,71,0.4296,30,40,1,71,0.4296,1374,1398,1424,1481
4633,Bobcats,Canada,AB,2013,f,NULL,f,NULL,NULL,18,23,0,41,0.439,18,23,0,41,0.439,1441,NULL,1438,1485
4634,The Wolfbotz,Canada,AB,2013,f,NULL,f,NULL,NULL,18,30,2,50,0.38,18,30,2,50,0.38,1449,NULL,1440,1511
4635,PrepaTec - Botbusters,Mexico,NULL,2013,f,NULL,t,#001104,#1df42d,246,114,1,361,0.6828,291,133,2,426,0.6854,1694,1678,1576,1736
4637,BambieBotz,USA,PA,2013,f,fma,t,NULL,NULL,91,132,3,226,0.4093,109,144,4,257,0.4319,1404,1401,1481,1537
4638,Jagbots,USA,MD,2013,f,chs,t,NULL,NULL,127,127,3,257,0.5,137,145,3,285,0.486,1476,1488,1515,1591
4639,The RoboSpartans,USA,TX,2013,f,fit,t,#000034,#ffa500,126,125,1,252,0.502,186,190,2,378,0.4947,1554,1567,1515,1643
4640,Metallic Panthers 4640,USA,NY,2013,f,NULL,f,NULL,NULL,24,29,1,54,0.4537,24,29,1,54,0.4537,1394,NULL,1434,1472
4641,TALON inc.,USA,TX,2013,f,fit,t,#fffdfa,#957170,94,124,4,222,0.4324,97,129,4,230,0.4304,1496,1485,1465,1532
4642,Rebels,USA,TN,2013,f,NULL,f,NULL,NULL,8,7,0,15,0.5333,8,7,0,15,0.5333,1513,NULL,1513,1513
4643,Butte Built Bots,USA,CA,2013,f,NULL,t,NULL,NULL,57,81,1,139,0.4137,78,125,2,205,0.3854,1477,1464,1439,1512
4645,The Chicago Style BotDogs,USA,IL,2013,f,NULL,t,#b4b4b4,#ed1c24,89,114,4,207,0.4396,90,119,4,213,0.4319,1525,1514,1484,1547
4646,Wildcard Robotics,USA,IA,2013,f,NULL,t,#959595,#474747,98,94,1,193,0.5104,114,114,1,229,0.5,1594,1584,1558,1597
4648,Techno-Tech,USA,MN,2013,f,NULL,f,NULL,NULL,28,42,2,72,0.4028,28,42,2,72,0.4028,1442,1445,1455,1523
4649,HeavyMech,Israel,NULL,2013,f,isr,f,NULL,NULL,33,62,2,97,0.3505,33,62,2,97,0.3505,1354,NULL,1413,1457
4650,The Vo,USA,NJ,2013,f,fma,f,NULL,NULL,15,34,0,49,0.3061,15,34,0,49,0.3061,1411,NULL,1372,1411
4651,FrostBots,USA,MN,2013,f,NULL,f,NULL,NULL,8,10,0,18,0.4444,8,10,0,18,0.4444,1510,NULL,1445,1510
4652,Ironmen 2,USA,NJ,2013,f,fma,t,#898989,#404040,69,110,1,180,0.3861,77,127,1,205,0.378,1519,1505,1471,1529
4653,Ironmen Robotics,USA,NJ,2013,f,fma,t,#4c494b,#e0e1e2,159,177,2,338,0.4734,182,218,3,403,0.4553,1552,1544,1535,1613
4654,Mountaineers,USA,WA,2013,f,pnw,f,NULL,NULL,26,31,0,57,0.4561,26,31,0,57,0.4561,1442,NULL,1442,1490
4655,Stateline Robotics,USA,IL,2013,f,NULL,t,#310958,#fff000,108,125,1,234,0.4637,141,150,3,294,0.4847,1586,1566,1589,1682
4656,Rock Solid Robotics,USA,MN,2013,f,NULL,t,#323235,#ffffff,51,53,1,105,0.4905,57,64,2,123,0.4715,1475,1493,1513,1581
4657,Saints Robotics,USA,WI,2013,f,NULL,f,NULL,NULL,12,25,1,38,0.3289,12,25,1,38,0.3289,1410,NULL,1407,1455
4659,Warriors,Canada,ON,2013,f,NULL,f,NULL,NULL,5,6,0,11,0.4545,5,6,0,11,0.4545,1461,NULL,1461,1461
4661,The Red Pirates,Israel,NULL,2013,f,isr,t,#7f1212,#ffffff,76,131,1,208,0.3678,76,131,1,208,0.3678,1351,1439,1432,1531
4662,Byte Sized Robotics,USA,OR,2013,f,pnw,t,NULL,NULL,120,133,3,256,0.4746,134,147,3,284,0.4771,1448,1449,1473,1579
4663,Cyber Tigers,USA,MN,2013,f,NULL,t,#060000,#ff0000,66,66,2,134,0.5,77,70,2,149,0.5235,1585,1579,1528,1610
4664,Butler Bots,USA,MN,2013,f,NULL,t,NULL,NULL,29,44,0,73,0.3973,29,44,0,73,0.3973,1453,1441,1444,1487
4665,Predators,USA,MN,2013,f,NULL,f,NULL,NULL,30,44,0,74,0.4054,30,44,0,74,0.4054,1489,NULL,1472,1522
4666,Robowolves,USA,CA,2013,f,NULL,f,NULL,NULL,7,12,0,19,0.3684,7,12,0,19,0.3684,1482,NULL,1482,1482
4667,Synergy ,Mexico,NULL,2013,f,NULL,f,NULL,NULL,10,19,0,29,0.3448,10,19,0,29,0.3448,1425,NULL,1403,1425
4668,Spartans,USA,LA,2013,f,NULL,f,NULL,NULL,5,5,0,10,0.5,5,5,0,10,0.5,1499,NULL,1499,1499
4669,Galileo Robotics,USA,CA,2013,f,NULL,t,#7400ff,#ffd000,57,72,2,131,0.4427,57,72,2,131,0.4427,1468,1467,1474,1514
467,Colonials,USA,MA,2000,f,ne,t,#000065,#d7df78,248,277,13,538,0.473,314,344,15,673,0.4777,1580,1519,1528,1638
4670,The Pirates,USA,TX,2013,f,NULL,f,NULL,NULL,5,14,0,19,0.2632,5,14,0,19,0.2632,1453,NULL,1436,1453
4671,Mechaneers,USA,MN,2013,f,NULL,f,NULL,NULL,7,20,1,28,0.2679,7,20,1,28,0.2679,1372,NULL,1359,1395
4672,Youth in Black,USA,TX,2013,f,NULL,f,NULL,NULL,2,8,0,10,0.2,2,8,0,10,0.2,1416,NULL,1416,1416
4673,Solar Engineering,Mexico,NULL,2013,f,NULL,f,NULL,NULL,13,17,1,31,0.4355,13,17,1,31,0.4355,1401,NULL,1430,1459
4674,RoboJacks,USA,MN,2013,f,NULL,t,#211778,#c7c7c7,43,53,3,99,0.4495,71,97,3,171,0.424,1501,1499,1474,1519
4675,Eagles,USA,OH,2013,f,NULL,f,NULL,NULL,6,15,0,21,0.2857,6,15,0,21,0.2857,1411,NULL,1418,1425
4676,Battery Chargers,USA,IL,2013,f,NULL,f,NULL,NULL,12,19,1,32,0.3906,12,19,1,32,0.3906,1410,NULL,1475,1563
4678,CyberCavs,Canada,ON,2013,f,ont,t,#2196f3,#c3c3c3,269,137,2,408,0.6618,343,190,4,537,0.6425,1827,1797,1712,1863
468,Aftershock,USA,MI,2000,f,fim,f,NULL,NULL,110,203,9,322,0.3556,123,215,9,347,0.3674,1438,NULL,1443,1555
4680,AzTech Eagles,USA,MI,2013,f,fim,t,#f44336,#536dfe,156,176,4,336,0.4702,165,191,4,360,0.4639,1486,1501,1513,1642
4681,Murphy's law,USA,WA,2013,f,pnw,f,#070707,#eefcff,80,116,2,198,0.4091,90,130,2,222,0.4099,1447,1501,1502,1616
4682,CyBears,USA,WA,2013,f,pnw,t,#4cbb17,#ffdf00,109,133,3,245,0.451,142,164,4,310,0.4645,1578,1508,1489,1618
4683,Full Metal Robotics,USA,WA,2013,f,pnw,f,NULL,NULL,51,92,0,143,0.3566,51,92,0,143,0.3566,1427,1427,1433,1470
4684,eSharks,USA,NY,2013,f,NULL,f,NULL,NULL,4,13,0,17,0.2353,4,13,0,17,0.2353,1358,NULL,1404,1447
4685,Aztlavolt,Mexico,NULL,2013,f,NULL,f,NULL,NULL,12,30,1,43,0.2907,12,30,1,43,0.2907,1375,NULL,1363,1389
4687,Spartans,USA,MN,2013,f,NULL,f,NULL,NULL,17,18,1,36,0.4861,17,18,1,36,0.4861,1446,NULL,1498,1569
4688,Saints Bot,Canada,ON,2013,f,ont,t,NULL,NULL,95,82,1,178,0.5365,99,84,1,184,0.5408,1585,1609,1574,1653
4689,ROyal BOTS,USA,TX,2013,f,NULL,f,NULL,NULL,6,4,0,10,0.6,6,4,0,10,0.6,1485,NULL,1485,1485
469,Las Guerrillas,USA,MI,2000,f,fim,t,#000000,#fff008,751,286,14,1051,0.7212,874,373,15,1262,0.6985,1639,1624,1749,1966
4690,WD-40,USA,IN,2013,f,NULL,f,NULL,NULL,13,9,0,22,0.5909,13,9,0,22,0.5909,1539,NULL,1511,1539
