key,year,name,time,country,state,district,start_date,end_date,type,week,offseason,video,status,num_teams,current_match,qual_matches,epa_max,epa_top_8,epa_top_24,epa_mean,epa_sd,count,epa_conf,epa_acc,epa_mse,epa_score_rmse,epa_score_mae,epa_score_error,rp_count,epa_rp_1_error,epa_rp_1_acc,epa_rp_1_ll,epa_rp_1_f1,epa_rp_2_error,epa_rp_2_acc,epa_rp_2_ll,epa_rp_2_f1
2018oncne,2018,Robots@CNE,1534478400,Canada,ON,NULL,2018-08-17,2018-08-19,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Completed,19,78,73,235.15,158.37,NULL,156.94,35.35,78,0.8568,0.641,0.2775,134.374,99.0104,66.0269,146,0.3773,0.4589,1.0916,0.599,0.2163,0.8014,0.4443,0.2564
2018onff,2018,Fall Fiesta Junior,1539921600,Canada,ON,NULL,2018-10-19,2018-10-19,offseason,9,t,NULL,Completed,26,44,26,194.25,134.2,89.63,121.07,29.37,44,0.8124,0.5682,0.3189,101.0586,82.4511,17.0898,52,0.5787,0.3269,0.9995,0,0.0526,1,0.0566,0
2018onff2,2018,Fall Fiesta Varsity,1540008000,Canada,ON,NULL,2018-10-20,2018-10-20,offseason,9,t,NULL,Completed,26,43,26,235.61,182.66,122.92,162.53,39.16,43,0.8454,0.6512,0.275,97.4203,79.7572,47.2816,52,0.7864,0,1.7281,0,0.2501,0.8846,0.3501,0
2018onham,2018,ONT District McMaster University Event,1522987200,Canada,ON,ont,2018-04-06,2018-04-08,district,6,f,NULL,Completed,38,91,76,255.52,173.25,125.23,143.29,37.68,91,0.8602,0.8132,0.1418,79.589,63.6669,-3.8901,152,-0.0432,0.7237,0.5915,0.8174,-0.0497,0.8421,0.3148,0.2
2018onlon,2018,"ONT District Western University, Western Engineering Event",1522987200,Canada,ON,ont,2018-04-06,2018-04-08,district,6,f,NULL,Completed,38,92,76,178.84,142.76,116.79,126.04,19.98,92,0.7204,0.6848,0.1969,85.7969,68.2595,0.9378,152,-0.0819,0.6645,0.631,0.5143,-0.0142,0.9474,0.1996,0
2018onnob,2018,ONT District North Bay Event,1522296000,Canada,ON,ont,2018-03-29,2018-03-31,district,5,f,NULL,Completed,32,79,64,218.96,148.48,111.34,133.92,34,79,0.8126,0.8734,0.1151,82.0219,64.4752,1.3285,128,-0.099,0.5703,0.7022,0.6029,-0.0206,0.9297,0.1919,0
2018onnyo,2018,ONT District York University Event,1521777600,Canada,ON,ont,2018-03-23,2018-03-25,district,4,f,NULL,Completed,35,86,70,198.31,151.66,113.48,133.64,28.22,86,0.7442,0.7209,0.1656,91.2399,73.5608,9.6163,140,-0.119,0.5929,0.6989,0.6014,0.0161,0.9857,0.0784,0
2018onosh,2018,ONT District Durham College Event,1519966800,Canada,ON,ont,2018-03-02,2018-03-04,district,1,f,NULL,Completed,38,90,76,225.78,137.74,115.93,127.39,27.21,90,0.6595,0.7556,0.1734,86.642,69.3529,20.9993,152,-0.0276,0.7566,0.5154,0.4789,0.0025,0.9737,0.1107,0
2018onsc,2018,The STEMley Cup Championship,1541217600,Canada,ON,NULL,2018-11-03,2018-11-03,offseason,9,t,https://www.twitch.tv/frcontario1,Completed,32,54,38,260.4,192.42,127.84,156.33,48.6,54,0.8825,0.7778,0.1638,87.59,69.8456,31.1705,76,0.7729,0.1053,1.8597,0,0.2931,0.7763,0.5004,0
2018onsi,2018,Southwest International,1540612800,Canada,ON,NULL,2018-10-27,2018-10-27,offseason,9,t,https://www.twitch.tv/frcontario1,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018onto1,2018,ONT District Ryerson University Event,1521086400,Canada,ON,ont,2018-03-15,2018-03-17,district,3,f,NULL,Completed,37,89,74,218.85,147.27,116.6,129.92,29.67,89,0.7138,0.809,0.1627,87.0465,71.9983,9.2134,148,-0.0459,0.6824,0.6257,0.5155,-0.024,0.9392,0.2065,0
2018onwat,2018,ONT District University of Waterloo Event,1521691200,Canada,ON,ont,2018-03-22,2018-03-24,district,4,f,NULL,Completed,32,80,64,245.51,160.43,113.08,136.06,35.64,80,0.7215,0.7875,0.1698,85.0421,69.0635,5.7359,128,-0.0525,0.6016,0.6311,0.5143,-0.0652,0.8828,0.3526,0
2018onwin,2018,ONT District Windsor Essex Great Lakes Event,1522296000,Canada,ON,ont,2018-03-29,2018-03-31,district,5,f,NULL,Completed,37,90,74,246.55,162.64,116,135.2,38.55,90,0.7703,0.8222,0.1524,91.719,76.7719,11.0817,148,-0.0388,0.75,0.5396,0.704,-0.0476,0.8986,0.329,0
2018orgg,2018,Oregon Girl's Generation,1538798400,USA,OR,NULL,2018-10-06,2018-10-06,offseason,9,t,https://www.twitch.tv/firstwa_red,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018orlak,2018,PNW District Lake Oswego Event,1522296000,USA,OR,pnw,2018-03-29,2018-03-31,district,5,f,https://www.twitch.tv/firstwa_red,Completed,36,86,72,201.06,141.83,116.61,128.38,26.12,86,0.7979,0.7558,0.1715,78.3166,62.8945,5.4256,144,-0.1158,0.5972,0.6465,0.5167,-0.0297,0.9167,0.2434,0
2018orore,2018,PNW District Clackamas Academy Event,1519880400,USA,OR,pnw,2018-03-01,2018-03-03,district,1,f,https://www.twitch.tv/firstwa_red,Completed,37,89,74,211.91,143.03,110.73,123.53,28.67,89,0.6738,0.8539,0.1381,97.4752,76.8505,27.6719,148,-0.0379,0.7095,0.5458,0.3768,0.0078,0.9797,0.1009,0
2018orwil,2018,PNW District Wilsonville Event,1520485200,USA,OR,pnw,2018-03-08,2018-03-10,district,2,f,https://www.twitch.tv/firstwa_red,Completed,37,90,74,190.64,150.7,116.52,125.79,24.06,90,0.69,0.7444,0.1756,86.7339,67.0556,24.5397,148,-0.0488,0.6757,0.5967,0.4545,-0.035,0.9257,0.2384,0
2018paca,2018,Greater Pittsburgh Regional,1521604800,USA,PA,NULL,2018-03-21,2018-03-24,regional,4,f,https://www.twitch.tv/firstinspires1,Completed,52,95,78,201.89,164.15,130.24,134.01,26.75,95,0.6996,0.7263,0.1893,80.7745,62.4886,15.0996,156,-0.046,0.6923,0.6264,0.6418,-0.0806,0.859,0.4245,0
2018pahat,2018,MAR District Hatboro-Horsham Event,1522296000,USA,PA,fma,2018-03-29,2018-03-31,district,5,f,https://www.youtube.com/watch?v=kc4YLl5zk3A,Completed,32,79,64,236.85,158.76,121.62,141.84,30.99,79,0.8426,0.7595,0.1617,78.4447,62.5905,16.4856,128,0.0025,0.6328,0.6801,0.7374,-0.0707,0.875,0.28,0.5
2018paphi,2018,MAR District Springside Chestnut Hill Academy Event,1521172800,USA,PA,fma,2018-03-16,2018-03-18,district,3,f,https://www.youtube.com/watch?v=XCBPV-9EK7I,Completed,31,78,62,221.55,154.84,110.78,137.49,28.76,78,0.7414,0.7308,0.1662,82.0318,66.7178,11.6646,124,-0.0841,0.6532,0.6246,0.6718,-0.045,0.9113,0.298,0
2018parr,2018,Ramp Riot,1541217600,USA,PA,NULL,2018-11-03,2018-11-03,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Completed,36,45,30,237.71,181.4,136.57,153.32,35.02,45,0.8445,0.6667,0.2267,82.8903,66.4637,32.387,60,0.7571,0.1,1.7385,0,0.3102,0.7167,0.5064,0
2018pawch,2018,MAR District Westtown Event,1520571600,USA,PA,fma,2018-03-09,2018-03-11,district,2,f,https://www.youtube.com/watch?v=fs1ZGF2E0E8,Completed,40,98,80,186.48,147.97,126.78,132.82,24.21,98,0.636,0.6939,0.2129,92.8115,72.0202,14.0187,160,-0.0642,0.6063,0.6791,0.3636,-0.0277,0.9313,0.2392,0
2018pncmp,2018,Pacific Northwest District Championship,1522814400,USA,OR,pnw,2018-04-04,2018-04-07,district_cmp,6,f,https://www.twitch.tv/firstwa_red,Completed,64,145,128,219.24,186.11,161.57,155.99,24.91,145,0.8008,0.731,0.1968,78.6766,60.7469,14.856,256,-0.0238,0.7773,0.5395,0.8742,-0.0794,0.8125,0.498,0.1111
2018qcmo,2018,Festival de Robotique - Montreal Regional,1519794000,Canada,QC,NULL,2018-02-28,2018-03-03,regional,1,f,NULL,Completed,55,100,83,189.4,145.02,127.56,123.86,21.36,100,0.611,0.67,0.2073,97.5981,75.8736,11.8634,166,-0.0443,0.7711,0.5144,0.3448,-0.0444,0.9217,0.2765,0
2018rismi,2018,NE District Rhode Island Event,1521777600,USA,RI,ne,2018-03-23,2018-03-25,district,4,f,https://www.twitch.tv/nefirst_red,Completed,41,97,82,197.63,157.69,124.3,137.18,24.73,97,0.7397,0.6598,0.2048,91.5509,73.3347,5.6062,164,-0.0715,0.6341,0.6175,0.6429,-0.0096,0.9634,0.1549,0
2018roe,2018,Roebling Division,1524024000,USA,TX,NULL,2018-04-18,2018-04-21,champs_div,8,f,https://www.twitch.tv/firstinspires_roebling,Completed,67,127,112,230.64,185.62,154.39,146.3,29.28,127,0.8309,0.7087,0.1876,78.832,61.7162,4.7807,224,-0.0503,0.6339,0.6786,0.7405,-0.0378,0.8929,0.2519,0.1429
2018rsr,2018,Red Stick Rumble,1535083200,USA,LA,NULL,2018-08-24,2018-08-25,offseason,9,t,https://www.twitch.tv/spectrum3847,Completed,33,49,33,196.66,138.2,101.03,116.79,38.54,49,0.7548,0.7347,0.1688,92.9684,74.4186,27.0902,66,0.3943,0.7121,0.5816,0,0.0338,1,0.0348,0
2018scmb,2018,Palmetto Regional,1519794000,USA,SC,NULL,2018-02-28,2018-03-03,regional,1,f,NULL,Completed,64,112,96,186.09,150.4,130.54,123.85,24.18,112,0.631,0.6518,0.2017,90.0005,74.5804,20.1243,192,-0.0606,0.6823,0.5919,0.3146,-0.0012,0.9688,0.1289,0
2018scriw,2018,South Carolina Robotics Invitational & Workshops VIII,1540008000,USA,SC,NULL,2018-10-20,2018-10-20,offseason,9,t,NULL,Completed,21,39,32,211.64,143.58,NULL,131.05,44.62,39,0.8381,0.7179,0.1886,101.547,80.3514,57.376,64,0.3236,0.4844,0.8299,0.3265,0.0447,0.9688,0.1176,0
2018shmi,2018,Shanghai Regional,1521086400,China,NULL,NULL,2018-03-15,2018-03-18,regional,3,f,https://www.twitch.tv/firstinspires_china,Completed,44,90,74,184.2,135.61,106.98,115.35,23.67,90,0.6488,0.7222,0.1971,104.3957,84.634,23.0052,148,-0.0623,0.7027,0.5852,0.2667,0.0173,0.9932,0.0508,0
2018tes,2018,Tesla Division,1524628800,USA,MI,NULL,2018-04-25,2018-04-28,champs_div,8,f,https://www.twitch.tv/firstinspires_tesla,Completed,67,129,112,260.79,203.11,178.99,167.84,30.69,129,0.84,0.7829,0.1698,76.9082,57.0423,15.5007,224,-0.0079,0.8348,0.4425,0.9063,-0.097,0.7321,0.5612,0.4737
2018tnkn,2018,Smoky Mountains Regional,1521604800,USA,TN,NULL,2018-03-21,2018-03-24,regional,4,f,https://www.twitch.tv/firstinspires3,Completed,50,99,84,182.57,150.68,130.12,128.29,22.86,99,0.6957,0.7576,0.1777,86.3296,69.4591,10.64,168,-0.0821,0.5536,0.7176,0.4966,0.011,0.9762,0.0997,0
2018tnsci,2018,Secret City Invitational,1528344000,USA,TN,NULL,2018-06-07,2018-06-09,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018tnvfrr,2018,Tennessee Valley Fair Robo-Rodeo,1536897600,USA,TN,NULL,2018-09-14,2018-09-16,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018tuis,2018,Istanbul Regional,1520571600,Turkey,NULL,NULL,2018-03-09,2018-03-12,regional,2,f,https://www.twitch.tv/fikretyukselfoundation,Completed,37,91,74,174.7,123.91,103.73,113.05,19.11,91,0.6307,0.6484,0.2135,103.5494,84.1899,30.4655,148,0.0419,0.9054,0.3016,0,0.0243,1,0.0247,0
2018tur,2018,Turing Division,1524024000,USA,TX,NULL,2018-04-18,2018-04-21,champs_div,8,f,https://www.twitch.tv/firstinspires_turing,Completed,67,130,112,219.71,201.4,174.47,160.8,31.13,130,0.8393,0.7538,0.1795,90.1876,66.0804,18.3283,224,-0.0288,0.7946,0.5158,0.8789,-0.0853,0.8036,0.4905,0.2414
2018turk,2018,Turkish Robotics Off-Season,1540008000,Turkey,NULL,NULL,2018-10-20,2018-10-22,offseason,9,t,https://www.twitch.tv/fikretyukselfoundation,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018txda,2018,Dallas Regional,1519880400,USA,TX,NULL,2018-03-01,2018-03-04,regional,1,f,https://www.twitch.tv/firstinspires5,Completed,60,106,90,224.09,146.23,118.77,121.98,28.3,106,0.6592,0.7358,0.1722,94.0941,75.1163,30.505,180,-0.0563,0.7278,0.5345,0.4235,-0.0343,0.9278,0.2197,0
2018txel,2018,El Paso Regional,1522209600,USA,TX,NULL,2018-03-28,2018-03-31,regional,5,f,https://www.twitch.tv/firstinspires7,Completed,37,91,74,215.32,150.38,118.53,129.74,27.36,91,0.7365,0.6703,0.1842,81.0408,63.8406,2.845,148,-0.0609,0.6486,0.6372,0.4348,-0.0161,0.9392,0.1997,0
2018txho,2018,Lone Star Central Regional,1521000000,USA,TX,NULL,2018-03-14,2018-03-17,regional,3,f,https://www.twitch.tv/firstinspires7,Completed,40,94,80,179.31,144,116.18,123.96,22.69,94,0.6545,0.7553,0.1751,90.248,72.4307,21.0038,160,-0.033,0.7313,0.5553,0.1887,0.0129,0.9875,0.0705,0
2018txlu,2018,Hub City Regional,1520398800,USA,TX,NULL,2018-03-07,2018-03-10,regional,2,f,https://www.twitch.tv/firstinspires5,Completed,40,89,74,205.75,144.87,112.74,121.75,25.73,89,0.663,0.764,0.186,95.9374,80.9199,13.5734,148,-0.0498,0.723,0.586,0.4225,-0.0116,0.9527,0.1653,0
2018txntx,2018,NTX Tournament of Robots,1538798400,USA,TX,NULL,2018-10-06,2018-10-07,offseason,9,t,https://www.twitch.tv/spectrum3847,Completed,24,37,35,171.31,148.9,48.42,123.96,34.99,37,0.7828,0.6757,0.2005,98.5752,78.5009,59.3623,70,0.5413,0.3714,0.8756,0,0.041,1,0.0421,0
2018txpa,2018,Lone Star South Regional,1522814400,USA,TX,NULL,2018-04-04,2018-04-07,regional,6,f,https://www.twitch.tv/firstinspires3,Completed,30,86,70,235.32,144.44,102.44,131.66,36.45,86,0.7855,0.8023,0.1272,92.0418,72.4337,22.502,140,-0.007,0.7143,0.5876,0.5918,-0.0525,0.8786,0.2234,0.1905
2018txri,2018,Texas Robotics Invitational,1530244800,USA,TX,NULL,2018-06-29,2018-06-30,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Completed,35,57,41,232.94,177.88,136.7,154.75,33.18,57,0.8367,0.6491,0.2246,101.3836,79.8392,33.0311,82,-0.1387,0.7561,0.5165,0.8529,-0.027,0.7683,0.4387,0.4242
2018txrr,2018,Texas Robot Roundup,1532664000,USA,TX,NULL,2018-07-27,2018-07-28,offseason,9,t,https://www.twitch.tv/texasrobotroundup,Completed,24,53,35,176.62,142.53,54.42,127.05,30.47,53,0.7895,0.6226,0.2296,95.1333,72.7426,39.1009,70,0.4481,0.6,0.7136,0,0.0338,1,0.0344,0
2018txsa,2018,Alamo Regional,1522814400,USA,TX,NULL,2018-04-04,2018-04-07,regional,6,f,https://www.twitch.tv/firstintexasevents,Completed,51,101,85,193.15,144.64,113.55,118.51,21.25,101,0.6673,0.703,0.1919,99.2204,81.7633,17.469,170,-0.0084,0.7647,0.5049,0.2857,0.0081,0.9824,0.0932,0
2018txsc,2018,Texas UIL State Championship,1526616000,USA,TX,NULL,2018-05-18,2018-05-19,offseason,9,t,https://www.twitch.tv/firstintexasevents,Completed,32,63,48,232.94,166.46,119.06,149.8,38.72,63,0.8747,0.8413,0.1029,78.7718,60.2744,10.609,96,0.1193,0.6146,0.7531,0.7483,-0.0509,0.8021,0.4457,0.5581
2018txsg,2018,STEMGals,1538798400,USA,TX,NULL,2018-10-06,2018-10-06,offseason,9,t,https://www.twitch.tv/spectrum3847,Completed,15,18,18,166.24,130.12,NULL,132.32,18.97,18,0.7695,0.8333,0.1806,124.8509,104.4547,97.0025,36,0.5779,0.3889,0.9254,0,0.0411,1,0.0423,0
2018utwv,2018,Utah Regional,1519794000,USA,UT,NULL,2018-02-28,2018-03-03,regional,1,f,https://www.twitch.tv/firstinspires9,Completed,52,92,78,226.09,152.24,118.92,124.82,25.27,92,0.6294,0.7283,0.1871,91.8263,74.0159,26.936,156,-0.066,0.7051,0.6035,0.2581,-0.0172,0.9487,0.1851,0
2018vabla,2018,CHS District Southwest Virginia Event sponsored by Anton Paar,1521777600,USA,VA,chs,2018-03-23,2018-03-25,district,4,f,NULL,Completed,31,76,62,184.72,150.01,125.3,136.36,22.25,76,0.7334,0.6711,0.1996,68.3096,54.7029,13.427,124,-0.1216,0.5484,0.7533,0.5625,-0.0495,0.9194,0.2951,0
2018vagdc,2018,CHS District Greater DC Event co-sponsored by Micron,1520571600,USA,VA,chs,2018-03-09,2018-03-11,district,2,f,NULL,Completed,38,91,76,205.86,155.14,110.25,128.62,30.48,91,0.6897,0.7253,0.1634,95.464,74.9255,16.139,152,-0.033,0.7368,0.5276,0.3548,0.0214,0.9934,0.0542,0
2018vagle,2018,CHS District Central Virginia Event sponsored by Dominion Energy,1520571600,USA,VA,chs,2018-03-09,2018-03-11,district,2,f,NULL,Completed,35,85,70,184.83,141.67,107.41,124.77,23.07,85,0.6402,0.7059,0.1979,86.4595,68.4429,19.9279,140,-0.0041,0.7643,0.5317,0.0571,0.0133,0.9857,0.0775,0
2018vahay,2018,CHS District Northern Virginia Event,1519966800,USA,VA,chs,2018-03-02,2018-03-04,district,1,f,NULL,Completed,38,91,76,172.14,151.19,119.71,127.79,23.64,91,0.6392,0.6923,0.2091,90.0756,72.1274,14.086,152,-0.0129,0.7237,0.5508,0.2759,0.0014,0.9737,0.1269,0
2018vapor,2018,CHS District Hampton Roads Event sponsored by Newport News Shipbuilding,1521172800,USA,VA,chs,2018-03-16,2018-03-18,district,3,f,NULL,Completed,37,91,74,175.06,145.29,113.01,122.88,24.48,91,0.7484,0.7473,0.1835,79.8614,63.9291,18.1957,148,-0.0584,0.6689,0.6895,0.4235,0.004,0.9797,0.1025,0
2018varr,2018,Rumble in the Roads,1541217600,USA,VA,NULL,2018-11-03,2018-11-03,offseason,9,t,https://www.youtube.com/watch?v=TJTnalRenZI,Completed,31,46,31,214.66,168.64,130.85,144.99,34.26,46,0.8424,0.6522,0.2604,94.7716,74.528,41.4685,62,0.7506,0.0806,1.6295,0,0.1503,0.9516,0.1848,0
2018waahs,2018,PNW District Auburn Event,1521172800,USA,WA,pnw,2018-03-16,2018-03-18,district,3,f,https://www.twitch.tv/firstwa_blue,Completed,35,85,70,216.19,148.91,110.73,126.69,29.1,85,0.7205,0.7882,0.1699,88.4034,71.1589,30.5888,140,-0.0022,0.7357,0.5732,0.4638,-0.0112,0.9571,0.1621,0
2018waamv,2018,PNW District Auburn Mountainview Event,1522296000,USA,WA,pnw,2018-03-29,2018-03-31,district,5,f,https://www.twitch.tv/firstwa_blue,Completed,35,87,70,210.16,148.5,112.04,131.74,31.18,87,0.8164,0.6437,0.2094,88.976,68.2839,10.4103,140,-0.0911,0.6214,0.6531,0.6241,0.0019,0.9571,0.1316,0
2018wagg,2018,Washington Girls' Generation 2018,1540612800,USA,WA,NULL,2018-10-27,2018-10-27,offseason,9,t,https://www.twitch.tv/firstwa_red,Completed,37,50,44,220.87,168.96,130.32,145.39,32.22,50,0.8183,0.66,0.2276,101.3604,80.6497,55.8631,88,0.2092,0.5682,0.8085,0.678,0.0778,0.9773,0.1186,0
2018wamou,2018,PNW District Mount Vernon Event,1519966800,USA,WA,pnw,2018-03-02,2018-03-04,district,1,f,https://www.twitch.tv/firstwa_blue,Completed,39,94,78,174.16,155.59,116.67,128.55,24.76,94,0.6306,0.6915,0.2259,90.6697,73.8081,21.3894,156,-0.0815,0.6218,0.6045,0.2892,-0.0035,0.9679,0.1411,0
2018wapp,2018,Peak Performance,1536379200,USA,WA,NULL,2018-09-08,2018-09-08,offseason,9,t,https://www.twitch.tv/firstwa_red,Completed,28,45,28,220.87,173.79,121.26,156.89,34.93,45,0.8577,0.7778,0.1914,80.1133,64.3569,32.5567,56,0.0995,0.6964,0.704,0.8211,0.0545,0.875,0.28,0.2222
2018warr,2018,Robot Rewind,1540612800,USA,WA,NULL,2018-10-27,2018-10-27,offseason,9,t,https://www.twitch.tv/miklast_,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018wasno,2018,PNW District Glacier Peak Event,1521777600,USA,WA,pnw,2018-03-23,2018-03-25,district,4,f,https://www.twitch.tv/firstwa_blue,Completed,36,86,72,202.22,161.27,116.67,134.38,25.42,86,0.7673,0.7442,0.149,78.3843,61.781,10.7273,144,-0.0355,0.6042,0.7258,0.4571,-0.0067,0.9653,0.1515,0
2018waspo,2018,PNW District West Valley Event,1521691200,USA,WA,pnw,2018-03-22,2018-03-24,district,4,f,https://www.twitch.tv/firstwa_red,Completed,28,73,56,191.23,144.96,106.58,128.96,28.04,73,0.7957,0.7671,0.1645,85.3861,66.8936,27.7045,112,-0.0337,0.7589,0.5138,0.7216,-0.0045,0.9732,0.1279,0
2018wayak,2018,PNW District SunDome Event,1521086400,USA,WA,pnw,2018-03-15,2018-03-17,district,3,f,https://www.twitch.tv/firstwa_red,Completed,31,76,62,196.75,144.05,108.54,127.09,26.63,76,0.6921,0.75,0.1586,88.492,68.689,29.4482,124,-0.0089,0.7258,0.5662,0.4138,0.0266,1,0.027,0
2018week0,2018,Week 0,1518843600,USA,NH,NULL,2018-02-17,2018-02-17,preseason,0,t,https://www.twitch.tv/firstinspires,Completed,25,32,13,162.3,104.25,61.41,96.46,25.02,32,0.6358,0.5625,0.2393,123.0451,100.2361,87.0861,26,0.3123,1,0.3762,0,-0.0077,0.9615,0.1637,0
2018wila,2018,Seven Rivers Regional,1522814400,USA,WI,NULL,2018-04-04,2018-04-07,regional,6,f,https://www.twitch.tv/firstinspires7,Completed,53,108,89,204.23,170.59,141.31,138.19,26.21,108,0.7124,0.75,0.1689,84.5976,66.3475,9.0949,178,-0.0366,0.6404,0.655,0.6484,-0.0863,0.8427,0.4398,0
2018wimi,2018,Wisconsin Regional,1521604800,USA,WI,NULL,2018-03-21,2018-03-24,regional,4,f,https://www.twitch.tv/firstinspires5,Completed,55,107,92,216.74,164.67,133.42,133.67,25.21,107,0.6814,0.785,0.1694,82.498,66.2775,18.3714,184,-0.1071,0.6033,0.6958,0.5922,-0.0151,0.9511,0.1915,0
2018wiwi,2018,Where is Wolcott Invitational,1528516800,USA,CT,NULL,2018-06-09,2018-06-09,offseason,9,t,https://www.twitch.tv/teammax1071,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018wmri,2018,West Michigan Robotics Invintational,1540008000,USA,MI,NULL,2018-10-20,2018-10-20,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018wowcmp,2018,WOW Alliance District Championship,1526702400,USA,OH,NULL,2018-05-19,2018-05-19,offseason,9,t,https://www.youtube.com/watch?v=Br0neyiX0yQ,Completed,32,39,24,196.1,154.1,130.11,143.11,21.66,39,0.7891,0.7949,0.1494,73.4415,55.6888,18.135,48,0.1443,0.5625,0.7962,0.7123,-0.058,0.7708,0.494,0
2018wvrox,2018,WVROX,1533268800,USA,WV,NULL,2018-08-03,2018-08-04,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Completed,24,118,104,214.66,172.85,48.42,151.74,37.69,118,0.8443,0.7373,0.1965,99.7352,76.8597,34.2689,208,0.768,0.101,1.8655,0,0.1575,0.899,0.2165,0
2018zhrcc,2018,Robotics Championship China & Qianjiang International Robotics Invitational,1532836800,China,NULL,NULL,2018-07-29,2018-08-02,offseason,9,t,https://www.twitch.tv/firstinspires_china,Completed,52,111,96,257.24,165.93,119.68,116.04,50.17,111,0.8284,0.7297,0.1992,93.4288,73.1641,12.2528,192,0.472,0.5833,0.8248,0,0.0968,0.9375,0.1524,0
2018zhrcc2,2018,Region China Champions ,1532836800,China,NULL,NULL,2018-07-29,2018-08-02,offseason,9,t,NULL,Completed,26,17,0,165.93,129.02,61.41,110.88,35.51,17,0.784,0.6471,0.2428,81.9591,63.9726,-7.0661,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019abca,2019,Canadian Rockies Regional,1554264000,Canada,AB,NULL,2019-04-03,2019-04-06,regional,6,f,https://www.twitch.tv/firstinspires11,Completed,37,78,62,34.34,20.01,11.8,15.72,6.74,78,0.7982,0.8718,0.1124,11.0291,8.6973,-1.9739,124,-0.0182,0.9597,0.1493,0,-0.344,0.6452,1.6896,0
2019alhu,2019,Rocket City Regional,1552449600,USA,AL,NULL,2019-03-13,2019-03-16,regional,3,f,https://www.twitch.tv/firstinspires11,Completed,55,108,92,32.7,21.33,16.11,15.64,6.5,108,0.7643,0.8519,0.1148,12.6318,10.0581,-2.268,184,-0.0214,0.9511,0.1873,0,-0.274,0.7065,1.0742,0.0357
2019arc,2019,Archimedes Division,1556078400,USA,MI,NULL,2019-04-24,2019-04-27,champs_div,8,f,https://www.twitch.tv/firstinspires_archimedes,Completed,68,131,114,41.32,33.04,27.5,25.09,6.68,131,0.7473,0.7099,0.1986,13.7147,10.7631,2.9805,228,-0.0419,0.8158,0.4379,0.5116,-0.3509,0.4825,1.0247,0.563
2019arli,2019,Arkansas Rock City Regional,1551848400,USA,AR,NULL,2019-03-06,2019-03-09,regional,2,f,https://www.twitch.tv/firstinspires5,Completed,58,103,87,28.31,17.78,11.84,11.27,5.46,103,0.6899,0.7476,0.1834,12.6514,9.8646,0.1995,174,-0.0182,0.9598,0.1516,0,-0.2067,0.7874,1.3122,0
2019aroz,2019,Ozark Mountain Brawl,1569556800,USA,AR,NULL,2019-09-27,2019-09-28,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019audd,2019,Duel Down Under,1564113600,Australia,NULL,NULL,2019-07-26,2019-07-28,offseason,9,t,NULL,Completed,33,74,57,28.13,18.94,10.98,15.5,6.59,74,0.7927,0.5811,0.2499,12.9218,10.2072,3.0203,114,0.0268,1,0.0273,0,0.0342,0.9912,0.0399,0
2019ausc,2019,Southern Cross Regional,1552107600,Australia,NULL,NULL,2019-03-09,2019-03-12,regional,2,f,https://www.twitch.tv/frcau1,Completed,40,91,74,26.78,21.49,13.69,15.69,5.44,91,0.7184,0.6923,0.1963,11.9077,9.6759,-3.1574,148,0.0015,0.9797,0.1024,0,-0.4081,0.5878,2.4338,0
