key,year,name,time,country,state,district,start_date,end_date,type,week,offseason,video,status,num_teams,current_match,qual_matches,epa_max,epa_top_8,epa_top_24,epa_mean,epa_sd,count,epa_conf,epa_acc,epa_mse,epa_score_rmse,epa_score_mae,epa_score_error,rp_count,epa_rp_1_error,epa_rp_1_acc,epa_rp_1_ll,epa_rp_1_f1,epa_rp_2_error,epa_rp_2_acc,epa_rp_2_ll,epa_rp_2_f1
2015onnb,2015,North Bay Regional,1427256000,Canada,ON,NULL,2015-03-25,2015-03-28,regional,5,f,NULL,Completed,36,83,66,62.4,38.63,17.77,27.01,15.29,83,0.7221,0.759,0.1698,31.2636,25.0792,-8.8981,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015onsc,2015,STEMley Cup Championship,1447477200,Canada,ON,NULL,2015-11-14,2015-11-14,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015onto,2015,Greater Toronto East Regional,1426046400,Canada,ON,NULL,2015-03-11,2015-03-14,regional,3,f,NULL,Completed,47,95,79,105.15,32.75,16.85,22.68,19.34,95,0.7122,0.6,0.1886,27.4649,20.9396,-4.4355,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015onto2,2015,Greater Toronto Central Regional,1425445200,Canada,ON,NULL,2015-03-04,2015-03-07,regional,2,f,NULL,Completed,42,86,70,114.35,32.75,14.44,23.99,21.91,86,0.7388,0.7209,0.1759,28.2237,22.6926,-2.5079,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015onwa,2015,Waterloo Regional,1426651200,Canada,ON,NULL,2015-03-18,2015-03-21,regional,4,f,NULL,Completed,30,81,65,114.35,46.25,16,35.61,26.36,81,0.7718,0.8148,0.1283,36.0441,28.7829,-9.105,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015onwi,2015,Windsor Essex Great Lakes Regional,1427860800,Canada,ON,NULL,2015-04-01,2015-04-04,regional,6,f,NULL,Completed,48,96,80,114.35,32.67,20.62,28.05,23.42,96,0.7868,0.8333,0.1445,31.1697,25.1419,-7.4752,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015orore,2015,PNW District - Oregon City Event,1424926800,USA,OR,pnw,2015-02-26,2015-02-28,district,1,f,NULL,Completed,32,80,64,87.1,35.8,12.61,26.44,19.22,80,0.6807,0.8125,0.1632,27.077,22.5609,-4.2443,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015orphi,2015,PNW District - Philomath Event,1427342400,USA,OR,pnw,2015-03-26,2015-03-28,district,5,f,NULL,Completed,31,78,64,80.71,29.08,13.57,26.56,18.51,78,0.7231,0.8077,0.1323,31.4414,25.1524,-10.6692,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015orwil,2015,PNW District - Wilsonville Event,1426132800,USA,OR,pnw,2015-03-12,2015-03-14,district,3,f,NULL,Completed,33,82,66,70.1,37.9,13.31,24.57,16.52,82,0.6615,0.6585,0.2171,25.3361,19.9012,-6.0063,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015padre,2015,MAR District - Upper Darby Event,1427428800,USA,PA,fma,2015-03-27,2015-03-29,district,5,f,https://www.youtube.com/watch?v=ejxd2bmLn3s,Completed,35,86,70,71.46,39.62,23.98,30.1,14.7,86,0.7092,0.7791,0.1484,29.2001,23.43,-11.0393,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015pahat,2015,MAR District - Hatboro-Horsham Event,1425013200,USA,PA,fma,2015-02-27,2015-03-01,district,1,f,https://www.youtube.com/watch?v=hGX2qs6s1CE,Completed,37,90,74,71.97,41.72,22.04,29.99,17.71,90,0.6975,0.6778,0.1847,30.2063,24.416,-2.0393,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015paphi,2015,MAR District - Springside Chestnut Hill Event,1426132800,USA,PA,fma,2015-03-12,2015-03-14,district,3,f,https://www.youtube.com/watch?v=4kJQNN7uMuc,Completed,34,84,68,71.46,32.09,19.24,28.43,14.86,84,0.6848,0.6905,0.1976,27.3017,22.5165,-3.9387,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015papi,2015,Greater Pittsburgh Regional,1425445200,USA,PA,NULL,2015-03-04,2015-03-07,regional,2,f,https://www.youtube.com/watch?v=cvCwdvMBfvk,Completed,54,98,81,63.36,45.56,23.03,24.56,15.27,98,0.6769,0.5816,0.228,28.5148,23.5104,-1.9045,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015parr,2015,Ramp Riot,1447477200,USA,PA,NULL,2015-11-14,2015-11-14,offseason,9,t,https://www.youtube.com/watch?v=FpcMoDySUw4,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015pncmp,2015,Pacific Northwest District Championship,1427860800,USA,WA,pnw,2015-04-01,2015-04-04,district_cmp,6,f,NULL,Completed,64,144,128,87.1,60.18,43.56,40.02,15.32,144,0.705,0.7153,0.1762,34.0579,26.4006,-13.5115,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015qcmo,2015,FRC Festival de Robotique - Montreal Regional,1426651200,Canada,QC,NULL,2015-03-18,2015-03-21,regional,4,f,NULL,Completed,47,96,79,69.72,29.12,15.66,18.66,13.9,96,0.6817,0.7708,0.1731,31.0473,24.1723,-10.1994,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015rismi,2015,NE District - Rhode Island Event,1426824000,USA,RI,ne,2015-03-20,2015-03-22,district,4,f,https://www.twitch.tv/nefirst_red,Completed,39,95,78,68.41,40.16,20.85,28.15,14.24,95,0.6809,0.6316,0.203,31.987,25.79,-10.9442,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015rsr,2015,Red Stick Rumble,1441339200,USA,LA,NULL,2015-09-04,2015-09-05,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015scmb,2015,Palmetto Regional,1424840400,USA,SC,NULL,2015-02-25,2015-02-28,regional,1,f,NULL,Completed,66,115,99,76.57,35.08,18.97,18.26,13.47,115,0.6669,0.7043,0.1972,24.4548,19.7297,-2.0453,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015scri,2015,South Carolina Robotics Invitational & Workshops,1445659200,USA,SC,NULL,2015-10-24,2015-10-24,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015tes,2015,Tesla Division,1429675200,USA,MO,NULL,2015-04-22,2015-04-25,champs_div,8,f,NULL,Completed,76,144,127,90.89,70.44,49.34,42.06,19.83,144,0.7309,0.7292,0.1885,41.5277,33.3189,-10.1569,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015tnkn,2015,Smoky Mountains Regional,1427860800,USA,TN,NULL,2015-04-01,2015-04-04,regional,6,f,NULL,Completed,51,101,85,76.57,34.98,17.99,21.69,15.16,101,0.7146,0.7822,0.1608,29.7344,23.8081,-8.6039,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txda,2015,Dallas Regional,1424840400,USA,TX,NULL,2015-02-25,2015-02-28,regional,1,f,NULL,Completed,48,97,88,106.39,43.92,16.66,27.39,25.25,97,0.729,0.6082,0.207,33.5708,26.1309,-3.837,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txho,2015,Lone Star Regional,1427860800,USA,TX,NULL,2015-04-01,2015-04-04,regional,6,f,https://www.youtube.com/watch?v=Rw-RvR6GHBc,Completed,55,99,83,106.39,40.69,22.75,25.29,19.61,99,0.7263,0.7778,0.1508,35.1849,27.5684,-12.8522,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txlu,2015,Hub City Regional,1427256000,USA,TX,NULL,2015-03-25,2015-03-28,regional,5,f,https://www.youtube.com/watch?v=i4A8JOTHScU,Completed,44,105,88,70.11,38.51,19.57,24.27,13.38,105,0.6712,0.6857,0.2009,32.8264,26.7516,-10.9579,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txrb,2015,RoboReboot,1435377600,USA,TX,NULL,2015-06-27,2015-06-27,offseason,9,t,https://www.youtube.com/watch?v=VjiSbzCRNTo,Completed,15,25,25,55.29,15.58,NULL,19.38,12.09,25,0.6869,0.52,0.2491,31.0179,25.1138,-0.6697,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txri,2015,Texas Robotics Invitational,1434772800,USA,TX,NULL,2015-06-20,2015-06-20,offseason,9,t,https://www.youtube.com/watch?v=vh8zu2zvJqg,Completed,25,48,32,106.39,40.48,9.68,33.45,23.1,48,0.7911,0.8125,0.155,44.9378,35.6869,20.145,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txrm,2015,The Remix,1445659200,USA,TX,NULL,2015-10-24,2015-10-24,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txrr,2015,Texas Robot Roundup,1438315200,USA,TX,NULL,2015-07-31,2015-08-01,offseason,9,t,https://www.youtube.com/watch?v=umr8xPObddI,Completed,28,63,47,106.39,43.23,12.94,35.42,23.77,63,0.7831,0.6825,0.1896,44.7268,36.7981,22.8533,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015txsa,2015,Alamo Regional sponsored by Rackspace Hosting,1426046400,USA,TX,NULL,2015-03-11,2015-03-14,regional,3,f,https://www.twitch.tv/alamofirstfrc,Completed,60,106,90,70.11,41.38,15.91,19.62,16.72,106,0.6572,0.6698,0.2084,27.7914,22.7022,-6.2608,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015utwv,2015,Utah Regional,1426046400,USA,UT,NULL,2015-03-11,2015-03-14,regional,3,f,https://www.youtube.com/watch?v=1XZN2tqhGwA,Completed,53,105,89,84.74,41.88,23.57,27.94,17.71,105,0.7026,0.7143,0.1973,35.139,27.8845,-12.345,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015vari,2015,Virginia Regional,1426651200,USA,VA,NULL,2015-03-18,2015-03-21,regional,4,f,NULL,Completed,64,103,86,48.03,27.17,18.5,16.39,10.68,103,0.6492,0.7184,0.2085,25.9731,20.3641,-5.629,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015varr,2015,Rumble in the Roads,1446872400,USA,VA,NULL,2015-11-07,2015-11-07,offseason,9,t,https://www.youtube.com/watch?v=_3ajMdUWjDY,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015waahs,2015,PNW District - Auburn Event,1427342400,USA,WA,pnw,2015-03-26,2015-03-28,district,5,f,NULL,Completed,30,77,60,60.39,32.94,14.2,25.22,14.12,77,0.6909,0.7143,0.1804,25.0055,20.3725,-6.6154,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015waamv,2015,PNW District - Auburn Mountainview Event,1424926800,USA,WA,pnw,2015-02-26,2015-02-28,district,1,f,NULL,Completed,32,80,64,80.71,42.03,16.26,29.38,19.36,80,0.6728,0.7,0.1816,23.6229,18.8766,-3.2893,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015waell,2015,PNW District - Central Washington University Event,1426737600,USA,WA,pnw,2015-03-19,2015-03-21,district,4,f,NULL,Completed,33,82,66,87.1,34.93,17.93,27.88,17,82,0.7324,0.8049,0.1487,28.6673,23.4079,-11.7801,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015wamou,2015,PNW District - Mount Vernon Event,1426219200,USA,WA,pnw,2015-03-13,2015-03-15,district,3,f,NULL,Completed,30,76,60,80.71,35.63,14.25,29.24,17.95,76,0.6823,0.75,0.168,30.9706,25.0657,-8.7896,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015washo,2015,PNW District - Shorewood Event,1426824000,USA,WA,pnw,2015-03-20,2015-03-22,district,4,f,NULL,Completed,32,80,64,73.44,34.01,16.4,27.25,15.99,80,0.7053,0.6625,0.1918,27.5008,22.6147,-8.3363,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015wasno,2015,PNW District - Glacier Peak Event,1425618000,USA,WA,pnw,2015-03-06,2015-03-08,district,2,f,NULL,Completed,33,82,66,60.39,37.44,16.25,26.86,14.48,82,0.6813,0.6463,0.2202,26.2876,22.0194,-4.5593,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015waspo,2015,PNW District - West Valley Event,1425531600,USA,WA,pnw,2015-03-05,2015-03-07,district,2,f,NULL,Completed,28,73,56,56.23,30.51,13.3,24.41,11.52,73,0.618,0.5342,0.2394,22.2318,17.2742,-2.5658,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015wimi,2015,Wisconsin Regional,1426651200,USA,WI,NULL,2015-03-18,2015-03-21,regional,4,f,https://www.youtube.com/watch?v=VDyBsw9FJi4,Completed,60,106,90,95.26,43.84,26.48,25.95,16.2,106,0.6957,0.7358,0.1926,30.3315,23.5674,-7.0969,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015wirf,2015,RoboFest,1443240000,USA,WI,NULL,2015-09-26,2015-09-27,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015wiwi,2015,Where is Wolcott,1434168000,USA,CT,NULL,2015-06-13,2015-06-13,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015wmri,2015,West Michigan Robotics Invitational,1445659200,USA,MI,NULL,2015-10-24,2015-10-24,offseason,9,t,NULL,Completed,33,53,43,76.92,61.07,31.25,43.03,18.28,53,0.7407,0.7358,0.1869,66.3184,55.0045,50.2683,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016abca,2016,Western Canada Regional,1459656000,Canada,AB,NULL,2016-04-03,2016-04-06,regional,5,f,https://www.youtube.com/watch?v=uxCoek2ipf0,Completed,36,81,66,53.5,29.48,23,25.32,8.88,81,0.7334,0.7654,0.1393,18.1977,14.5432,-4.0763,132,-0.0678,0.697,0.5547,0.7802,0.0095,0.9242,0.1911,0.375
2016alhu,2016,Rocket City Regional,1458705600,USA,AL,NULL,2016-03-23,2016-03-26,regional,4,f,https://www.youtube.com/watch?v=KGyA2T8wBvM,Completed,51,103,85,61.29,35.49,24.47,26.49,10.09,103,0.7656,0.7864,0.1509,18.4573,14.3951,-1.0662,170,-0.0735,0.7176,0.5364,0.8049,0.0052,0.9235,0.2113,0.6486
2016arc,2016,Archimedes Division,1461729600,USA,MO,NULL,2016-04-27,2016-04-30,champs_div,8,f,https://www.twitch.tv/first_archimedes,Completed,75,140,125,56.83,43.52,37.38,33.6,8.22,140,0.7603,0.7071,0.2188,23.7324,16.1774,2.9041,250,-0.0235,0.92,0.2803,0.9583,0.1623,0.66,0.6655,0.4516
2016arlr,2016,Arkansas Rock City Regional,1457499600,USA,AR,NULL,2016-03-09,2016-03-12,regional,2,f,NULL,Completed,49,83,90,48.6,28.8,20.81,22.37,8.66,83,0.7296,0.7711,0.1501,17.2118,13.4285,-1.4308,138,-0.0499,0.6522,0.6038,0.7209,-0.0102,0.9565,0.1519,0
2016aroz,2016,Ozark Mountain Brawl,1475812800,USA,AR,NULL,2016-10-07,2016-10-08,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016ausy,2016,Australia Regional,1458100800,Australia,NULL,NULL,2016-03-16,2016-03-19,regional,3,f,https://www.youtube.com/watch?v=psC9bqOe3DU,Completed,43,88,72,32.63,23.28,18.41,19.25,5.35,88,0.7009,0.6136,0.2176,15.8834,12.9189,-4.9854,144,-0.0091,0.6667,0.6453,0.4894,0.0057,1,0.0057,0
2016azcmp,2016,Sanghi Foundation Arizona FIRST Robotics State Championship,1476504000,USA,AZ,NULL,2016-10-15,2016-10-15,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016azfl,2016,Arizona North Regional,1457499600,USA,AZ,NULL,2016-03-09,2016-03-12,regional,2,f,NULL,Completed,52,102,87,39.4,32.86,24.78,24.82,6.83,102,0.7283,0.7353,0.1825,18.0272,13.9487,-0.9909,174,-0.0378,0.6207,0.6505,0.7203,0.0048,0.9138,0.2179,0
2016azpx,2016,Arizona West Regional,1459915200,USA,AZ,NULL,2016-04-06,2016-04-09,regional,6,f,https://www.youtube.com/watch?v=GCRmRWbGuyQ,Completed,43,101,86,59.87,30.96,24.32,25.68,9.43,101,0.7717,0.7426,0.1522,21.2414,15.6896,-2.5687,172,-0.0694,0.7035,0.5897,0.7773,0.0349,0.9128,0.1832,0.4444
2016bc,2016,BattleCry 17,1463803200,USA,MA,NULL,2016-05-21,2016-05-22,offseason,9,t,https://www.twitch.tv/NEFIRST_red,Completed,58,93,78,69.36,45.46,35.83,34.1,9.67,93,0.7353,0.7634,0.1545,23.5525,18.2535,-7.4063,156,0.8998,0.0128,2.7224,0,0.4673,0.5128,0.8052,0
2016bt,2016,Beantown Blitz,1466222400,USA,MA,NULL,2016-06-18,2016-06-18,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016cabb,2016,Battle at the Border,1476504000,USA,CA,NULL,2016-10-15,2016-10-15,offseason,9,t,NULL,Completed,30,57,40,45.65,30.46,20.5,26.97,7.15,57,0.7113,0.6491,0.249,27.6898,21.2871,1.9525,80,0.246,0.55,0.9445,0.7,-0.0188,0.875,0.3546,0
2016cabl,2016,Beach Blitz,1475899200,USA,CA,NULL,2016-10-08,2016-10-09,offseason,9,t,https://www.twitch.tv/ocfirst,Completed,28,71,56,60.98,33.51,16.36,30.11,11.45,71,0.8335,0.6338,0.2846,30.1834,23.0157,-8.8357,112,0.0105,0.875,0.3454,0.932,0.0831,0.7679,0.48,0.381
2016cacc,2016,Capital City Classic,1477022400,USA,CA,NULL,2016-10-21,2016-10-23,offseason,9,t,https://www.youtube.com/watch?v=iZr5bpCvPwc,Completed,37,85,68,65.33,29.97,21.27,26.29,11.91,85,0.8135,0.7059,0.2206,37.5817,30.051,-10.5776,136,0.0929,0.6618,0.6301,0.7788,0.0533,0.8603,0.3814,0.4865
2016cacg,2016,CalGames,1475812800,USA,CA,NULL,2016-10-07,2016-10-08,offseason,9,t,NULL,Completed,36,65,48,30.95,26.02,19.95,21.94,4.47,65,0.6846,0.6308,0.2304,21.4858,17.0315,-1.3414,96,0.2156,0.4479,0.8795,0.5225,-0.0123,0.9583,0.1773,0
2016cada,2016,Sacramento Regional,1458705600,USA,CA,NULL,2016-03-23,2016-03-26,regional,4,f,https://www.youtube.com/watch?v=MQch_Ntpchw,Completed,60,96,80,59.44,31.9,23.46,23.09,9.17,96,0.7651,0.7917,0.1645,21.2966,16.4614,-1.6316,160,-0.0194,0.6438,0.6112,0.7129,0.0101,0.9125,0.2305,0.125
2016cafc,2016,Fall Classic (Day 1),1474689600,USA,CA,NULL,2016-09-24,2016-09-24,offseason,9,t,NULL,Completed,23,28,21,39.84,27.48,NULL,25.25,6.34,28,0.7241,0.6071,0.2363,35.2228,28.3307,25.7414,42,0.8136,0.0476,1.9306,0,0.0605,0.9762,0.0676,0
2016calb,2016,Los Angeles Regional,1457499600,USA,CA,NULL,2016-03-09,2016-03-12,regional,2,f,https://www.twitch.tv/thebagelbytes,Completed,66,105,88,52.19,32.38,23.35,22.88,8.01,105,0.7367,0.7238,0.1962,21.278,15.1789,-1.5749,176,-0.0864,0.6591,0.5871,0.7248,0.0196,0.9886,0.0615,0
2016cama,2016,Central Valley Regional,1457586000,USA,CA,NULL,2016-03-10,2016-03-13,regional,2,f,https://www.youtube.com/watch?v=sLWEHiyoALE,Completed,49,99,82,56.24,32.22,24.41,24.21,9.5,99,0.7439,0.7677,0.1588,20.1181,16.1492,-0.6285,164,-0.0219,0.5732,0.6508,0.6569,0.0304,0.939,0.1756,0.1667
2016capl,2016,Orange County Regional,1459310400,USA,CA,NULL,2016-03-30,2016-04-02,regional,5,f,NULL,Completed,42,100,84,50.08,32.89,22.42,25.19,9.17,100,0.7391,0.81,0.1557,18.9893,14.8837,-2.3839,168,-0.0328,0.6845,0.5584,0.7938,0.0135,0.9286,0.1759,0.3333
2016cars,2016,Carson Division,1461729600,USA,MO,NULL,2016-04-27,2016-04-30,champs_div,8,f,https://www.twitch.tv/first_carson,Completed,75,141,125,56.38,50.24,42.14,35.99,10.11,141,0.7475,0.7447,0.1749,23.6701,16.5703,1.1852,250,-0.0017,0.912,0.2914,0.954,0.1824,0.68,0.6103,0.6226
2016carv,2016,Carver Division,1461729600,USA,MO,NULL,2016-04-27,2016-04-30,champs_div,8,f,https://www.twitch.tv/first_carver,Completed,75,142,125,62.79,53.01,40.15,36.49,10.53,142,0.7544,0.7817,0.1523,24.7125,16.4601,1.4041,250,-0.0228,0.944,0.2211,0.9712,0.147,0.64,0.7028,0.6053
2016casd,2016,San Diego Regional,1456894800,USA,CA,NULL,2016-03-02,2016-03-05,regional,1,f,NULL,Completed,60,107,90,35.61,29.15,24.32,21.09,7.42,107,0.7242,0.7196,0.2005,18.2911,14.5676,-2.6846,180,-0.0231,0.7,0.5881,0.7097,0.0159,0.9944,0.03,0
2016casj,2016,Silicon Valley Regional presented by Google.org,1459915200,USA,CA,NULL,2016-04-06,2016-04-09,regional,6,f,https://www.youtube.com/watch?v=hBEgC-lZ36Q,Completed,64,100,86,65.77,30.95,25.09,24.94,10.15,100,0.7608,0.76,0.1596,19.1849,14.5954,-1.5728,172,-0.0883,0.6628,0.6123,0.7642,0.0344,0.907,0.203,0.5294
2016cass,2016,SCRRF Spring Scrimmage,1455944400,USA,CA,NULL,2016-02-20,2016-02-21,preseason,0,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016cave,2016,Ventura Regional,1458705600,USA,CA,NULL,2016-03-23,2016-03-26,regional,4,f,https://www.twitch.tv/thebagelbytes,Completed,42,100,84,57.61,32.74,24.46,26.26,9.62,100,0.7679,0.76,0.1428,18.7969,13.7096,-1.9599,168,-0.0379,0.7262,0.5282,0.8217,0.0296,0.8988,0.2943,0.4138
2016cc,2016,Chezy Champs,1474689600,USA,CA,NULL,2016-09-24,2016-09-25,offseason,9,t,https://www.twitch.tv/frcgamesense,Completed,41,85,69,67.61,43.68,29.21,33.45,12.89,85,0.8194,0.7529,0.1727,26.5009,21.5311,-3.354,138,0.0342,0.8333,0.4439,0.9084,0.0934,0.7609,0.5381,0.5479
2016chcmp,2016,FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton,1459915200,USA,MD,chs,2016-04-06,2016-04-09,district_cmp,6,f,NULL,Completed,58,134,116,43.01,36.1,32.12,31.43,4.62,134,0.6761,0.5746,0.2467,16.1773,12.3402,1.7623,232,-0.0452,0.9655,0.1928,0.9825,0.0634,0.6983,0.5802,0.5977
2016cmp,2016,Einstein Field,1461988800,USA,MO,NULL,2016-04-30,2016-04-30,einstein,8,f,https://www.twitch.tv/frcgamesense,Completed,27,18,0,70.25,58.54,37.52,50.83,11.1,18,0.6846,0.6111,0.2283,24.5007,20.615,0.6256,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016code,2016,Colorado Regional,1458705600,USA,CO,NULL,2016-03-23,2016-03-26,regional,4,f,NULL,Completed,48,106,88,45.24,31.18,22.5,24.12,7.72,106,0.7217,0.7075,0.1995,21.1604,15.4018,-1.2817,176,-0.0684,0.6818,0.5534,0.7778,0.0137,0.9205,0.215,0.3636
2016cthar,2016,NE District - Hartford Event,1459483200,USA,CT,ne,2016-04-01,2016-04-03,district,5,f,https://www.twitch.tv/nefirst_red,Completed,40,97,80,57.5,36.07,26.68,29.3,8.62,97,0.7691,0.7113,0.1731,20.4082,14.4269,-2.684,160,-0.0828,0.825,0.415,0.8971,0.0594,0.825,0.4027,0.6316
2016ctsc,2016,Connecticut State Championship,1463198400,USA,CT,NULL,2016-05-14,2016-05-14,offseason,9,t,NULL,Completed,26,48,31,69.36,44.17,21.41,37.15,12.39,48,0.8259,0.8125,0.1513,29.0966,23.3663,17.0156,62,0.9059,0,2.7212,0,0.551,0.4032,1.1113,0
2016ctss,2016,Suffield Shakedown Scrimmage,1455944400,USA,CT,NULL,2016-02-20,2016-02-20,preseason,0,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016cttd,2016,CowTown ThrowDown,1477627200,USA,MO,NULL,2016-10-28,2016-10-29,offseason,9,t,https://www.youtube.com/watch?v=-kwmbT6Et3M,Completed,50,90,75,52.69,36.89,28.87,28.12,9.32,90,0.7629,0.7111,0.1681,19.2405,15.1239,4.5688,150,0.8077,0.0667,2.0505,0,0.1942,0.88,0.2622,0
2016ctwat,2016,NE District - Waterbury Event,1457067600,USA,CT,ne,2016-03-04,2016-03-06,district,1,f,https://www.twitch.tv/nefirst_red,Completed,38,92,76,33.55,27.16,19.05,21.04,6.8,92,0.7113,0.6522,0.2115,17.7009,13.6146,1.8138,152,0,0.5921,0.6412,0.5921,0.0193,0.9868,0.0741,0
2016cur,2016,Curie Division,1461729600,USA,MO,NULL,2016-04-27,2016-04-30,champs_div,8,f,https://www.twitch.tv/first_curie,Completed,75,142,125,50.77,46.27,39.25,34.07,9.05,142,0.7504,0.7394,0.1751,17.9003,13.8387,-0.5188,250,-0.0251,0.952,0.1827,0.9754,0.1808,0.664,0.5882,0.5385
2016flmm,2016,Mission Mayhem,1477108800,USA,FL,NULL,2016-10-22,2016-10-22,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016flor,2016,Orlando Regional,1457499600,USA,FL,NULL,2016-03-09,2016-03-12,regional,2,f,https://www.youtube.com/watch?v=t1HrC4Z_CFs,Completed,63,111,95,40.6,31.79,24.25,23.43,6.77,111,0.726,0.6937,0.1865,17.871,14.1584,-2.8656,190,-0.0649,0.7053,0.595,0.7705,0.0148,0.9789,0.0795,0
