key,year,name,time,state,country,district,type,week,status,elo_max,elo_top8,elo_top24,elo_mean,elo_sd,opr_max,opr_top8,opr_top24,opr_mean,opr_sd,elo_acc,elo_mse,opr_acc,opr_mse,mix_acc,mix_mse,rp1_acc,rp1_mse,rp2_acc,rp2_mse
2012mn,2012,Minnesota 10000 Lakes Regional,1332993600,MN,USA,NULL,0,5,Completed,1631,1521,1464,1459,59.5,21.19,11.46,5.73,4.66,5.4,0.7054,0.1866,0.6607,0.1995,0.6696,0.1868,NULL,NULL,NULL,NULL
2012mn2,2012,Minnesota North Star Regional,1332993600,MN,USA,NULL,0,5,Completed,1803,1535,1470,1465,66.77,27.46,14.23,5.46,5.13,6.43,0.7364,0.1786,0.7091,0.1776,0.7455,0.1708,NULL,NULL,NULL,NULL
2012mo,2012,St. Louis Regional,1332388800,MO,USA,NULL,0,4,Completed,1783,1569,1465,1491,80.87,22.31,10.41,3.69,5.69,5.8,0.6667,0.1848,0.6771,0.2007,0.7083,0.1883,NULL,NULL,NULL,NULL
2012nc,2012,North Carolina Regional,1333598400,NC,USA,NULL,0,6,Completed,1735,1584,1492,1491,77.27,23.15,13.73,5.88,6.39,5.9,0.7404,0.1708,0.7308,0.1702,0.7308,0.1646,NULL,NULL,NULL,NULL
2012new,2012,Newton Division,1335326400,MO,USA,NULL,3,8,Completed,1993,1799,1645,1571,131.19,42.36,28.19,18.06,13.14,9.56,0.7758,0.1626,0.5455,0.2403,0.7273,0.1813,NULL,NULL,NULL,NULL
2012nh,2012,BAE Systems Granite State Regional,1330578000,NH,USA,NULL,0,1,Completed,1666,1588,1516,1517,65.93,22.98,12.01,5.98,6.13,5.76,0.59,0.2191,0.71,0.184,0.68,0.191,NULL,NULL,NULL,NULL
2012nj,2012,Rutgers University FIRST Robotics District Competition,1331355600,NJ,USA,fma,1,2,Completed,1819,1587,1486,1515,85.51,24.98,12.82,2.52,5.32,6.1,0.6574,0.201,0.7037,0.1873,0.7037,0.1862,NULL,NULL,NULL,NULL
2012njf,2012,Mount Olive FIRST Robotics District Competition,1333166400,NJ,USA,fma,1,5,Completed,1819,1597,1458,1513,108.65,31.76,12.16,4.71,7.4,7.52,0.7551,0.1312,0.7347,0.1592,0.7551,0.1396,NULL,NULL,NULL,NULL
2012njt,2012,Lenape FIRST Robotics District Competition,1332561600,NJ,USA,fma,1,4,Completed,1757,1590,1458,1513,101.05,30.16,14.76,7.36,9.82,6.52,0.6264,0.2383,0.5824,0.239,0.5604,0.2281,NULL,NULL,NULL,NULL
2012nv,2012,Las Vegas Regional,1333598400,NV,USA,NULL,0,6,Completed,1869,1543,1471,1488,82.01,32.81,14.44,4.18,7.1,6.96,0.5543,0.2208,0.6848,0.1688,0.7065,0.1833,NULL,NULL,NULL,NULL
2012ny,2012,New York City Regional,1331870400,NY,USA,NULL,0,3,Completed,1798,1608,1522,1497,80.64,28.51,14.09,8.21,5.63,7,0.6095,0.2219,0.5714,0.2365,0.6286,0.2171,NULL,NULL,NULL,NULL
2012oc,2012,Troy FIRST Robotics District Competition,1333080000,MI,USA,fim,1,5,Completed,2005,1658,1499,1557,148.19,34.65,22.7,8.09,11.46,9.47,0.8211,0.1347,0.7684,0.1482,0.8211,0.1349,NULL,NULL,NULL,NULL
2012oc1,2012,Waterford FIRST Robotics District Competition,1331269200,MI,USA,fim,1,2,Completed,1908,1618,1497,1547,109.91,32.46,10.22,3.07,5.81,6.91,0.7604,0.1552,0.7083,0.1684,0.75,0.1567,NULL,NULL,NULL,NULL
2012oh,2012,Buckeye Regional,1332388800,OH,USA,NULL,0,4,Completed,1747,1606,1494,1486,85.41,25.96,15.14,7.66,7.36,6.68,0.6897,0.1685,0.6724,0.1902,0.6897,0.1734,NULL,NULL,NULL,NULL
2012ohc,2012,Queen City Regional,1333598400,OH,USA,NULL,0,6,Completed,1760,1617,1527,1510,93.56,29.69,21.84,11.73,10.62,7.64,0.6757,0.1905,0.6667,0.2341,0.6847,0.2055,NULL,NULL,NULL,NULL
2012ok,2012,Oklahoma Regional,1332993600,OK,USA,NULL,0,5,Completed,1646,1555,1472,1480,65.63,22.24,12.85,5.14,5.77,6.08,0.717,0.1718,0.6604,0.1751,0.7075,0.1688,NULL,NULL,NULL,NULL
2012on,2012,Greater Toronto East Regional,1331182800,ON,Canada,NULL,0,2,Completed,1941,1562,1469,1523,115.85,36.67,13.59,2.96,7.49,8.53,0.76,0.1499,0.7067,0.1711,0.7733,0.1481,NULL,NULL,NULL,NULL
2012on2,2012,Greater Toronto West Regional,1332993600,ON,Canada,NULL,0,5,Completed,1930,1610,1468,1495,115.73,34.97,12.3,6.59,6.93,7.85,0.7685,0.1605,0.6667,0.1878,0.7222,0.1696,NULL,NULL,NULL,NULL
2012or,2012,Autodesk Oregon Regional,1331182800,OR,USA,NULL,0,2,Completed,1721,1563,1500,1482,66.17,28.65,12.42,5.93,5.16,5.88,0.5826,0.2118,0.6261,0.208,0.687,0.2027,NULL,NULL,NULL,NULL
2012pa,2012,Mid-Atlantic Robotics FRC Region Championship,1334203200,PA,USA,fma,2,7,Completed,1914,1662,1588,1574,105.51,34.52,18.44,13.94,13.42,7.34,0.6639,0.1937,0.6311,0.2273,0.6311,0.2003,NULL,NULL,NULL,NULL
2012pah,2012,Hatboro-Horsham FIRST Robotics District Competition,1330664400,PA,USA,fma,1,1,Completed,1817,1575,1474,1515,94.69,32.89,8.27,3.55,6.22,6.48,0.6989,0.1662,0.6774,0.1685,0.7312,0.1597,NULL,NULL,NULL,NULL
2012phl,2012,Chestnut Hill FIRST Robotics District Competition,1331269200,PA,USA,fma,1,2,Completed,1866,1580,1440,1505,108.44,30.54,13.3,4.03,8.09,6.95,0.7444,0.1685,0.7556,0.1815,0.7,0.1704,NULL,NULL,NULL,NULL
2012pit,2012,Pittsburgh Regional,1331182800,PA,USA,NULL,0,2,Completed,1727,1580,1491,1503,79.86,24.25,12.52,5.44,6.37,6.28,0.6848,0.1872,0.663,0.2004,0.6957,0.1852,NULL,NULL,NULL,NULL
2012qc,2012,Festival de Robotique FRC a Montreal Regional,1331784000,QC,Canada,NULL,0,3,Completed,1612,1501,1432,1463,55.67,18.12,9.2,1.81,4.5,5.08,0.7093,0.1978,0.6977,0.1878,0.7209,0.187,NULL,NULL,NULL,NULL
2012roc,2012,Finger Lakes Regional,1331182800,NY,USA,NULL,0,2,Completed,1726,1584,1481,1511,80.01,26.57,11.35,4.74,6.22,6.3,0.7273,0.1836,0.7576,0.1594,0.7576,0.1623,NULL,NULL,NULL,NULL
2012sac,2012,Sacramento Regional,1331784000,CA,USA,NULL,0,3,Completed,1711,1574,1485,1504,64.75,21.44,10.57,4.8,4.98,5.56,0.596,0.2279,0.6667,0.1987,0.6263,0.207,NULL,NULL,NULL,NULL
2012sc,2012,Palmetto Regional,1332388800,SC,USA,NULL,0,4,Completed,1621,1563,1467,1487,61.39,17.34,11.22,5.48,6.52,4.91,0.625,0.2258,0.5938,0.2211,0.6146,0.214,NULL,NULL,NULL,NULL
2012sdc,2012,San Diego Regional,1330664400,CA,USA,NULL,0,1,Completed,1658,1570,1482,1492,59.19,16.44,10.08,5.27,5.18,4.4,0.5727,0.2268,0.6273,0.2212,0.6636,0.2149,NULL,NULL,NULL,NULL
2012sfl,2012,South Florida Regional,1332993600,FL,USA,NULL,0,5,Completed,1758,1613,1456,1503,92.79,29.09,15,5.28,8.06,7.54,0.8404,0.1495,0.8511,0.1413,0.883,0.1401,NULL,NULL,NULL,NULL
2012sj,2012,Silicon Valley Regional,1332993600,CA,USA,NULL,0,5,Completed,1897,1584,1490,1509,92.67,32.24,14.95,7.59,7.44,7.53,0.7245,0.163,0.6837,0.1769,0.7245,0.1645,NULL,NULL,NULL,NULL
2012stx,2012,Alamo Regional,1330578000,TX,USA,NULL,0,1,Completed,1807,1583,1467,1480,85.59,25.73,9.88,3.66,4.2,6.22,0.7522,0.1763,0.708,0.1971,0.7257,0.1794,NULL,NULL,NULL,NULL
2012swm,2012,Niles FIRST Robotics District Competition,1332475200,MI,USA,fim,1,4,Completed,1715,1604,1491,1522,88.55,28.25,13.74,8.03,8.76,6.34,0.68,0.2002,0.7,0.2159,0.66,0.2013,NULL,NULL,NULL,NULL
2012tn,2012,Smoky Mountains Regional,1330578000,TN,USA,NULL,0,1,Completed,1751,1598,1482,1494,71.84,15.31,10.95,3.63,3.86,4.86,0.6429,0.1993,0.5714,0.214,0.6327,0.1991,NULL,NULL,NULL,NULL
2012tx,2012,Lone Star Regional,1333598400,TX,USA,NULL,0,6,Completed,1829,1586,1487,1499,110.71,32.83,15.36,6.53,7.18,8.18,0.7333,0.1653,0.7048,0.1725,0.7524,0.1629,NULL,NULL,NULL,NULL
2012ut,2012,Utah Regional co-sponsored by NASA and Platt,1331784000,UT,USA,NULL,0,3,Completed,1773,1509,1456,1478,77.88,28.45,10.59,4.66,5.55,5.66,0.6598,0.2121,0.6392,0.2465,0.6598,0.2242,NULL,NULL,NULL,NULL
2012va,2012,Virginia Regional,1331784000,VA,USA,NULL,0,3,Completed,1614,1543,1484,1481,52.02,15.23,9.68,4.54,3.8,4.48,0.6174,0.2039,0.6087,0.213,0.6261,0.1987,NULL,NULL,NULL,NULL
2012wa,2012,Seattle Olympic Regional,1332388800,WA,USA,NULL,0,4,Completed,1783,1531,1471,1484,76.99,27.66,11.27,5.45,5.65,6.77,0.6373,0.2108,0.6176,0.228,0.6373,0.2121,NULL,NULL,NULL,NULL
2012wa2,2012,Seattle Cascade Regional,1332388800,WA,USA,NULL,0,4,Completed,1675,1524,1467,1477,59.31,21.35,8.78,5.78,5.4,4.81,0.6,0.2133,0.58,0.2256,0.61,0.2118,NULL,NULL,NULL,NULL
2012was,2012,Spokane Regional,1333598400,WA,USA,NULL,0,6,Completed,1820,1540,1477,1488,89.01,32.72,14.38,7.69,8.46,7.53,0.7308,0.163,0.7115,0.1681,0.7596,0.1594,NULL,NULL,NULL,NULL
2012wat,2012,Waterloo Regional,1332388800,ON,Canada,NULL,0,4,Completed,1932,1560,1438,1527,124.6,31.43,12.01,0.84,7.77,8.96,0.7571,0.1739,0.7429,0.1836,0.7429,0.171,NULL,NULL,NULL,NULL
2012wca,2012,Northville FIRST Robotics District Competition,1332475200,MI,USA,fim,1,4,Completed,1956,1621,1484,1528,107.96,32.76,17.17,5.88,8.99,7.87,0.7053,0.1661,0.7053,0.1767,0.7053,0.166,NULL,NULL,NULL,NULL
2012wi,2012,Wisconsin Regional,1332388800,WI,USA,NULL,0,4,Completed,1752,1637,1518,1517,92.13,26.7,15.58,8.08,8.29,7.49,0.6635,0.1985,0.7212,0.1775,0.7212,0.1812,NULL,NULL,NULL,NULL
2012wor,2012,WPI Regional,1331182800,MA,USA,NULL,0,2,Completed,1643,1565,1461,1501,72.31,22.38,11.64,4.56,7.6,6.89,0.6071,0.2337,0.6786,0.225,0.6548,0.2206,NULL,NULL,NULL,NULL
2012ww,2012,Livonia FIRST Robotics District Competition,1333080000,MI,USA,fim,1,5,Completed,1745,1582,1469,1510,91.8,24.93,15.72,5.9,8.8,7.63,0.6735,0.185,0.7245,0.1838,0.7143,0.1801,NULL,NULL,NULL,NULL
2013abca,2013,Western Canadian FRC Regional,1365048000,UT,USA,NULL,0,6,Completed,1768,1498,1413,1477,87.69,69.5,20.08,-0.5,13.95,18.83,0.7568,0.1662,0.7432,0.1313,0.7703,0.1417,NULL,NULL,NULL,NULL
2013arc,2013,Archimedes Division,1366776000,MO,USA,NULL,3,8,Completed,2023,1808,1697,1596,143.1,105.13,72.36,54.14,36.01,22.96,0.78,0.1579,0.7333,0.1926,0.7467,0.1641,NULL,NULL,NULL,NULL
2013arfa,2013,Razorback Regional,1365048000,AR,USA,NULL,0,6,Completed,1835,1637,1451,1514,124.02,62.46,39.6,16.65,22.73,17.9,0.7576,0.1461,0.7374,0.1681,0.7374,0.152,NULL,NULL,NULL,NULL
2013azch,2013,Phoenix Regional,1363838400,AZ,USA,NULL,0,4,Completed,1644,1537,1481,1484,56.44,29.92,22.79,10.6,11.29,10.02,0.6634,0.2146,0.6634,0.1957,0.6436,0.2008,NULL,NULL,NULL,NULL
2013calb,2013,Los Angeles Regional sponsored by The Roddenberry Foundation,1363838400,CA,USA,NULL,0,4,Completed,1781,1559,1495,1485,70.66,46.43,24.56,16.22,11.41,12.34,0.6699,0.2024,0.6602,0.2267,0.6602,0.2045,NULL,NULL,NULL,NULL
2013cama,2013,Central Valley Regional,1362114000,CA,USA,NULL,0,1,Completed,1696,1557,1488,1514,67.45,40.8,26.5,12.92,15.36,11.2,0.663,0.2296,0.6196,0.2362,0.6413,0.2251,NULL,NULL,NULL,NULL
2013casa,2013,Sacramento Regional,1363838400,CA,USA,NULL,0,4,Completed,1759,1585,1507,1510,84.33,55.48,25.94,13.78,13.38,12.6,0.6754,0.181,0.7018,0.1682,0.7281,0.1654,NULL,NULL,NULL,NULL
2013casb,2013,Inland Empire Regional,1364443200,CA,USA,NULL,0,5,Completed,1785,1595,1483,1498,98.85,62.5,33.41,15.84,18.32,15.35,0.8208,0.1545,0.6887,0.1839,0.7736,0.1605,NULL,NULL,NULL,NULL
2013casd,2013,San Diego Regional,1362632400,CA,USA,NULL,0,2,Completed,1979,1580,1500,1511,104.1,85.86,32.83,17.99,15.61,17.47,0.7368,0.1786,0.8333,0.1442,0.7807,0.1519,NULL,NULL,NULL,NULL
2013casj,2013,Silicon Valley Regional,1365048000,CA,USA,NULL,0,6,Completed,1933,1651,1531,1529,122.86,80.48,39.94,24.9,22.22,18.59,0.7586,0.1587,0.7241,0.1673,0.75,0.158,NULL,NULL,NULL,NULL
2013cmp,2013,Einstein Field,1367035200,MO,USA,NULL,4,8,Completed,1985,1761,NULL,1811,82.26,83.12,42.87,NULL,50.28,14.43,0.5556,0.2783,0.5556,0.2924,0.5556,0.2838,NULL,NULL,NULL,NULL
2013code,2013,Colorado Regional,1365048000,CO,USA,NULL,0,6,Completed,1875,1552,1445,1473,100.29,72.03,33.8,10.37,16.02,17.56,0.7745,0.1643,0.7647,0.1631,0.7451,0.1582,NULL,NULL,NULL,NULL
2013ctha,2013,Connecticut Regional sponsored by UTC,1364443200,CT,USA,NULL,0,5,Completed,1805,1651,1503,1511,106.98,62.33,43.13,20.93,20.67,18.54,0.7353,0.174,0.7353,0.1655,0.7647,0.1639,NULL,NULL,NULL,NULL
2013cur,2013,Curie Division,1366776000,MO,USA,NULL,3,8,Completed,2083,1803,1692,1591,138.44,83.65,70.57,51.65,35.48,21.87,0.7682,0.1522,0.7285,0.1887,0.7682,0.1583,NULL,NULL,NULL,NULL
2013dcwa,2013,Washington DC  Regional,1364443200,DC,USA,NULL,0,5,Completed,1716,1608,1497,1501,82.63,49.56,37.73,17.79,16.8,14.37,0.7447,0.1796,0.7872,0.1645,0.766,0.1648,NULL,NULL,NULL,NULL
2013flbr,2013,South Florida Regional,1364443200,FL,USA,NULL,0,5,Completed,1784,1610,1470,1503,91.88,60.72,32.3,13.97,18.46,15.89,0.7717,0.1485,0.7174,0.1716,0.7717,0.1527,NULL,NULL,NULL,NULL
2013flor,2013,Orlando Regional,1362632400,FL,USA,NULL,0,2,Completed,1752,1613,1514,1511,81.84,51.79,35.94,18.23,15.29,13.94,0.7182,0.1952,0.7182,0.188,0.7182,0.1827,NULL,NULL,NULL,NULL
2013gadu,2013,Peachtree Regional,1363233600,GA,USA,NULL,0,3,Completed,1813,1585,1482,1482,81.5,67.65,35.65,12.6,13.7,15.19,0.6698,0.2074,0.6226,0.2004,0.6887,0.1947,NULL,NULL,NULL,NULL
2013gal,2013,Galileo Division,1366776000,MO,USA,NULL,3,8,Completed,2110,1811,1696,1603,132.91,92.6,67.03,51.51,37.08,20.01,0.7255,0.1893,0.6601,0.2183,0.6405,0.1914,NULL,NULL,NULL,NULL
2013hiho,2013,Hawaii Regional sponsored by BAE Systems,1365048000,HI,USA,NULL,0,6,Completed,1889,1554,1434,1479,97.87,72.63,25.72,7.27,15.84,16.88,0.7802,0.1788,0.7033,0.1929,0.7253,0.178,NULL,NULL,NULL,NULL
2013ilch,2013,Midwest Regional,1365048000,IL,USA,NULL,0,6,Completed,1841,1594,1465,1475,101.38,69.84,38.34,14.38,16.56,16.59,0.8269,0.1424,0.7981,0.1376,0.7885,0.1339,NULL,NULL,NULL,NULL
2013inth,2013,Crossroads Regional,1365048000,IN,USA,NULL,0,6,Completed,1871,1646,1550,1542,104.51,78.52,48.5,26.72,27.43,20.02,0.7,0.1888,0.61,0.2162,0.65,0.1952,NULL,NULL,NULL,NULL
2013inwl,2013,Boilermaker Regional,1363233600,IN,USA,NULL,0,3,Completed,1811,1615,1484,1524,100.67,66.44,29.28,7.12,16.4,17.29,0.7188,0.1737,0.7812,0.1614,0.7812,0.1598,NULL,NULL,NULL,NULL
2013ista,2013,Israel Regional,1362891600,All,Israel,NULL,0,2,Completed,1691,1532,1470,1468,62.89,46.11,25.95,13.32,13.68,12.19,0.6556,0.2198,0.6556,0.2237,0.6444,0.2126,NULL,NULL,NULL,NULL
2013lake,2013,Bayou Regional,1363838400,LA,USA,NULL,0,4,Completed,1886,1589,1497,1495,97.58,85.64,33.18,17.4,16.86,17.6,0.7547,0.1547,0.7075,0.1622,0.7642,0.1488,NULL,NULL,NULL,NULL
2013mabo,2013,Boston Regional,1363838400,MA,USA,NULL,0,4,Completed,1735,1596,1480,1492,100.7,73.91,33.38,17.48,17.34,17.67,0.7475,0.1686,0.7576,0.1788,0.7374,0.1653,NULL,NULL,NULL,NULL
2013mawo,2013,WPI Regional,1362632400,MA,USA,NULL,0,2,Completed,1734,1580,1496,1517,81.91,55.02,27.61,10.28,16.27,13.98,0.6771,0.1994,0.6979,0.2018,0.7083,0.1889,NULL,NULL,NULL,NULL
2013mdba,2013,Chesapeake Regional,1365652800,MD,USA,NULL,0,7,Completed,1702,1578,1518,1501,69.2,55.37,37.86,24.85,20.98,13.91,0.7426,0.1893,0.6733,0.2126,0.7228,0.1917,NULL,NULL,NULL,NULL
2013mele,2013,Pine Tree Regional,1365048000,ME,USA,NULL,0,6,Completed,1707,1572,1464,1504,87.03,72.77,38.45,18.62,25.84,15.52,0.7475,0.1865,0.7677,0.1596,0.7475,0.1622,NULL,NULL,NULL,NULL
2013mibed,2013,Bedford FIRST Robotics District Competition,1365134400,MI,USA,fim,1,6,Completed,1994,1602,1526,1556,133.2,92.67,41.93,22.26,28.12,18.84,0.7789,0.1473,0.7579,0.1513,0.7684,0.1402,NULL,NULL,NULL,NULL
2013micmp,2013,Michigan FRC State Championship,1365652800,MI,USA,fim,2,7,Completed,2003,1785,1664,1655,116.35,84.34,63.14,48.73,43.97,14.88,0.75,0.1717,0.7083,0.2071,0.7153,0.1778,NULL,NULL,NULL,NULL
2013midet,2013,Detroit FIRST Robotics District Competition,1363320000,MI,USA,fim,1,3,Completed,1922,1597,1468,1519,100.08,59.77,23.83,7.64,13.1,14.22,0.7732,0.1517,0.8041,0.1334,0.7938,0.135,NULL,NULL,NULL,NULL
2013migbl,2013,Grand Blanc FIRST Robotics District Competition,1363924800,MI,USA,fim,1,4,Completed,1886,1637,1498,1558,119.46,68.7,43.26,17.1,24.1,16.99,0.8316,0.1357,0.7474,0.1545,0.8105,0.1367,NULL,NULL,NULL,NULL
2013migul,2013,Gull Lake FIRST Robotics District Competition,1362718800,MI,USA,fim,1,2,Completed,1745,1614,1488,1529,86.31,50.94,27.3,9.01,15.45,14.32,0.7526,0.165,0.8247,0.1386,0.8144,0.1448,NULL,NULL,NULL,NULL
2013miket,2013,Kettering University FIRST Robotics District Competition,1362114000,MI,USA,fim,1,1,Completed,1705,1601,1494,1534,73.41,47.53,25.29,9.2,14.73,12.4,0.6559,0.1974,0.7419,0.1649,0.7957,0.1681,NULL,NULL,NULL,NULL
2013miliv,2013,Livonia FIRST Robotics District Competition,1364529600,MI,USA,fim,1,5,Completed,1715,1632,1478,1518,98.2,54.51,40.56,12.62,20.92,17.13,0.7419,0.1676,0.7742,0.1551,0.7312,0.1556,NULL,NULL,NULL,NULL
2013misjo,2013,St Joseph FIRST Robotics District Competition,1363320000,MI,USA,fim,1,3,Completed,1813,1586,1466,1516,101.2,63.42,35.52,12.28,19.64,17.03,0.7849,0.1496,0.7097,0.1664,0.7849,0.1494,NULL,NULL,NULL,NULL
2013mitry,2013,Troy FIRST Robotics District Competition,1364529600,MI,USA,fim,1,5,Completed,1914,1616,1464,1534,127.25,74.15,34.79,13.3,21.28,17.98,0.7708,0.1507,0.7292,0.17,0.7708,0.1529,NULL,NULL,NULL,NULL
2013mitvc,2013,Traverse City FIRST Robotics District Competition,1362114000,MI,USA,fim,1,1,Completed,1739,1614,1498,1538,82.27,39.77,27.37,6.97,13.52,11.63,0.7766,0.1734,0.7553,0.1639,0.7872,0.1596,NULL,NULL,NULL,NULL
2013miwfd,2013,Waterford FIRST Robotics District Competition,1362718800,MI,USA,fim,1,2,Completed,1815,1662,1527,1562,104.1,52.7,33.79,13.47,18.33,14.66,0.697,0.1896,0.6869,0.1766,0.697,0.168,NULL,NULL,NULL,NULL
2013miwmi,2013,West Michigan FIRST Robotics District Competition,1363924800,MI,USA,fim,1,4,Completed,1778,1645,1523,1538,105.39,56.19,41.67,20.72,25.94,16.08,0.7083,0.1798,0.7188,0.1855,0.7188,0.1793,NULL,NULL,NULL,NULL
2013mndu,2013,Lake Superior Regional,1362632400,MN,USA,NULL,0,2,Completed,1608,1540,1471,1474,61.2,36.38,24.19,12.72,12.08,10.34,0.64,0.219,0.63,0.2068,0.61,0.205,NULL,NULL,NULL,NULL
2013mndu2,2013,Northern Lights Regional,1362632400,MN,USA,NULL,0,2,Completed,1754,1592,1472,1494,85.35,64.92,29.34,11.68,15.36,15.39,0.6947,0.2033,0.7158,0.1844,0.7474,0.1859,NULL,NULL,NULL,NULL
2013mnmi,2013,Minnesota 10000 Lakes Regional,1364443200,MN,USA,NULL,0,5,Completed,1703,1523,1458,1461,69.65,57.77,37.55,10.96,12.86,15.64,0.71,0.1909,0.7,0.1935,0.72,0.1861,NULL,NULL,NULL,NULL
2013mnmi2,2013,Minnesota North Star Regional,1364443200,MN,USA,NULL,0,5,Completed,1720,1556,1457,1467,75.25,61.53,28.9,13.78,15.08,15.27,0.6947,0.1797,0.6947,0.1756,0.7263,0.1728,NULL,NULL,NULL,NULL
2013mokc,2013,Greater Kansas City Regional,1363233600,MO,USA,NULL,0,3,Completed,1927,1627,1488,1501,101.33,80.92,34.4,17.43,18.11,18.63,0.75,0.1519,0.7778,0.1496,0.8241,0.1386,NULL,NULL,NULL,NULL
2013mosl,2013,St. Louis Regional,1363233600,MO,USA,NULL,0,3,Completed,1717,1573,1460,1484,84.61,66.28,30.04,11.42,15.39,15.24,0.7255,0.1877,0.6863,0.1754,0.7157,0.1756,NULL,NULL,NULL,NULL
2013mrcmp,2013,Mid-Atlantic Robotics FRC Region Championship,1365652800,PA,USA,fma,2,7,Completed,1812,1738,1614,1603,103.68,66.81,48.93,38.18,35.3,14.68,0.7345,0.1705,0.7168,0.1836,0.7522,0.166,NULL,NULL,NULL,NULL
2013ncre,2013,North Carolina Regional,1363233600,NC,USA,NULL,0,3,Completed,1779,1552,1473,1475,76,66.94,29.02,12.9,14.28,14.39,0.67,0.1911,0.7,0.1864,0.69,0.181,NULL,NULL,NULL,NULL
2013new,2013,Newton Division,1366776000,MO,USA,NULL,3,8,Completed,1985,1763,1663,1573,127.39,47.78,42.44,37.56,31.38,7.43,0.7162,0.1828,0.6824,0.2149,0.7297,0.1878,NULL,NULL,NULL,NULL
2013nhma,2013,BAE Systems Granite State Regional,1362027600,NH,USA,NULL,0,1,Completed,1780,1613,1507,1526,84.53,59.38,30.31,15,18.57,14.58,0.7033,0.1959,0.6703,0.2152,0.6923,0.1942,NULL,NULL,NULL,NULL
2013njbrg,2013,Bridgewater-Raritan FIRST Robotics District Competition,1365220800,NJ,USA,fma,1,6,Completed,1820,1634,1459,1508,117.55,63.63,43.82,13.65,21.34,18.16,0.7941,0.136,0.8431,0.1314,0.8333,0.1273,NULL,NULL,NULL,NULL
2013njewn,2013,TCNJ FIRST Robotics District Competition,1363320000,NJ,USA,fma,1,3,Completed,1791,1620,1467,1531,92.59,78.42,25.25,5.2,16.25,16.87,0.7,0.1891,0.7444,0.1867,0.7222,0.1795,NULL,NULL,NULL,NULL
2013njfla,2013,Mount Olive FIRST Robotics District Competition,1364011200,NJ,USA,fma,1,4,Completed,1776,1543,1451,1503,92.64,57.29,22.88,8.27,15.71,14.87,0.7294,0.1645,0.7529,0.1559,0.7294,0.1526,NULL,NULL,NULL,NULL
2013njlen,2013,Lenape Seneca FIRST Robotics District Competition,1364011200,NJ,USA,fma,1,4,Completed,1806,1599,1459,1535,105.16,58.05,36.94,14.62,24.49,14.78,0.7692,0.1634,0.7436,0.1832,0.7692,0.1652,NULL,NULL,NULL,NULL
2013nvlv,2013,Las Vegas Regional,1365048000,NV,USA,NULL,0,6,Completed,1927,1597,1489,1511,120.35,84.77,35.04,19.85,20.23,18.31,0.6961,0.2105,0.6569,0.1978,0.6863,0.1949,NULL,NULL,NULL,NULL
2013nyli,2013,SBPLI Long Island Regional,1365048000,NY,USA,NULL,0,6,Completed,1643,1559,1492,1486,75.2,51.83,31.98,15.07,17.39,14.01,0.7255,0.1939,0.6765,0.1972,0.7059,0.1877,NULL,NULL,NULL,NULL
2013nyny,2013,New York City Regional,1362632400,NY,USA,NULL,0,2,Completed,1651,1543,1496,1483,52.22,41.92,25.42,11.81,10.65,10.88,0.5816,0.2546,0.6531,0.2385,0.6327,0.237,NULL,NULL,NULL,NULL
2013nyro,2013,Finger Lakes Regional,1362027600,NY,USA,NULL,0,1,Completed,1748,1599,1530,1525,81.33,50.43,32.53,13.65,15.24,13.25,0.6304,0.2295,0.7174,0.2208,0.6522,0.2153,NULL,NULL,NULL,NULL
2013ohcl,2013,Buckeye Regional,1364443200,OH,USA,NULL,0,5,Completed,1744,1586,1510,1505,81.91,49.4,37.54,22.76,21,14.09,0.6923,0.1946,0.6923,0.2171,0.7019,0.1998,NULL,NULL,NULL,NULL
2013ohic,2013,Queen City Regional,1363838400,OH,USA,NULL,0,4,Completed,1689,1569,1499,1492,69.36,47.94,34.73,17.18,17.99,12.45,0.7115,0.1895,0.7115,0.1811,0.7308,0.1742,NULL,NULL,NULL,NULL
2013okok,2013,Oklahoma Regional,1364443200,OK,USA,NULL,0,5,Completed,1945,1620,1495,1494,107.37,70.36,36.05,20.67,19.58,16.49,0.7087,0.1769,0.7087,0.194,0.699,0.1771,NULL,NULL,NULL,NULL
2013onto,2013,Greater Toronto East Regional,1362632400,ON,Canada,NULL,0,2,Completed,2016,1550,1430,1509,146.45,86.88,25.23,3.66,16.66,19.67,0.7711,0.1185,0.7711,0.1113,0.7711,0.1104,NULL,NULL,NULL,NULL
2013onto2,2013,Greater Toronto West Regional,1364443200,ON,Canada,NULL,0,5,Completed,2106,1658,1470,1529,164.92,103.95,50.24,18.35,26.57,23.26,0.8125,0.1325,0.8333,0.1361,0.7917,0.1252,NULL,NULL,NULL,NULL
2013onwa,2013,Waterloo Regional,1363838400,ON,Canada,NULL,0,4,Completed,2061,1589,1458,1552,165.75,99,40.72,12.85,27.14,25.14,0.8272,0.1034,0.8642,0.086,0.8765,0.0867,NULL,NULL,NULL,NULL
2013orpo,2013,Autodesk Oregon Regional,1362632400,OR,USA,NULL,0,2,Completed,1633,1557,1501,1491,59.13,55.76,32.22,16.29,15.04,13.61,0.6226,0.2438,0.6981,0.2088,0.6792,0.2163,NULL,NULL,NULL,NULL
