team,name,state,country,district,active,elo,elo_recent,elo_mean,elo_max,wins,losses,ties,count,winrate
6378,LYNX,ON,Canada,ont,1,1591.0256,1628.72,1628.72,1698.48,80,73,4,157,0.5223
6379,Terabyte of Ram,IA,USA,None,1,1385.1848,1379.88,1379.88,1389.89,7,21,0,28,0.25
6380,ORION ROBOTICS,All,Turkey,None,1,1462.46,1438.93,1438.93,1507.11,14,17,1,32,0.4531
6381,Red Raider Robotics,WI,USA,None,1,1551.01,1507.3,1507.3,1566.06,24,31,0,55,0.4364
6382,RoboHornz,CA,USA,None,0,NULL,1423.49,1423.49,1450.71,13,18,0,31,0.4194
6383,PLUG&PLAY,All,China,None,0,NULL,1414.17,1414.17,1441.84,12,13,0,25,0.48
6384,Hisar Ravens,All,Turkey,None,0,NULL,1446.47,1446.47,1446.47,8,13,0,21,0.381
6385,TrueMoe,All,China,None,0,NULL,1462.13,1462.13,1462.13,5,7,0,12,0.4167
6386,Guangzhou research robot club,All,China,None,1,1537.0576,1521.24,1521.24,1605.89,33,33,0,66,0.5
6387,Discobots Canada,ON,Canada,ont,0,NULL,1597.65,1597.65,1597.65,27,26,0,53,0.5094
6388,WonderWorks Robotics,All,Turkey,None,1,1434.5976,1442.83,1442.83,1491.24,29,35,2,66,0.4545
6390,Hephaestus ,BC,Canada,None,1,1566.37,1536.43,1536.43,1584.87,47,42,2,91,0.5275
6391,Ursuline Bearbotics,MO,USA,None,1,1524.2536,1502.13,1502.13,1561.09,36,40,2,78,0.4744
6392,Dimension Creator,All,China,None,0,NULL,1477.09,1477.09,1496.79,14,12,0,26,0.5385
6393,Pioneer,All,China,None,0,NULL,1419.18,1419.18,1421.65,8,17,0,25,0.32
6394,MITO,All,China,None,0,NULL,1467.1,1467.1,1563.74,11,12,0,23,0.4783
6396,Steel Tempest,FL,USA,None,0,NULL,1496.37,1496.37,1496.37,9,14,1,24,0.3958
6397,Romero Robotics,ON,Canada,ont,1,1500.7088,1493.34,1493.34,1527.69,34,41,1,76,0.4539
6398,Kilo-bots,CA,USA,None,1,1468.0711999999999,1464.63,1464.63,1473.1,13,23,1,37,0.3649
6399,Tinspiratio,All,China,None,0,NULL,1402.63,1402.63,1438.06,10,11,1,22,0.4773
6400,The Manhattan Project,MT,USA,None,0,NULL,1446.7,1446.7,1463.07,8,13,0,21,0.381
6401,8-bit RAMs,NY,USA,None,1,1528.4776000000002,1513.84,1513.84,1561.06,49,40,0,89,0.5506
6402,GOKTURKLER | GTR,All,Turkey,None,1,1467.3424,1455.27,1455.27,1498.67,12,27,1,40,0.3125
6403,D.P. Todd Secondary,BC,Canada,None,0,NULL,1485.38,1485.38,1497.85,13,11,0,24,0.5417
6404,Brazilian Storm,All,Brazil,None,1,1498.9424000000001,1503.38,1503.38,1513.38,32,35,0,67,0.4776
6406,Cyber/Scorpions,BC,Canada,None,0,NULL,1574.02,1574.02,1631.11,19,11,1,31,0.629
6407,Tecmilenio - DEVOLT - 6407,All,Mexico,None,0,NULL,1433.45,1433.45,1454.08,6,15,1,22,0.2955
6408,Syntechs Robotics,BC,Canada,None,1,1447.2104000000002,1443.41,1443.41,1450.98,12,21,2,35,0.3714
6409,Odrinias,All,Turkey,None,0,NULL,1459.05,1459.05,1459.05,5,13,0,18,0.2778
6410,Supreme Eagles,CA,USA,None,1,1391.1743999999999,1386.45,1386.45,1400.96,8,21,1,30,0.2833
6411,Gravediggers,UT,USA,None,1,1591.67,1587.36,1587.36,1685.46,48,42,0,90,0.5333
6412,For Sale By Owner,IA,USA,None,1,1406.5256000000002,1401.3,1401.3,1424.21,6,22,0,28,0.2143
6413,Degrees of Freedom,AZ,USA,None,1,1459.1824000000001,1488.98,1488.98,1540.84,35,68,0,103,0.3398
6414,Voyager,All,China,None,0,NULL,1438.65,1438.65,1458.08,11,28,1,40,0.2875
6415,GULTEPE ROBOTICS,All,Turkey,None,1,1515.536,1545.17,1545.17,1613.33,28,24,0,52,0.5385
6416,MEVOLUTION ROBOTIC TEAM,All,Turkey,None,0,NULL,1447.46,1447.46,1479.69,6,14,0,20,0.3
6417,Fridolins,All,Switzerland,None,1,1629.78,1565.22,1565.22,1629.78,46,32,0,78,0.5897
6418,The Missfits,CA,USA,None,1,1591.8736000000001,1622.39,1622.39,1669.58,60,37,4,101,0.6139
6419,ICE,IA,USA,None,1,1483.0120000000002,1458.58,1458.58,1522.66,19,29,1,49,0.398
6420,Fire Island Robotics,IA,USA,None,1,1505.21,1510.66,1510.66,1534.53,36,50,0,86,0.4186
6421,WarriorBots,WI,USA,None,1,1514.59,1524.89,1524.89,1544.66,31,31,0,62,0.5
6422,GearHeadz,NY,USA,None,1,1477.6408000000001,1491.09,1491.09,1568.67,20,25,1,46,0.4457
6423,Ward Melville Iron Patriots,NY,USA,None,1,1460.2928,1457.56,1457.56,1466.28,22,17,0,39,0.5641
6424,Stealth Panther Robotics,MO,USA,None,1,1592.132,1593.67,1593.67,1655.14,69,54,1,124,0.5605
6425,The Conclave,MI,USA,fim,1,1496.1656,1536.39,1536.39,1589.16,41,50,0,91,0.4505
6426,Robo Gladiators,NC,USA,fnc,1,1462.6352000000002,1434.33,1434.33,1472.97,20,40,1,61,0.3361
6428,STEMINEERS,MI,USA,fim,1,1418.7512000000002,1420.78,1420.78,1445.01,20,52,0,72,0.2778
6429,4th Dimension,All,Turkey,None,1,1604.7,1592.96,1592.96,1683.16,59,31,2,92,0.6522
6430,Kalsedon,All,Turkey,None,1,1399.42,1399.55,1399.55,1406.22,14,39,0,53,0.2642
6431,NoktaParantez,All,Turkey,None,1,1436.85,1474.95,1474.95,1498.45,25,26,0,51,0.4902
6432,St Cathodes,All,Australia,None,1,1457.4135999999999,1475.55,1475.55,1494.12,18,16,0,34,0.5294
6433,HZ4Z,All,China,None,0,NULL,1441.15,1441.15,1465.47,9,11,0,20,0.45
6434,Bossley Park High School,All,Australia,None,1,1525.7536,1528.86,1528.86,1544.86,35,33,3,71,0.5141
6435,Jetson's Robotics,All,Turkey,None,1,1439.35,1377.73,1377.73,1439.35,15,29,0,44,0.3409
6436,PARS ROBOTICS,All,Turkey,None,1,1452.4952,1446.22,1446.22,1453.42,13,24,0,37,0.3514
6437,The Pacific Quakers,OR,USA,pnw,0,NULL,1510.63,1510.63,1510.63,11,13,0,24,0.4583
6439,tanx,All,China,None,0,NULL,1506.07,1506.07,1506.07,16,13,0,29,0.5517
6440,Canobolas,All,Australia,None,0,NULL,1435.24,1435.24,1483.16,7,15,0,22,0.3182
6441,Turbo Turtle,All,China,None,1,1399.3024,1423.46,1423.46,1469.83,13,18,0,31,0.4194
6442,Modern Americans,OR,USA,pnw,1,1527.404,1528,1528,1547.67,36,54,0,90,0.4
6443,AEMBOT,OR,USA,pnw,1,1634.4784,1600.86,1600.86,1719.16,88,77,0,165,0.5333
6444,PrepaTec Chihuahua- Sigma Robotics,All,Mexico,None,1,1468.1544000000001,1453.05,1453.05,1476.47,19,26,3,48,0.4271
6445,CTEC Robotics,OR,USA,pnw,1,1569.6752,1602.65,1602.65,1614.04,90,74,1,165,0.5485
6447,Bad 2 the Bone - Bingara Central School,All,Australia,None,0,NULL,1393.19,1393.19,1393.19,5,6,0,11,0.4545
6448,LBJ Early College High School ,TX,USA,None,0,NULL,1438.04,1438.04,1438.04,6,5,0,11,0.5455
6449,DigiBots,All,Australia,None,0,NULL,1393.59,1393.59,1408.11,7,14,1,22,0.3409
6450,The Reaper,All,China,None,0,NULL,1434.91,1434.91,1434.91,2,8,0,10,0.2
6451,Wired Warriors,IN,USA,fin,1,1543,1560.62,1560.62,1609.79,48,63,0,111,0.4324
6453,Bog Bots!,MN,USA,None,1,1454.27,1451.76,1451.76,1491.14,16,19,3,38,0.4605
6455,The Coded Collective,IA,USA,None,1,1481.1976000000002,1477.11,1477.11,1527.4,19,24,1,44,0.4432
6456,Oregon Trail Academy Wi-Fires,OR,USA,pnw,0,NULL,1515.27,1515.27,1515.27,8,19,0,27,0.2963
6457,Roots Charter High School,UT,USA,None,0,NULL,1439.31,1439.31,1462.07,8,11,0,19,0.4211
6458,Semiahmoo Robotics,BC,Canada,None,1,1451.36,1490.84,1490.84,1518.14,22,27,1,50,0.45
6459,AG Robotik,All,Turkey,None,1,1458.22,1452.76,1452.76,1468.31,24,36,1,61,0.4016
6460,Air Guardians,OH,USA,None,0,NULL,1444.18,1444.18,1451.7,15,24,0,39,0.3846
6461,Iron Stallions,ON,Canada,ont,1,1519.7472000000002,1519.84,1519.84,1575.41,52,57,0,109,0.4771
6462,techJOYnT,OK,USA,None,0,NULL,1408.09,1408.09,1408.09,3,5,0,8,0.375
6463,NOVA,NY,USA,None,1,1450.4784,1446.87,1446.87,1470.8,17,23,0,40,0.425
6464,Danger Noodle Danger,OK,USA,None,1,1466.9672,1457.2,1457.2,1477.14,13,23,0,36,0.3611
6465,Mystic Biscuit,OR,USA,pnw,1,1555.86,1549.64,1549.64,1626.19,56,60,0,116,0.4828
6467,Tiger Robotics,IA,USA,None,0,NULL,1438.31,1438.31,1444.37,9,9,0,18,0.5
6468,The Positronic Panthers,FL,USA,None,0,NULL,1452.39,1452.39,1457.34,5,15,0,20,0.25
6471,Lee County High School Trobots,GA,USA,pch,1,1577.7432000000001,1566.52,1566.52,1623.41,55,52,1,108,0.5139
6472,H-TECH,All,Turkey,None,0,NULL,1458.21,1458.21,1458.21,2,7,1,10,0.25
6473,Rock Star Robotics,FL,USA,None,1,1471.0136000000002,1437.11,1437.11,1497.75,12,15,0,27,0.4444
6474,Indigo Dynamics,CA,USA,None,1,1610.6560000000002,1596.65,1596.65,1686.73,35,47,1,83,0.4277
6476,Supernova Star Squad,All,Australia,None,1,1460.4824,1464.51,1464.51,1467.29,13,17,2,32,0.4375
6479,AZTECH Robotics,AZ,USA,None,1,1582.25,1565.94,1565.94,1615.24,39,33,0,72,0.5417
6480,SAGE Robotics,MN,USA,None,0,NULL,1350.86,1350.86,1350.86,1,7,0,8,0.125
6481,Deus Ex Machina,ON,Canada,ont,1,1488.34,1483.32,1483.32,1518.16,56,60,2,118,0.4831
6482,Wildcat Robotics,AZ,USA,None,0,NULL,1471.9,1471.9,1485.24,8,12,0,20,0.4
6483,CHARGER,All,Mexico,None,1,1484.6696,1496.06,1496.06,1536.59,17,19,0,36,0.4722
6484,TechKnowLogic,NY,USA,None,1,1464.0496,1472.84,1472.84,1524.78,17,20,2,39,0.4615
6485,Mecha Mustangs,BC,Canada,None,1,1575.01,1514.36,1514.36,1648.73,46,37,2,85,0.5529
6486,Ten More Tons,BC,Canada,chs,1,1453.85,1455.12,1455.12,1456.39,14,15,1,30,0.4833
6487,Clockwork Knights,All,China,None,1,1485.94,1470.8,1470.8,1497.22,23,30,0,53,0.434
6488,RoboRams,TX,USA,fit,1,1451.1408000000001,1452.18,1452.18,1456.6,28,42,1,71,0.4014
6489,Bronco Robotics,LA,USA,None,1,1475.6688000000001,1476.47,1476.47,1497.98,14,12,0,26,0.5385
6490,Panther Robotics,NY,USA,None,1,1515.1336000000001,1527.9,1527.9,1541.56,30,30,0,60,0.5
6491,Short Circuits,AL,USA,None,0,NULL,1498.69,1498.69,1498.69,5,5,0,10,0.5
6492,Pangburn S.W.A.T.,AR,USA,None,0,NULL,1467.33,1467.33,1485.34,7,12,0,19,0.3684
6493,Red Steel,MI,USA,fim,0,NULL,1553.61,1553.61,1624.35,26,24,0,50,0.52
6494,Wings of Liberty,All,China,None,0,NULL,1420.46,1420.46,1429.81,6,14,0,20,0.3
6496,AREA 27,NC,USA,fnc,1,1526.58,1526.58,1526.58,1526.58,9,8,0,17,0.5294
6498,Castle Robotics,IN,USA,fin,1,1620.1,1549.7,1549.7,1620.1,63,71,3,137,0.4708
6499,Innovos Robotics,CA,USA,None,1,1434.6952,1438.83,1438.83,1452.86,9,20,0,29,0.3103
6500,GearCats 6500,NC,USA,fnc,1,1530.06,1570.78,1570.78,1605.37,71,72,3,146,0.4966
6502,DARC SIDE,NC,USA,fnc,1,1646.34,1628.6,1628.6,1698.22,107,76,1,184,0.5842
6503,Iron Dragon,WA,USA,pnw,1,1504.8120000000001,1494.22,1494.22,1544.17,33,46,1,80,0.4188
6504,Jagwires,VA,USA,chs,1,1506.46,1493.55,1493.55,1532.5,37,65,5,107,0.3692
6505,ElectroPanthers,DC,USA,chs,0,NULL,1431.86,1431.86,1438.4,13,34,1,48,0.2812
6506,Steel Boot,CA,USA,None,1,1488.4048,1448.87,1448.87,1517.44,27,32,0,59,0.4576
6507,Tecmilenio CYBORG HAWKS  6507,All,Mexico,None,0,NULL,1418.94,1418.94,1455.44,7,15,0,22,0.3182
6508,Hastings Heroes,All,Australia,None,1,1554.892,1567.94,1567.94,1591.3,42,27,1,70,0.6071
6509,Southern River,All,Australia,None,0,NULL,1436.16,1436.16,1464.32,12,15,0,27,0.4444
6510,Pymble Pride,All,Australia,None,1,1564.5656000000001,1550.21,1550.21,1601.76,39,32,2,73,0.5479
6512,Coastal CATastrophe,NC,USA,fnc,1,1457.84,1455.78,1455.78,1490.01,30,59,2,91,0.3407
6513,The Wyverns,ON,Canada,ont,1,1511.64,1509.15,1509.15,1548.78,44,63,4,111,0.4144
6514,Sutton Robotics League,ON,Canada,ont,1,1480.63,1494.23,1494.23,1532.78,34,50,2,86,0.407
6515,Unimatics,CA,USA,None,1,1421.02,1429.39,1429.39,1451.48,11,12,2,25,0.48
6517,So-Kno Robo ,TN,USA,None,1,1491.5728000000001,1506.1,1506.1,1561.41,20,26,0,46,0.4348
6518,JagBots,AZ,USA,None,0,NULL,1467.32,1467.32,1467.58,12,9,0,21,0.5714
6519,The Vegas Vortechs,NV,USA,None,1,1489.504,1487.37,1487.37,1503.04,16,17,0,33,0.4848
6520,Hanoi Amsterdam School,All,Vietnam,None,1,1474.9912,1460.76,1460.76,1496.11,18,30,0,48,0.375
6522,Tomaree High School,All,Australia,None,0,NULL,1487.52,1487.52,1487.52,3,8,1,12,0.2917
6523,Condobolin,All,Australia,None,0,NULL,1410.3,1410.3,1410.3,10,9,0,19,0.5263
6524,Wilder Wolves FRC,All,Australia,None,1,1394.8856,1409.44,1409.44,1452.22,12,21,1,34,0.3676
6525,Greater Sydney Robotics,All,Australia,None,0,NULL,1446.85,1446.85,1469.11,12,15,0,27,0.4444
6526,Cyber Rangers,TX,USA,fit,1,1482.87,1447.61,1447.61,1482.87,26,42,1,69,0.3841
6527,Short SirKit,FL,USA,None,1,1490.7504000000001,1480.72,1480.72,1513.25,12,12,1,25,0.5
6528,Terror Bytes,MI,USA,fim,1,1579.7464,1525.94,1525.94,1660.18,32,47,0,79,0.4051
6529,Beantown Blitz,MA,USA,ne,1,1442.19,1438.21,1438.21,1470.57,31,60,0,91,0.3407
6530,Ra,AZ,USA,None,1,1487.76,1530.81,1530.81,1586.84,25,25,2,52,0.5
6531,Redhawks,MI,USA,fim,0,NULL,1428.24,1428.24,1428.65,21,27,0,48,0.4375
6532,TechnoPaths,MI,USA,fim,1,1459.4544,1453.31,1453.31,1478.15,22,50,0,72,0.3056
6533,BeaverTech,MI,USA,fim,1,1423.3688000000002,1424.42,1424.42,1436.13,24,51,3,78,0.3269
6534,Saints Scholars,MI,USA,fim,0,NULL,1465.36,1465.36,1465.36,4,20,0,24,0.1667
6535,Edison Sustainabots,CA,USA,None,1,1414.4104000000002,1403.04,1403.04,1435.76,9,20,1,30,0.3167
6536,TheDarkSide,IA,USA,None,0,NULL,1447.22,1447.22,1479.57,5,13,0,18,0.2778
6537,WIHS Robotics,ON,Canada,ont,1,1455.5352,1451.83,1451.83,1534.71,22,50,2,74,0.3108
6538,Linc-Bots,MI,USA,fim,1,1495.06,1563.54,1563.54,1627.86,69,65,1,135,0.5148
6540,Dynamo,QC,Canada,None,1,1398.7672000000002,1408.81,1408.81,1436.8,8,20,1,29,0.2931
6541,T-FROGS,All,France,None,1,1369.2072,1352.68,1352.68,1382.82,5,22,2,29,0.2069
6542,Technomancers,KS,USA,None,1,1446.1672,1479.3,1479.3,1543.43,18,17,1,36,0.5139
6543,pumaTECH,VA,USA,chs,1,1483.4848000000002,1471.02,1471.02,1510.42,37,60,4,101,0.3861
6544,A-Team Robotics,ON,Canada,ont,1,1522.44,1532.47,1532.47,1553.45,52,67,4,123,0.439
6545,Tawas Braves,MI,USA,fim,1,1455.2176,1468.23,1468.23,1479.68,35,43,2,80,0.45
6546,Naatsisʼáán Robotics,UT,USA,None,1,1467.0712,1502.14,1502.14,1573.62,29,33,0,62,0.4677
6547,Flaming Metal Robotics,TX,USA,fit,1,1449.8496,1490.76,1490.76,1595.97,26,37,3,66,0.4167
6548,Perry RAMBOTS,MI,USA,fim,1,1601.52,1620.61,1620.61,1716.57,103,93,3,199,0.5251
6550,Wildcat Robotics ,MI,USA,fim,1,1558.8336,1559.69,1559.69,1596.53,42,39,0,81,0.5185
6552,RoboCats,MI,USA,fim,1,1423.1648,1419.43,1419.43,1429.45,24,47,1,72,0.3403
6553,Roboticus,CA,USA,None,1,1404.076,1401.45,1401.45,1445.58,13,23,1,37,0.3649
6554,Phoenix Robotics,CA,USA,None,0,NULL,1483.74,1483.74,1594.36,17,17,1,35,0.5
6556,Spartan Robotics,MI,USA,fim,1,1526.03,1520.48,1520.48,1542.76,50,54,5,109,0.4817
6557,S.R.U - Special Robotics Unit,MI,USA,fim,1,1465.3,1476.37,1476.37,1492.84,33,52,1,86,0.3895
6558,Aluminum Sting,MI,USA,fim,1,1445.86,1532.23,1532.23,1583.26,51,61,0,112,0.4554
6559,Bay-Arenac,MI,USA,fim,0,NULL,1505.28,1505.28,1525.21,16,38,0,54,0.2963
6560,Charging Champions,CA,USA,None,1,1675.21,1580.33,1580.33,1675.21,66,57,2,125,0.536
6561,Omecha Wolf Pack,MI,USA,fim,1,1510.93,1498.06,1498.06,1546.24,34,49,3,86,0.4128
6562,She Heroes,TX,USA,None,0,NULL,1455.09,1455.09,1455.09,5,4,1,10,0.55
6563,ROBO CORR,BC,Canada,None,0,NULL,1402.11,1402.11,1443.76,8,13,0,21,0.381
6564,TDSS Titans,ON,Canada,ont,0,NULL,1456.45,1456.45,1458.03,22,40,2,64,0.3594
6565,Team Bobcat,NC,USA,fnc,1,1534.23,1508.59,1508.59,1576.88,58,70,4,132,0.4545
6566,Battering Rams,MI,USA,fim,1,1518.0544,1513.64,1513.64,1537.39,33,42,1,76,0.4408
6567,The Broken Drill Bits ,MI,USA,fim,1,1504.24,1516.38,1516.38,1556.18,42,48,1,91,0.467
6568,Decatur Robotics Team,MI,USA,fim,1,1477.2040000000002,1480.99,1480.99,1499.11,33,38,1,72,0.4653
6569,Gladiators,MI,USA,fim,1,1545.83,1583.21,1583.21,1712.45,93,71,4,168,0.5655
6570,Whiteford Bobcats,MI,USA,fim,1,1529.11,1518.4,1518.4,1578.84,43,54,1,98,0.4439
6571,Lakeview Wildcats,MI,USA,fim,0,NULL,1428.06,1428.06,1428.06,3,20,1,24,0.1458
6573,Alanson Viking Robotics,MI,USA,fim,1,1528.888,1536.75,1536.75,1550.02,56,55,3,114,0.5044
6574,Ferradermis,WI,USA,None,1,1526.95,1515.41,1515.41,1596.79,49,42,1,92,0.538
6575,Tempe T-Rex,All,Australia,None,1,1396.9024,1399.38,1399.38,1437.43,12,17,1,30,0.4167
6579,Komplete Kaos Inc,All,Australia,None,1,1602.3528000000001,1645.37,1645.37,1708.18,73,42,0,115,0.6348
6580,Positive Charge,MI,USA,fim,1,1481.77,1481.88,1481.88,1549.86,36,56,2,94,0.3936
6581,In memory of John Holladay: Hancock Bobotics; The Saga Continues,MI,USA,fim,1,1455.53,1462.77,1462.77,1492.69,28,55,1,84,0.3393
6582,Vestabots,MI,USA,fim,1,1548.1488000000002,1603.06,1603.06,1647.51,56,50,2,108,0.5278
6583,Human Error,MI,USA,fim,1,1430.3560000000002,1418.16,1418.16,1439.68,21,50,1,72,0.2986
6584,AHC Transformers,MD,USA,chs,1,1548.88,1503.68,1503.68,1548.88,35,55,1,91,0.3901
6585,Hózhóogo Naasháa Doo (Walk in Beauty),AZ,USA,None,0,NULL,1462.79,1462.79,1478.32,7,13,0,20,0.35
6586,Tuskin' Raiders,AR,USA,None,1,1433.48,1442.97,1442.97,1494,16,22,1,39,0.4231
6588,Counter-Torque Robotics,MI,USA,fim,1,1519.89,1503.33,1503.33,1527.24,41,50,3,94,0.4521
6589,Cardinal Robotics,MI,USA,fim,1,1440.4464,1448.14,1448.14,1486.16,27,45,2,74,0.3784
6590,SaviTech,NY,USA,None,1,1450.6288,1477.1,1477.1,1513.1,17,28,1,46,0.3804
6591,Panther Powered Robotics,MI,USA,fim,1,1529.83,1557.42,1557.42,1627.32,66,58,1,125,0.532
6592,Sexton Redbots,MI,USA,fim,1,1463.5448000000001,1444.92,1444.92,1487.16,23,55,1,79,0.2975
6593,HyperDrive Robotics,NY,USA,None,1,1470.7624,1458.65,1458.65,1490.32,16,20,0,36,0.4444
6594,EV ROBOTICS,MI,USA,fim,1,1433.9392000000003,1432.92,1432.92,1467.53,28,49,1,78,0.3654
6595,QUAKE,MI,USA,fim,1,1499.77,1474.02,1474.02,1537.25,31,55,0,86,0.3605
6597,Eagles,MI,USA,fim,1,1480.6752000000001,1460.09,1460.09,1507.88,33,42,0,75,0.44
6599,Northport Wildcats,MI,USA,fim,1,1465.19,1436.34,1436.34,1465.19,29,55,0,84,0.3452
6600,Tech Heads,MI,USA,fim,1,1433.7536,1417.41,1417.41,1444.53,23,48,1,72,0.3264
6601,Easy Company,NY,USA,None,0,NULL,1420.87,1420.87,1437.39,8,14,0,22,0.3636
6602,Belle Bots,AR,USA,None,0,NULL,1458.09,1458.09,1458.09,6,3,0,9,0.6667
6604,Tecmilenio - Equipo ITAC - 6604,All,Mexico,None,0,NULL,1442.32,1442.32,1451.1,9,12,0,21,0.4286
6605," Imperium Fons- 6605 Tecmilenio Cuernavaca",All,Mexico,None,1,1435.83,1406.88,1406.88,1439.85,8,24,0,32,0.25
6606,Tecmilenio PINK HAWKS 6606,All,Mexico,None,1,1455.5872000000002,1473.79,1473.79,1504.62,20,20,0,40,0.5
6607,Tecmilenio - ARMY ROBOT TECHNOLOGY - 6607,All,Mexico,None,0,NULL,1456.44,1456.44,1456.44,4,5,1,10,0.45
6608,Tecmilenio ARCADIA,All,Mexico,None,1,1483.2224,1461.34,1461.34,1510.35,25,28,0,53,0.4717
6609,Suwannee Bulldogs,FL,USA,None,0,NULL,1409.61,1409.61,1409.61,2,6,0,8,0.25
6610,Robot Roll Call,MI,USA,fim,1,1454.33,1440.17,1440.17,1454.99,28,62,2,92,0.3152
6611,WolverBots,MI,USA,fim,1,1407.8664,1408.05,1408.05,1444.73,23,48,1,72,0.3264
6612,NexGen Robotics,CA,USA,None,1,1414.1728,1406.8,1406.8,1419.23,5,21,0,26,0.1923
6613,Gogebic Range Robotics,WI,USA,None,0,NULL,1559.51,1559.51,1575.66,30,16,0,46,0.6522
6614,ROBOTEDIST,All,Turkey,None,0,NULL,1396.21,1396.21,1396.21,1,7,0,8,0.125
6615,Belle Voxel - Bots,MI,USA,fim,1,1538.4384,1552.68,1552.68,1588.24,40,41,0,81,0.4938
6616,Mechanical Pumas,MI,USA,fim,1,1553.85,1517.2,1517.2,1592.38,37,50,2,89,0.427
6617,NASA BHS Black Hawks Robotics Club,MA,USA,ne,0,NULL,1488.61,1488.61,1488.61,9,15,0,24,0.375
6618,WARHBOTS,MI,USA,fim,1,1670.99,1640.12,1640.12,1678.5,85,67,0,152,0.5592
6619,GravitechX,CA,USA,None,1,1428.248,1440.63,1440.63,1467.61,14,39,0,53,0.2642
6620,The Northmengineers,RI,USA,ne,1,1511.15,1533.41,1533.41,1561.19,41,60,0,101,0.4059
6621,Artemis Robotics ,NY,USA,None,1,1483.6968000000002,1459.44,1459.44,1556.5,22,42,1,65,0.3462
6622,Stan Robotix,QC,Canada,None,1,1416.6832,1455.15,1455.15,1526.04,16,25,1,42,0.3929
6624,Marinette RoboMarines,WI,USA,None,1,1459.2664,1457.15,1457.15,1481.92,7,20,2,29,0.2759
6626,Robohana,SC,USA,None,1,1428.27,1420.93,1420.93,1459.61,15,19,1,35,0.4429
6627,Niles Nordic Knights,MI,USA,fim,1,1454.5184000000002,1481.94,1481.94,1520.95,23,50,1,74,0.3176
6628,KMS BOTKICKERS,MN,USA,None,1,1480.49,1485.51,1485.51,1508.31,18,22,1,41,0.4512
6630,F.U.N.  (Fiercely Uknighted Nation),IA,USA,None,1,1501.2376000000002,1533.92,1533.92,1558.68,35,32,0,67,0.5224
6631,Rocket Robotics,MI,USA,fim,1,1494.3664,1477.43,1477.43,1512.28,27,46,1,74,0.3716
6632,Northview Robotics,ON,Canada,ont,1,1511.0056,1500.67,1500.67,1530.43,38,61,0,99,0.3838
6633,Robo-Elephants,MI,USA,fim,0,NULL,1458.41,1458.41,1537.38,17,32,1,50,0.35
6634,Tecmilenio Phoenix Forces 6634,All,Mexico,None,0,NULL,1455.47,1455.47,1455.47,4,7,0,11,0.3636
6635,JaXon Falcon Works,MI,USA,fim,1,1489.8216,1484.09,1484.09,1516.31,31,50,0,81,0.3827
6636,Full Metal Beavers,NY,USA,None,1,1436.2952,1412.57,1412.57,1458.21,23,32,0,55,0.4182
6637,BetaWolves,MI,USA,fim,1,1726.62,1623.68,1623.68,1726.62,83,68,3,154,0.5487
6638,Fulton Pirates,MI,USA,fim,1,1468.69,1473.05,1473.05,1550.8,31,53,0,84,0.369
6639,The Mechanical Minds ,NC,USA,fnc,1,1503.9208,1510.34,1510.34,1540.96,39,53,2,94,0.4255
6640,Metal Eagles,AR,USA,None,1,1555.96,1495.48,1495.48,1555.96,27,27,0,54,0.5
6641,GSLRobotX,All,Turkey,None,0,NULL,1447.78,1447.78,1447.78,4,7,0,11,0.3636
6642,Harrison Stingers of Steel,MI,USA,fim,1,1466.3544000000002,1448.44,1448.44,1487.9,25,62,1,88,0.2898
6643,Walnuts and Bolts,WI,USA,None,1,1387.6096,1410.47,1410.47,1466.05,8,20,2,30,0.3
6644,Atomic Automatons,CA,USA,None,1,1438.5392000000002,1422.5,1422.5,1437.93,13,12,1,26,0.5192
6645,Alloy Obsession,TX,USA,fit,1,1429.29,1460.78,1460.78,1501.1,31,44,2,77,0.4156
6646,Belton Robotics Spacemakers,TX,USA,fit,1,1514.81,1480.69,1480.69,1601.25,36,39,5,80,0.4813
6647,PrepaTec - VOLTEC Robotics,All,Mexico,None,1,1601.9224000000002,1600.28,1600.28,1653.94,70,54,2,126,0.5635
6648,MechaSpartans,NY,USA,None,1,1422.32,1421.09,1421.09,1427.93,10,20,0,30,0.3333
6649,CHA Circuits ,MI,USA,fim,0,NULL,1434.83,1434.83,1454.23,12,26,0,38,0.3158
6650,Tribebots,CA,USA,None,0,NULL,1484.52,1484.52,1484.52,4,4,1,9,0.5
6651,Golden Bots,IL,USA,None,1,1477.2720000000002,1486.21,1486.21,1495.21,29,33,1,63,0.4683
6652,Tigres,All,Mexico,None,1,1444.18,1456.04,1456.04,1489.18,31,70,1,102,0.3088
6654,Central Robobcatics,TN,USA,None,0,NULL,1408.37,1408.37,1434.8,6,14,0,20,0.3
6655,Texan Robotics,TX,USA,fit,1,1479.18,1457.57,1457.57,1479.18,26,50,0,76,0.3421
6656,Ryu Botics,AZ,USA,None,1,1472.768,1448.33,1448.33,1502.28,21,25,1,47,0.4574
6657,Arborbotics,CA,USA,None,1,1480.6416000000002,1472.17,1472.17,1494.44,19,22,0,41,0.4634
6658,Rockbotics,CA,USA,None,1,1478.04,1407.59,1407.59,1478.04,14,33,1,48,0.3021
6659,CouBots,CA,USA,None,1,1457.4896,1464.66,1464.66,1473.33,12,12,2,26,0.5
6660,MarkerBots,MO,USA,None,1,1432.5352,1431.08,1431.08,1478.73,7,23,1,31,0.2419
